	value
n_deciles_used	10.0
total_weight	1767.0
rho_GroupA_stratified	0.5992435628004501
rho_GroupB_stratified	0.4256937515365425
delta_GroupB_minus_GroupA	-0.17354981126390762
deciles_GroupB_higher	2.0
