	value
n_deciles_used	10.0
total_weight	2121.0
rho_GroupA_stratified	0.5980315162438925
rho_GroupB_stratified	0.42040279671855135
delta_GroupB_minus_GroupA	-0.17762871952534115
deciles_GroupB_higher	0.0
