groupA_gene	groupB_gene	groupA_expr_rank	groupB_expr_rank
METAP1	GALC	0.644494	0.641468
BDH2	SUOX	0.645281	0.642062
SLC25A12	PPP1R10	0.645588	0.642831
PURB	MYO10	0.646162	0.643525
PCMT1	A1CF	0.646369	0.643647
GMPPA	RARS2	0.646945	0.643747
CBX3	COQ2	0.647808	0.644066
VAMP3	YTHDF1	0.648156	0.644717
DCN	SPTSSA	0.648581	0.645333
GBE1	RARRES2	0.648899	0.645788
PPIF	SLC12A6	0.650035	0.645813
RALA	CA14	0.650492	0.645889
EIF2A	SLC25A28	0.650537	0.645889
NT5C2	UBE3C	0.650747	0.646024
DERA	IRF2BPL	0.651327	0.646931
S100A13	DEPTOR	0.651779	0.6472
HNRNPD	POLR2I	0.651968	0.647306
VASP	PPP1R9B	0.652135	0.649161
TUBB	PEX2	0.652629	0.649334
PRKAG1	TMED3	0.652718	0.649518
KHSRP	MOGAT1	0.653046	0.65015
PDHX	PTBP3	0.653425	0.65128
SH3GLB2	CCDC117	0.653489	0.65128
NADK2	WDR13	0.653795	0.651729
SEC22B	GATB	0.654229	0.652533
SYNE2	LSM14B	0.65425	0.65297
MAN2C1	AFF1	0.654561	0.652997
RALB	RAPGEF1	0.654758	0.653412
CAST	PCDH1	0.655051	0.653587
MCAT	CD99L2	0.6558	0.653728
TSTD1	SLC27A1	0.655888	0.65405
ESYT2	KCMF1	0.656037	0.654694
OSTF1	RNF6	0.656551	0.654854
VPS36	FBXO11	0.657031	0.654918
CSE1L	DENND5A	0.657321	0.655032
VBP1	GORASP1	0.657731	0.655051
FKBP5	LUC7L3	0.657899	0.655212
SUN2	ZNF768	0.659321	0.655223
TOMM40	SMAD4	0.659508	0.655299
RBMX	FPGS	0.659771	0.655697
APOC3	ZNF598	0.659874	0.656001
COPS4	GIPC1	0.661184	0.656096
MYO1D	POU3F3	0.66213	0.656329
OXSR1	TIMP2	0.662353	0.656409
UBE2N	FMO2	0.662971	0.656534
ABCB7	POLR2C	0.663202	0.656594
CSNK2A1	SLAIN2	0.663392	0.656756
PPM1A	TACC2	0.663515	0.656899
PMM2	WDR45	0.663598	0.657238
ARFGAP3	LAMA5	0.664111	0.65772
CRIP2	CDS2	0.664688	0.65775
MYH14	FASTK	0.665305	0.65807
GNA13	DYNLL1	0.665536	0.658915
HIBCH	KIAA1614	0.665568	0.658959
NECAP1	EFCAB14	0.665764	0.659443
LRBA	OTUD5	0.665916	0.660103
STAT3	OSGIN1	0.66603	0.660518
DHTKD1	DUSP6	0.666097	0.661161
GGH	KEAP1	0.666181	0.661194
PGLS	IFT52	0.666228	0.661454
FBXO22	SPG21	0.666339	0.66152
COX7A1	METRNL	0.666668	0.661547
UFM1	LIMS2	0.666722	0.662061
ANO10	TMEM50B	0.666971	0.662544
FAM114A2	PPFIBP1	0.667116	0.662638
PTGES2	KLHL21	0.667343	0.662825
VIM	PKN1	0.667659	0.663806
DRG1	SNX7	0.667699	0.664117
PFDN2	AZI2	0.669189	0.664402
SPP2	MAL2	0.66939	0.664555
UBAP2L	CRELD2	0.669407	0.664878
DLG1	RANGAP1	0.669729	0.665025
TARDBP	HMG20B	0.670573	0.665119
RAVER1	DOCK8	0.670687	0.666213
TLN2	SNAPC5	0.671122	0.666274
CFL2	SMIM14	0.671426	0.667107
SRSF7	PREPL	0.671788	0.668325
FARP1	PARD6B	0.67201	0.668361
LAMB2	CREB3	0.672016	0.668906
UBR4	WDFY3	0.672506	0.669252
LMF2	G3BP2	0.672978	0.66941
NFU1	ZFAND6	0.673858	0.669762
ATL3	YPEL5	0.674195	0.669845
FLAD1	SYVN1	0.674943	0.670053
NUCKS1	STRADB	0.674985	0.670538
PHF5A	RELA	0.675277	0.671591
RPA1	GATAD1	0.676738	0.672547
AP2A1	SMIM12	0.676906	0.673235
BAIAP2	TMEM150A	0.677042	0.673327
DYNC1LI2	PXK	0.677051	0.674036
UBA2	YIPF4	0.67725	0.674765
DYNC1LI1	SH2B1	0.677279	0.675748
IQGAP2	CCND3	0.678499	0.675934
FAAH	LTBP4	0.678658	0.675952
RANBP1	HECTD3	0.678867	0.67601
UBE2I	PPM1H	0.679188	0.676021
EIF4E	USP12	0.679754	0.676603
GMFB	SLC39A8	0.680302	0.676693
MVP	VPS54	0.68033	0.676764
AIP	SIRT3	0.680372	0.677057
CLCC1	INPP5B	0.680422	0.67757
CPNE3	SLC30A1	0.680547	0.677892
SMC1A	MXI1	0.68089	0.677903
GGACT	SDF2	0.68154	0.678193
LIN7C	RERE	0.681754	0.678514
EFEMP1	FAM20C	0.682129	0.678568
MLYCD	GPC4	0.682208	0.67926
FLOT1	RUFY3	0.683303	0.679654
FARSB	RBM3	0.683323	0.67971
ARL3	PNKD	0.683507	0.680513
TSPAN8	MTMR3	0.683719	0.680803
CD2AP	BSDC1	0.684497	0.680925
KHDRBS1	CREB3L2	0.684552	0.681162
LMO7	ASCC1	0.685821	0.682205
PRPF19	SOD3	0.685822	0.682988
COPS3	SAFB2	0.686639	0.683042
DPYS	CX3CL1	0.686721	0.683045
UGDH	WDR5	0.687301	0.683663
TIMM44	ABCB8	0.687355	0.683733
UBE2L3	CACUL1	0.687568	0.683864
ATP1B3	PES1	0.687578	0.684659
CARHSP1	ZNFX1	0.687696	0.685404
SLK	EXOC6	0.68787	0.686193
PDPR	TTC7B	0.687903	0.686279
MYBBP1A	ELOVL5	0.687947	0.68737
NCEH1	SLC46A1	0.68822	0.688018
SH3GLB1	TRAPPC1	0.688815	0.688179
EIF5B	PFDN6	0.68882	0.68839
LGALS3	FGGY	0.688889	0.688626
NQO2	ZNRF2	0.689345	0.689258
PARP1	KDR	0.689832	0.689523
NDRG3	SYMPK	0.690108	0.689988
NPL	PNO1	0.690464	0.690432
ARFGEF2	SAMD9L	0.690286	0.690524
WASF2	STAG2	0.691319	0.69082
HNRNPH2	CIDEB	0.691537	0.690838
DDX42	TCAIM	0.692066	0.691068
PPM1G	SMARCA4	0.692228	0.691267
HPCAL1	UBE2A	0.693186	0.691302
SCLY	RSL1D1	0.693694	0.691386
PLIN3	PRKAA2	0.694339	0.691472
DPY30	APBA3	0.694702	0.691496
MRPL44	MBNL2	0.695244	0.691574
PAK2	CTDSPL	0.696022	0.69167
COX15	TAF10	0.696026	0.691763
NUMB	MRPS24	0.696724	0.692145
ECHDC3	CSNK1G3	0.696776	0.692211
HACL1	ARHGAP18	0.697283	0.693766
PEA15	TM2D2	0.699017	0.694079
TCEA1	NPDC1	0.69913	0.694131
MTX1	NELFCD	0.699173	0.694376
AP1M1	MRPS33	0.699187	0.694644
DNPEP	CEP170B	0.699274	0.694645
NAGLU	TMEM214	0.699835	0.694943
APOB	LSM14A	0.70035	0.695296
DYNLT3	SLC35H1	0.700706	0.695365
RAB11B	ARF6	0.700972	0.695991
PPP1R14B	FOXO3	0.701176	0.696299
HNMT	IRF6	0.70124	0.696408
SPNS1	RNF185	0.701299	0.697148
EPS15	INSR	0.701566	0.697246
TM9SF4	INSIG1	0.70239	0.697435
FLNA	SMG7	0.702814	0.697449
IAH1	MGAT3	0.703099	0.697612
FCHO2	SIPA1L1	0.703281	0.697797
SNRPE	USP10	0.70362	0.697942
TPR	GATAD2A	0.70408	0.698139
PHKB	RNF149	0.704749	0.698942
ATP6V0A1	NCOA7	0.704785	0.699063
ATXN2L	SLC19A1	0.704903	0.699574
PDAP1	RFNG	0.705005	0.700792
FOXRED1	ZNF207	0.705251	0.701289
IQGAP1	RGCC	0.705318	0.701654
HM13	CASKIN2	0.705533	0.701686
COPS5	MRPL22	0.705863	0.702738
MYLK	SEC14L1	0.705869	0.703045
IMPDH2	SLC34A3	0.706297	0.703101
GLRX	CHMP6	0.706413	0.703444
ERP29	PAX8	0.706432	0.704017
GUSB	ANKRD13A	0.708681	0.704276
PRODH2	PNPLA6	0.708819	0.704963
SGPL1	RAB4A	0.70895	0.704973
MTX2	DPP8	0.70909	0.705904
PDCD4	CUEDC2	0.709638	0.706048
SND1	PPP2R5C	0.709746	0.706248
CDK5RAP3	MIF4GD	0.709814	0.707388
STX12	SNAP29	0.709957	0.707489
DAZAP1	RBCK1	0.710206	0.707956
SSR1	SEL1L3	0.710835	0.708253
PTGR2	ABHD12	0.71106	0.709189
SAFB	TBRG1	0.71152	0.709669
THBS1	AFF4	0.711522	0.709977
ARPC4	PRRC2B	0.711957	0.710025
HNRNPU	IFT20	0.712712	0.711405
GPR108	ZDHHC6	0.713497	0.711818
STK24	MRPL34	0.713559	0.711964
ABCE1	ARHGAP29	0.713819	0.712218
RAB5A	SEMA3B	0.714043	0.712344
PRPS2	TRAK1	0.714201	0.712392
HDAC2	TLK1	0.714298	0.71247
GPT	TMEM63B	0.71469	0.713712
ABI1	CRLS1	0.71567	0.713823
PFKL	UAP1	0.715829	0.713929
TMEM109	TMEM205	0.715949	0.713964
CAPZA1	ACBD4	0.716453	0.71401
DAP3	SLC35B1	0.716916	0.714079
RBPMS	SCAP	0.717301	0.71487
NDUFB7	ACP5	0.71754	0.71501
ABLIM1	ZFR	0.718067	0.715648
TBC1D10A	NR2F2	0.718218	0.715853
LMNA	LPIN2	0.718467	0.716241
DNAJC8	SKI	0.718483	0.716437
SRI	LACTB	0.718962	0.716613
ABRACL	TSPAN9	0.719758	0.716631
RBBP9	RBL2	0.7198	0.717188
PSME2	ERLEC1	0.720208	0.717706
ATAD1	PECR	0.721432	0.717852
SAP18	BECN1	0.721961	0.718009
TXNDC12	YAP1	0.722079	0.7181
AP3B1	STK11	0.722145	0.718255
EIF2S2	TMEM70	0.722148	0.718351
FUNDC2	TSPYL1	0.722606	0.718857
SNRPD3	PEX6	0.722778	0.71909
PRKACA	TBRG4	0.722785	0.719199
PM20D1	MIPEP	0.723071	0.719963
ARHGEF16	ARHGAP5	0.723777	0.720061
IDE	FBXO9	0.724074	0.721437
ABHD11	SLC17A5	0.724315	0.721701
ANK3	MXD4	0.724408	0.721747
FNTA	UBE4A	0.724525	0.721768
FBP2	POLR3E	0.725749	0.72185
APRT	BUD31	0.726227	0.721871
REXO2	LRP6	0.726242	0.721899
DRG2	RAB9A	0.726663	0.722257
TAF15	MRPS18B	0.727346	0.72286
GPD1L	CDC42BPG	0.727686	0.723386
PRPSAP1	PLEKHM2	0.727771	0.723394
PRKAR2A	TOP1	0.727916	0.723704
LGALS1	PJA1	0.728111	0.723728
TOR1AIP1	TAB2	0.728193	0.72374
MAPK14	NET1	0.728472	0.724149
NAPRT	SLC4A9	0.72863	0.724363
SF3B6	SLC35A4	0.72871	0.724619
P4HA1	SLC26A4	0.729371	0.724704
HACL2	NHP2	0.729478	0.72501
PPCS	PIM3	0.729729	0.725235
ENDOG	NEK9	0.729931	0.725914
ACIN1	MRPL24	0.730461	0.725919
UPF1	BOLA3	0.730502	0.726055
ALDH16A1	ANAPC5	0.730692	0.726186
SUB1	CHPT1	0.731147	0.726857
SNX6	PTPRA	0.731221	0.726883
SRRT	GLB1L	0.73139	0.727376
MAP2K1	CYP4B1	0.7315	0.727883
SZRD1	DCAF7	0.731583	0.727931
ANO6	LIMD1	0.731722	0.728871
ZMPSTE24	THOC7	0.73175	0.728901
HSPB1	DHX40	0.732152	0.729067
SNX27	ATP13A3	0.732789	0.729151
RHEB	STARD8	0.73311	0.729461
CACYBP	TM2D1	0.734136	0.72952
PGRMC2	LZTS3	0.734254	0.729738
LYPLA2	SMTN	0.735022	0.729872
OPA1	PRPF6	0.735365	0.72999
ASPSCR1	PLEKHA6	0.735788	0.730159
ME1	CROT	0.736327	0.730255
SNF8	DDX41	0.736432	0.7304
RRAS	LPL	0.736935	0.730572
PECAM1	TMEM33	0.737138	0.730818
CETN2	ADCY6	0.737223	0.731778
CNDP1	UBAC2	0.737359	0.731802
TTR	TOB1	0.737436	0.731927
MAT2B	SRA1	0.73798	0.732777
MGAM	EMCN	0.738474	0.732779
FASN	JUN	0.738822	0.732831
RAP1A	MRPL37	0.738845	0.733212
CIRBP	TRPM7	0.73969	0.733371
TFG	UBP1	0.73988	0.734228
BTD	CRB3	0.740491	0.734264
NPEPPS	METAP2	0.74062	0.734426
SIDT2	MVB12A	0.740676	0.73462
PABPC4	RAB43	0.741147	0.73527
GMPR	KLHDC3	0.741666	0.735334
PAWR	TMEM116	0.741959	0.736588
SNRPD2	SEC61B	0.742348	0.736934
HK1	PTOV1	0.742451	0.737162
SPCS2	MTFR1	0.742603	0.737227
PTPN11	ARL8A	0.744108	0.737274
HSD17B11	GPBP1	0.744315	0.737813
AGRN	SLC25A15	0.74445	0.737832
SHMT1	MLXIPL	0.744607	0.738061
ISOC1	MRPL49	0.74506	0.738107
SEC11A	MFN1	0.745197	0.738132
PGD	SORL1	0.745865	0.738319
PCNP	MPND	0.745999	0.738376
PITRM1	UBXN6	0.746424	0.738468
HYOU1	MTFR1L	0.746844	0.738603
VPS26A	BTBD1	0.747219	0.738994
USP47	SLC30A5	0.748225	0.739427
LYPLA1	IL13RA1	0.750532	0.739639
TSG101	PLXDC2	0.750717	0.739716
ACSL4	SPAG7	0.751376	0.739791
NCLN	TSPAN31	0.751651	0.739846
DYNC1I2	NPHS2	0.751753	0.739885
ACOT9	SMU1	0.752071	0.739993
TRAPPC3	NELFB	0.752538	0.74023
SRP72	RAB24	0.753331	0.740325
TM9SF1	MAPKAP1	0.753746	0.740401
THRAP3	EID1	0.754227	0.740427
TMED7	LGALS8	0.754419	0.740706
USP4	RAP1GAP	0.754741	0.741166
ATG3	NRBP1	0.755178	0.741256
AEBP1	FBXO21	0.755481	0.741292
CUTA	CCNL2	0.755485	0.741322
UROD	ITCH	0.755788	0.741595
COPG1	RFK	0.756808	0.741995
CDHR2	SSU72	0.756851	0.742196
PNPO	LSM4	0.756875	0.742363
NUDT9	TMEM256	0.757125	0.742381
CDC42BPB	MFSD1	0.758133	0.742494
PSME1	MRPL4	0.758568	0.742543
NMT1	MTSS1	0.758665	0.742685
SLC25A20	EMC2	0.758773	0.742874
COMMD9	CHUK	0.759005	0.743283
HUWE1	EIF2B5	0.759024	0.743659
ANXA4	CALCOCO1	0.759125	0.743707
SCAMP3	LDB1	0.75948	0.743778
BCKDK	RAPGEF3	0.759913	0.743867
AFMID	CDS1	0.760596	0.744071
MATR3	HMOX2	0.760654	0.744157
EIF3D	TNKS2	0.761004	0.744235
DPP4	HAX1	0.761004	0.74432
IST1	CLTB	0.76124	0.744354
GRB2	SMPD1	0.761538	0.744714
GNA11	LARP4B	0.761556	0.744776
PLS3	SRSF9	0.761644	0.745351
STT3A	B4GALT1	0.761997	0.745385
HP1BP3	CCSER2	0.762257	0.745718
HNRNPDL	MRPL9	0.762353	0.745727
PITPNB	YTHDF3	0.762892	0.745955
PFN2	NACC1	0.763116	0.746125
TOMM70	SNRK	0.763426	0.746175
PITPNA	RNF181	0.763898	0.746191
CFDP1	NFYC	0.764043	0.746466
DPYD	TNS3	0.764316	0.746505
GOSR2	MRPL16	0.764374	0.746825
API5	CUL4A	0.764688	0.746829
PSMD14	CLK1	0.764706	0.747169
APOO	NEK7	0.76489	0.747261
VPS29	YKT6	0.765345	0.747394
SDR39U1	SLC25A34	0.765354	0.747474
PFKM	CDC123	0.765668	0.747624
SUPT5H	HIF1A	0.766664	0.747635
FLII	SLC15A2	0.766673	0.747939
ITGAV	ARHGEF28	0.766758	0.748336
ANXA2	NXF1	0.766875	0.748419
BPNT1	DUS1L	0.767227	0.748615
ENSA	COG4	0.767239	0.748671
SSB	TOB2	0.767938	0.748744
PPP2R5A	SEMA3G	0.768171	0.748747
COPS7A	AKT2	0.768674	0.7489
G3BP1	TINAGL1	0.768812	0.749354
PLBD2	LENG8	0.768987	0.749596
FLOT2	RNF115	0.769368	0.749903
USP9X	PJA2	0.769867	0.750211
KIF5B	PNRC1	0.770178	0.750223
ADAM10	UBXN2A	0.770905	0.751163
RANBP2	PDK4	0.771009	0.751416
STOML2	CIAO1	0.771191	0.751748
DMTN	EMC4	0.771343	0.752202
DPP7	UBR5	0.771399	0.752229
DEK	MAN2A1	0.771507	0.752265
OSBPL1A	AFTPH	0.771806	0.752617
BLMH	AGPAT1	0.771937	0.752836
GLRX5	FXR2	0.772042	0.753139
LIMA1	GGNBP2	0.772145	0.753155
CLIC5	HBP1	0.772461	0.75319
COMMD3	SLC9A8	0.772736	0.753247
ARL6IP5	CLRN3	0.772993	0.753281
TWF1	DIO1	0.77326	0.753594
GPT2	SCNN1G	0.773505	0.753818
SSR4	VPS41	0.773817	0.753901
DECR2	MRPL52	0.773944	0.753964
IPO5	UBE2Z	0.773993	0.754658
EIF4A3	SCNN1B	0.774002	0.754744
GNPDA1	NEU1	0.774007	0.754889
TBCA	CUX1	0.774046	0.754964
SEC23B	ZDHHC9	0.774809	0.755171
ALDH5A1	AKT1S1	0.774881	0.755652
GSTA4	MRPL27	0.775588	0.755693
MAVS	ROGDI	0.776079	0.756153
ZC3H15	SRSF11	0.776238	0.756879
PSMC2	DNAJB6	0.776328	0.756883
TXNL1	LMBRD1	0.777014	0.757072
GALK1	WAC	0.777379	0.757787
MRPL38	ANKRD40	0.77744	0.757806
DDX6	CCDC6	0.778023	0.75806
ABHD5	RNF130	0.778155	0.7584
CLYBL	IFRD2	0.778686	0.758986
NSFL1C	UBR3	0.778882	0.759168
AP2B1	AKTIP	0.778945	0.75953
VAT1	ATN1	0.778976	0.760078
MACROD1	RHOQ	0.779583	0.760151
PSMA5	RNF44	0.780138	0.76048
ARHGAP1	CYB561	0.780207	0.760737
VPS4A	FAM168B	0.780538	0.761025
NDUFB5	RALBP1	0.781108	0.761212
WBP1L	SIGIRR	0.781527	0.761687
CSAD	NDEL1	0.781616	0.762125
PPP1R1A	SREBF2	0.781763	0.762375
ERGIC1	CRTAP	0.781824	0.762603
COTL1	TRIM8	0.781973	0.763082
GPHN	DRAM2	0.78221	0.763195
GORASP2	CYS1	0.782288	0.763476
IARS2	AMOTL2	0.782477	0.763842
MAPT	MRPL10	0.783149	0.763998
CCDC47	ZFYVE21	0.783243	0.764089
NUMA1	TIMM17A	0.783535	0.764135
FUS	PAQR5	0.783728	0.764481
NPLOC4	ABHD17C	0.783742	0.76458
USP24	PPP3R1	0.784496	0.764966
FBLN5	IGF1R	0.784827	0.765012
PSMD11	TYSND1	0.784878	0.765459
HEBP1	ETNK1	0.785042	0.765727
L2HGDH	POLR2F	0.785284	0.76578
U2AF1	FZD1	0.785427	0.766133
PARVA	UBTF	0.785573	0.766437
PAFAH1B1	KLHDC10	0.785639	0.766654
AUH	TP53INP2	0.785834	0.766712
ANXA6	TRAF4	0.7864	0.766892
SERPING1	KLF9	0.787514	0.7678
PPP1CB	EGLN2	0.787714	0.767859
RAB11FIP5	YWHAH	0.787779	0.768072
RMDN3	NAA50	0.787794	0.768391
TPM1	OXA1L	0.7881	0.768463
NAMPT	GPAA1	0.788778	0.768901
OSBPL8	PTDSS2	0.788909	0.769022
ACP1	LLGL2	0.788972	0.769247
OSBP	MAGT1	0.789216	0.76929
SRP68	MAN1A1	0.789659	0.769708
DHX15	SCYL1	0.790165	0.770196
ACSF3	PPP1R16B	0.790614	0.771143
RDH16	BSCL2	0.790701	0.771192
BANF1	SGPP1	0.79079	0.771483
ARL8B	ASB13	0.791195	0.771623
PPA1	PLD3	0.791537	0.771692
PCOLCE	LARS2	0.791656	0.771745
CPPED1	DVL1	0.791764	0.772447
DDX39B	TAGLN	0.792626	0.772634
YWHAG	NF2	0.793296	0.773358
ACAD8	DHRS3	0.793538	0.773949
SMARCC2	EHMT2	0.793568	0.774243
AP2S1	NDST1	0.793684	0.774249
RBBP4	CPEB4	0.793824	0.774362
SAR1A	SLC35F5	0.793842	0.774439
CPN1	MINK1	0.793898	0.77447
XPNPEP1	ANAPC13	0.793993	0.774492
PALM	APH1A	0.794632	0.774825
CPOX	RRAGA	0.794823	0.77484
EIF6	NUS1	0.794842	0.77502
MECR	CLDN8	0.794845	0.775123
NPEPL1	PLAT	0.795127	0.775265
SIRT2	GPBP1L1	0.795364	0.775613
ATP6V1C1	RNF167	0.795399	0.775986
PPA2	IGSF11	0.795902	0.776108
ATP6V1H	SLC30A9	0.796048	0.776153
UAP1L1	POLR2E	0.796051	0.77632
TOM1L2	TRIM44	0.796283	0.776351
TPD52	TRIP6	0.796308	0.776972
CAPN2	ZNF503	0.796842	0.777052
SERBP1	LTBR	0.796989	0.777448
AP1S1	HMGCS1	0.797225	0.777926
TIMM50	TMCO1	0.797903	0.778225
DNAJC13	DGKZ	0.798131	0.778439
HNRNPUL1	MTUS1	0.798525	0.778657
PPP5C	GOLGA4	0.799353	0.779567
PSMB3	TSPAN1	0.799495	0.779666
USO1	HIPK3	0.799527	0.779709
CD9	GPM6A	0.799833	0.779857
CDC37	DUSP1	0.799864	0.779947
CNPY2	MBD2	0.800025	0.780041
GLO1	CMIP	0.800027	0.780601
MFF	WDTC1	0.800111	0.780603
H1-0	CXCL12	0.800183	0.780733
NAP1L4	TRAK2	0.800931	0.781306
SNRNP70	POLR2B	0.800959	0.781586
SGTA	YIF1A	0.80108	0.781612
PMPCA	SURF1	0.801164	0.781778
SEC24C	UBL3	0.801713	0.781843
BCKDHB	KRTCAP2	0.802202	0.782476
BCAT2	ABCF1	0.802341	0.782584
AP3D1	RPL7L1	0.802668	0.783065
STXBP2	MORF4L2	0.803196	0.783467
CSTB	NCAPH2	0.803535	0.783848
MPRIP	PPIC	0.803789	0.783908
CAB39	AZIN1	0.8038	0.784114
USP5	PAIP1	0.803947	0.784143
MYO18A	PRKCZ	0.804109	0.784602
USP7	ALKBH5	0.80415	0.784716
AMT	LRRC19	0.80455	0.784813
PDK3	EIF4G3	0.804556	0.784825
CDV3	SLC25A23	0.805137	0.785334
DAD1	PDE8A	0.805153	0.786976
TOLLIP	S100A1	0.805563	0.787527
LRRC59	RNPEPL1	0.805771	0.787589
AP1G1	TMEM9B	0.806056	0.788205
RAD23B	SCAND1	0.806223	0.78845
PDCD6	ZMIZ2	0.806252	0.788571
PSMB2	SFT2D2	0.80629	0.78882
SF1	KLF15	0.806695	0.789301
PA2G4	VEGFB	0.806776	0.789612
GNAI3	XPOT	0.806851	0.790028
FERMT2	CCNY	0.806894	0.790109
CAPZA2	GET4	0.806931	0.791401
GLMP	FAM20B	0.807093	0.791585
PDXDC1	RABGGTB	0.807116	0.791827
COPS2	CSNK1G2	0.80728	0.791978
VDAC3	CTDNEP1	0.807409	0.791996
PSMA3	ARRDC3	0.807518	0.792699
PAPSS1	KIFC3	0.807658	0.79281
VIL1	BAP1	0.808158	0.792865
DBNL	ALAS1	0.808802	0.793509
TRIM28	SLC39A1	0.809395	0.793854
DLAT	CRIM1	0.809743	0.7945
LMAN1	AGA	0.810002	0.794697
AGPAT2	BICC1	0.810004	0.79484
CLIC1	USP19	0.810106	0.795158
WASL	CD82	0.810235	0.795338
OTUB1	LPCAT3	0.810243	0.795562
COPZ1	ZNF106	0.810368	0.796149
IPO7	MAEA	0.810389	0.796446
CPD	NTN4	0.810588	0.797222
AFG3L2	MGST1	0.810792	0.797269
PIGT	HOOK2	0.810852	0.797312
PSMA6	SNX29	0.810917	0.797442
IGF2R	MMADHC	0.810952	0.797844
RAB6A	KCNJ1	0.811051	0.798208
MRPL20	USF2	0.811057	0.798544
SUGCT	HNRNPA0	0.811457	0.79864
CLINT1	TSPO	0.811584	0.79873
ERP44	DHCR24	0.812067	0.79936
PPM1B	RNF13	0.81256	0.799465
VAPB	VTI1B	0.812708	0.799475
SACM1L	GDE1	0.813015	0.799531
PSMD7	TRAPPC2L	0.81315	0.799929
DNM2	AS3MT	0.813403	0.800468
NDUFB6	IL6ST	0.813657	0.800641
PSMD6	PBXIP1	0.813781	0.800742
RNF114	TMEM106B	0.813947	0.800885
NPTN	BRD2	0.813967	0.80141
SNRNP200	PERP	0.81505	0.801438
HNRNPM	PHLDB2	0.815142	0.801498
OPLAH	NCOR1	0.815262	0.80163
RAB18	ITGB8	0.815283	0.801682
ANXA11	TRPC4AP	0.815556	0.801958
NPC2	PPP6R3	0.815771	0.802081
PSMC6	MAZ	0.815856	0.802191
CUL3	DRAP1	0.816218	0.802582
RTCB	STUB1	0.816398	0.803429
HGS	RMND5A	0.816662	0.803467
CLPP	BHMT2	0.816995	0.80349
TNPO1	ZFP36L2	0.817086	0.803499
FAHD2A	OGT	0.817159	0.80355
LARP1	CD36	0.81736	0.804408
GSTO1	TMEM50A	0.817915	0.804622
LRRK2	ADAM9	0.817941	0.805199
KPNB1	MTURN	0.817955	0.80547
PEX19	HECTD1	0.818132	0.805513
CLIC4	SLC12A7	0.818289	0.805694
NDUFB4	PRRC2A	0.818478	0.80574
MCEE	NR1D2	0.81882	0.805775
CRK	SUMF1	0.819164	0.805872
ACOX2	CSNK1D	0.819351	0.806069
FHL1	CTSF	0.819537	0.807135
PDXK	ARHGAP24	0.819803	0.807291
ASPA	ELOVL1	0.819946	0.80767
ETHE1	ZFAND3	0.819984	0.807761
TMSB10	ZC3H7B	0.820234	0.807858
DHX9	BCAR1	0.820479	0.808598
HEXA	LAMTOR2	0.820513	0.808732
PSMC4	TRIP12	0.820785	0.80927
LAMTOR1	UBE3B	0.820843	0.809414
TIMM13	DERL1	0.820994	0.809703
GCLM	TP53BP2	0.821078	0.809948
RAP1B	CLSTN1	0.821156	0.810006
UBXN4	CITED2	0.821354	0.810168
SBDS	PIP4K2C	0.822031	0.810347
NIT1	MAP1LC3A	0.822414	0.811339
PFDN1	CPE	0.82267	0.811723
FLNB	WWTR1	0.822866	0.812051
GLRX3	TPCN1	0.823249	0.812107
NAPA	NR1H2	0.823767	0.812198
HNRNPC	NFIC	0.824259	0.81224
CALU	PAM	0.824275	0.812318
ARFGEF1	PTP4A2	0.824338	0.812389
RAD23A	TNFRSF21	0.824556	0.812611
TXNDC5	SON	0.824678	0.812897
LAMB1	CDK16	0.825348	0.813564
DCTN1	CHMP5	0.825632	0.813592
SNRPB	GABARAPL2	0.82586	0.814216
MFGE8	DCAF11	0.826772	0.814391
CMPK1	CUL1	0.826897	0.814738
GRPEL1	FMO5	0.827302	0.814806
RAB14	TRPV4	0.827942	0.815056
TPM4	YPEL3	0.828239	0.815778
WDR1	ZFP36L1	0.828712	0.816167
SPG7	ATXN7L3B	0.828743	0.8165
PPP2CA	PUM2	0.829827	0.816518
SFPQ	ATRAID	0.829968	0.817173
PNP	PPP2CB	0.82997	0.818211
RRBP1	PPP6R1	0.829998	0.818453
NDUFS4	TEX2	0.83002	0.818544
LRPPRC	COL4A4	0.830449	0.818743
EEF1D	SLC43A2	0.83068	0.818968
CLPX	SLC13A1	0.831316	0.819302
LAD1	ZDHHC5	0.831397	0.819516
PSMD1	HS6ST1	0.831513	0.820462
PUF60	SRRM2	0.831814	0.820616
TTC38	FZD4	0.832082	0.821181
DBT	AZGP1	0.832113	0.82126
ANP32A	TRAM1	0.832542	0.821666
NDUFAB1	NDUFC1	0.832577	0.821784
PSMD12	GAK	0.832966	0.822032
SUMO2	SLC1A1	0.833244	0.82463
DYNC1H1	ABHD16A	0.83396	0.824777
AGXT2	WSB2	0.834128	0.825052
NDUFA2	LGR4	0.834227	0.825313
GLYCTK	CENPB	0.83438	0.825555
CYP27A1	SLC2A2	0.834625	0.826227
SH3BGRL3	GRSF1	0.834771	0.826235
TMED9	FDX1	0.835031	0.826538
SCRN2	SPINT1	0.835182	0.826686
RAB10	YME1L1	0.835398	0.826932
STT3B	BABAM1	0.835608	0.827468
MSRA	SMARCA2	0.835901	0.827582
GALM	CSNK1A1	0.836087	0.828025
SNX1	CCDC107	0.836737	0.828282
PXN	COL4A3	0.83676	0.828692
FAM151A	CCS	0.836817	0.828916
NDUFA7	LZTR1	0.836909	0.82898
COA3	AACS	0.836922	0.829074
ACAD9	ARHGEF12	0.83719	0.829495
