a_cortex	a_med	c_cortex	c_med	n_cortex	n_med
0.72444	0.58157	0.93453	0.83358	0.77519	0.69768
0.48212	0.41431	0.85154	0.70114	0.56617	0.59091
0.39891	0.99632	0.75489	0.75224	0.52843	1.32447
0.31758	0.74727	0.76026	0.79811	0.41773	0.9363
0.49226	1.16016	0.87438	0.77048	0.56298	1.50576
0.56368	0.56294	0.88242	0.83556	0.63879	0.67373
0.65152	1.04696	0.87086	0.79805	0.74813	1.31189
0.8872	0.94908	0.79844	0.62063	1.11117	1.52921
0.3119	0.77376	0.77679	0.80975	0.40152	0.95555
0.44351	0.68548	0.85023	0.85515	0.52164	0.80159
0.66258	0.94501	0.84064	0.74175	0.78818	1.27402
0.55209	1.0513	0.89269	0.74667	0.61845	1.40798
0.63811	1.16858	0.94971	0.77956	0.67189	1.49902
0.5041	0.80504	0.8801	0.75671	0.57278	1.06387
0.65741	0.92585	0.94363	0.84412	0.69668	1.09683
0.35875	0.83152	0.77217	0.73147	0.46461	1.13679
0.68767	1.20806	0.93986	0.77673	0.73167	1.55531
0.60263	1.3396	0.93117	0.7792	0.64717	1.7192
0.63753	0.98708	0.92396	0.82616	0.68999	1.19477
0.54201	1.1213	0.91708	0.8099	0.59102	1.38449
0.5139	1.02437	0.80692	0.82083	0.63687	1.24796
0.75347	1.21436	0.81497	0.57994	0.92453	2.09394
0.62268	1.05693	0.82525	0.6887	0.75453	1.53469
0.81892	0.78492	0.93346	0.8273	0.87729	0.94878
0.95535	1.32931	0.92396	0.70887	1.03397	1.87526
0.51799	1.08891	0.85108	0.76476	0.60863	1.42386
0.45581	1.28902	0.83262	0.76157	0.54744	1.69258
0.81605	1.39661	0.87805	0.67905	0.92939	2.05672
0.77544	0.47718	0.91018	0.64101	0.85197	0.74442
0.65064	0.88944	0.90056	0.84452	0.72249	1.05319
0.58259	0.93551	0.87084	0.78713	0.669	1.18852
0.75964	0.90234	0.90306	0.74301	0.84118	1.21444
0.43896	1.15757	0.88464	0.7925	0.4962	1.46066
0.43178	1.02636	0.78662	0.72424	0.5489	1.41715
0.96709	1.13005	0.94529	0.7704	1.02307	1.46684
0.43352	0.76936	0.8467	0.81575	0.51201	0.94314
0.54264	1.08837	0.7757	0.70569	0.69955	1.54228
0.55048	1.02903	0.88638	0.73857	0.62104	1.39326
0.66915	1.30653	0.88646	0.77713	0.75485	1.68124
0.56728	1.20265	0.87253	0.74567	0.65015	1.61283
0.51207	0.73036	0.77393	0.67287	0.66164	1.08545
0.71041	1.5351	0.88922	0.70543	0.79891	2.17612
0.38479	0.86066	0.66705	0.74989	0.57685	1.14771
0.78888	1.29559	0.75534	0.65393	1.0444	1.98124
0.46689	0.7589	0.83269	0.67627	0.5607	1.1222
0.44627	1.1784	0.72826	0.61889	0.61279	1.90406
0.54749	0.88327	0.93602	0.83174	0.58491	1.06196
0.78012	1.11513	0.91044	0.73597	0.85686	1.51518
0.44419	0.56782	0.90564	0.79194	0.49047	0.717
0.32511	1.19896	0.62921	0.76547	0.5167	1.5663
0.67244	1.10077	0.94352	0.81017	0.71269	1.3587
0.45929	1.13705	0.75577	0.71707	0.6077	1.58568
0.65211	0.93324	0.84099	0.73573	0.77541	1.26844
0.82732	1.20251	0.92736	0.84214	0.89213	1.42793
0.7108	1.02562	0.86504	0.69451	0.8217	1.47674
0.21899	0.95383	0.52531	0.76632	0.41687	1.24469
0.61919	1.05351	0.82712	0.61784	0.7486	1.70515
0.61294	0.89106	0.89401	0.80811	0.68561	1.10266
0.50517	0.91369	0.82716	0.782	0.61073	1.16839
0.58918	1.04125	0.94037	0.82499	0.62654	1.26214
0.22702	0.6583	0.66525	0.76965	0.34126	0.85532
0.79152	0.94328	0.87588	0.82068	0.90368	1.14938
0.66674	0.73156	0.92916	0.8492	0.71756	0.86147
0.50773	1.05587	0.87504	0.74389	0.58023	1.41939
0.53054	1.10525	0.94542	0.83308	0.56117	1.3267
0.75621	0.71942	0.91419	0.83213	0.82719	0.86455
0.5611	1.15197	0.77186	0.67204	0.72695	1.71414
0.41177	0.87221	0.84993	0.78502	0.48448	1.11107
0.58755	1.06042	0.92618	0.75642	0.63438	1.40188
0.15848	0.8611	0.55826	0.79293	0.28388	1.08597
0.46523	0.919	0.82295	0.78573	0.56532	1.16961
0.46506	0.95013	0.81973	0.72355	0.56733	1.31317
0.56907	1.15959	0.81662	0.7051	0.69686	1.64458
0.41323	1.00897	0.77587	0.74681	0.5326	1.35104
0.3139	1.02128	0.62525	0.58178	0.50203	1.75544
0.62605	1.0664	0.769	0.62413	0.81411	1.70861
0.29732	1.1004	0.66095	0.73507	0.44983	1.497
0.54153	0.75445	0.87524	0.84321	0.61872	0.89473
0.36093	0.56016	0.76761	0.73501	0.4702	0.76211
0.37537	0.57875	0.82788	0.85593	0.45341	0.67616
0.4473	1.22625	0.82815	0.7047	0.54012	1.7401
0.73875	0.50569	0.86262	0.75624	0.85641	0.66869
0.55554	1.09745	0.82253	0.70789	0.6754	1.55031
0.4059	0.8903	0.75104	0.69574	0.54046	1.27965
0.58867	0.97616	0.90078	0.86077	0.65351	1.13405
0.34448	1.16667	0.73059	0.74396	0.47151	1.56819
0.19227	0.69873	0.49962	0.75656	0.38483	0.92357
0.54839	1.30232	0.83571	0.78026	0.6562	1.66908
0.47343	0.9692	0.88396	0.79371	0.53559	1.2211
0.73914	0.83018	0.93567	0.79828	0.78996	1.03996
0.46001	0.91834	0.89699	0.85617	0.51283	1.07261
0.61554	0.49407	0.90142	0.76927	0.68286	0.64226
0.52978	1.34592	0.88645	0.72511	0.59764	1.85615
0.59011	0.95527	0.87364	0.7873	0.67546	1.21335
0.44901	0.7583	0.77384	0.70302	0.58024	1.07864
0.50495	0.96202	0.7746	0.6363	0.65189	1.5119
0.70952	0.84288	0.87089	0.75849	0.81471	1.11126
0.54004	0.93092	0.93887	0.78432	0.57521	1.18691
0.46949	0.80612	0.8756	0.82123	0.5362	0.98161
0.76841	1.08413	0.93982	0.74454	0.81761	1.45612
0.85904	0.7648	0.95602	0.80324	0.89856	0.95214
0.32081	0.61344	0.67071	0.75028	0.47832	0.81761
0.7486	1.22765	0.80576	0.68971	0.92906	1.77994
0.76879	1.27599	0.88994	0.73892	0.86387	1.72682
0.83024	1.14107	0.93628	0.74014	0.88673	1.5417
0.50866	1.04832	0.85922	0.78331	0.592	1.33832
0.45192	1.23975	0.72831	0.67565	0.6205	1.83491
0.46766	1.23869	0.86257	0.7553	0.54218	1.64
0.71096	1.3644	0.87508	0.75965	0.81246	1.79608
0.39718	1.14578	0.73906	0.77967	0.53741	1.46957
0.44921	1.17206	0.84945	0.76377	0.52883	1.53458
0.3916	0.7838	0.81033	0.79121	0.48326	0.99063
0.12577	1.13806	0.23569	0.56821	0.5336	2.00288
0.52035	0.75428	0.93388	0.83023	0.55719	0.90852
0.55494	0.87825	0.88445	0.74807	0.62744	1.17401
0.33121	0.92116	0.65498	0.72854	0.50568	1.26439
0.59274	0.81336	0.85496	0.82676	0.6933	0.98379
0.62456	0.83622	0.91786	0.79841	0.68045	1.04736
0.70428	0.87795	0.91244	0.80614	0.77186	1.08907
0.46937	0.67666	0.68721	0.65169	0.68301	1.03833
0.64035	0.28119	0.7775	0.37336	0.82361	0.75313
0.60786	0.88488	0.89633	0.7704	0.67816	1.14861
0.61038	1.06378	0.79389	0.6811	0.76885	1.56186
0.35078	0.70303	0.82392	0.84227	0.42574	0.83468
0.63378	1.01396	0.92662	0.79678	0.68396	1.27258
0.47451	0.94015	0.89667	0.74368	0.52919	1.26419
0.2708	1.04271	0.53588	0.64307	0.50534	1.62145
1.02987	0.93142	0.82562	0.69533	1.24739	1.33954
0.94897	0.75963	0.94203	0.82738	1.00736	0.91812
0.45775	0.85397	0.82659	0.71657	0.55377	1.19174
0.35503	1.00375	0.7444	0.81887	0.47693	1.22577
0.35459	0.95189	0.85981	0.83973	0.4124	1.13356
0.54685	0.83774	0.70541	0.65361	0.77523	1.28171
0.54912	1.15589	0.85978	0.79584	0.63868	1.45241
0.50323	0.62429	0.92317	0.81452	0.54511	0.76645
0.53324	1.11145	0.86786	0.75153	0.61444	1.47891
0.52377	1.1067	0.86595	0.79881	0.60486	1.38543
0.58893	0.62516	0.93709	0.79112	0.62847	0.79022
0.60532	1.23687	0.95437	0.78357	0.63427	1.5785
0.40021	0.54402	0.88946	0.79947	0.44995	0.68047
0.20166	0.75777	0.56002	0.71945	0.3601	1.05327
0.28549	1.05229	0.65225	0.72904	0.4377	1.4434
0.26244	1.53827	0.55649	0.62325	0.4716	2.46813
0.60936	0.72709	0.89199	0.76456	0.68315	0.95099
0.4821	0.91994	0.67893	0.61168	0.71009	1.50395
0.65002	0.86597	0.94317	0.8594	0.68919	1.00765
0.32566	1.09002	0.68761	0.41446	0.47362	2.63001
0.35052	1.16335	0.65833	0.69304	0.53244	1.67862
0.6434	1.17802	0.72114	0.6397	0.8922	1.84151
0.4936	0.49788	0.88233	0.74345	0.55943	0.66968
0.21087	0.86028	0.47444	0.72031	0.44447	1.19432
0.21447	0.51722	0.55725	0.83352	0.38488	0.62052
0.66595	1.10353	0.87089	0.71515	0.76468	1.54308
0.20846	0.61919	0.50672	0.75995	0.41139	0.81477
0.37912	0.44505	0.82562	0.80472	0.4592	0.55305
0.06329	0.63441	0.16918	0.71698	0.37408	0.88484
0.79672	1.34731	0.83983	0.69936	0.94867	1.92649
0.69523	1.06128	0.74803	0.56833	0.92942	1.86736
0.71873	0.76549	0.84929	0.71203	0.84627	1.07508
0.45322	0.7807	0.87994	0.80906	0.51506	0.96495
0.39048	1.047	0.74477	0.70095	0.5243	1.49368
0.29957	0.8852	0.7393	0.76149	0.40521	1.16247
0.78103	1.32453	0.74662	0.6881	1.04609	1.92491
0.61308	1.33209	0.9134	0.7973	0.67121	1.67075
0.46308	1.24069	0.8016	0.68483	0.5777	1.81167
0.7793	0.75305	0.94518	0.74783	0.8245	1.00699
0.54041	1.10304	0.84558	0.7853	0.6391	1.40461
0.50212	0.69331	0.83621	0.7531	0.60047	0.92061
0.86207	0.51538	0.91078	0.82079	0.94652	0.62791
0.66289	1.3186	0.85573	0.70014	0.77466	1.88334
0.543	0.81437	0.93338	0.85612	0.58176	0.95124
0.46237	0.83846	0.8376	0.6855	0.55201	1.22313
0.58066	1.09401	0.67773	0.49352	0.85677	2.21675
0.4413	1.284	0.81363	0.70944	0.54239	1.80987
0.29832	0.99309	0.76044	0.80812	0.3923	1.2289
0.74151	0.67153	0.92697	0.81841	0.79993	0.82053
0.62579	1.1528	0.89911	0.73682	0.69602	1.56455
0.78166	1.03249	0.84853	0.74304	0.92119	1.38956
0.68332	0.82328	0.93533	0.81145	0.73057	1.01458
0.50624	1.09157	0.86554	0.7439	0.58488	1.46735
0.3623	1.04359	0.69207	0.77562	0.5235	1.34549
0.50322	0.82603	0.70501	0.72063	0.71378	1.14626
0.8892	1.43576	0.84109	0.60738	1.0572	2.36385
0.2552	1.17096	0.54588	0.65349	0.46749	1.79185
0.2775	0.8727	0.56092	0.44975	0.49472	1.94042
0.39629	0.96911	0.75847	0.7781	0.52248	1.24548
0.50086	0.97641	0.76971	0.57708	0.65072	1.692
0.42277	0.85058	0.77055	0.68617	0.54866	1.2396
0.43035	1.32065	0.78912	0.51021	0.54535	2.58844
0.38925	0.72295	0.7327	0.74085	0.53126	0.97583
0.49002	0.84393	0.85997	0.71877	0.56981	1.17413
0.3846	0.78739	0.79203	0.74185	0.48559	1.06138
0.57423	0.93973	0.84189	0.72428	0.68207	1.29747
0.59736	1.35829	0.8779	0.71702	0.68044	1.89436
0.76404	0.90799	0.87638	0.74732	0.87181	1.21499
0.34002	0.84545	0.75007	0.76167	0.45332	1.10999
0.67034	1.22229	0.75738	0.63107	0.88508	1.93685
0.53713	1.25751	0.80344	0.61637	0.66853	2.0402
0.44506	0.53651	0.8284	0.83022	0.53726	0.64622
0.72968	0.5189	0.93007	0.76395	0.78455	0.67923
0.40223	0.91002	0.74954	0.71498	0.53664	1.27279
0.29929	0.87463	0.63307	0.73806	0.47277	1.18504
0.49372	0.68838	0.78254	0.76587	0.63092	0.89882
0.33093	0.85679	0.67708	0.71592	0.48876	1.19676
0.7701	1.12763	0.87126	0.74212	0.88389	1.51948
0.5438	1.26168	0.90489	0.6864	0.60096	1.8381
0.29731	0.85532	0.75089	0.83912	0.39594	1.01931
0.57705	1.4178	0.72413	0.65674	0.79689	2.15884
0.4675	0.99486	0.88061	0.77167	0.53089	1.28923
0.6592	1.12366	0.75267	0.51274	0.87581	2.19146
0.24596	0.68191	0.52463	0.66299	0.46882	1.02854
0.68028	1.319	0.92184	0.75953	0.73796	1.73661
0.61424	0.7588	0.93744	0.83613	0.65524	0.90752
0.61464	1.32354	0.90419	0.75871	0.67977	1.74447
0.40691	1.24362	0.78785	0.74606	0.51648	1.66691
0.67303	1.3205	0.85295	0.74783	0.78906	1.76578
0.50411	0.70026	0.84557	0.8623	0.59618	0.81208
0.67216	1.02912	0.90654	0.79584	0.74145	1.29313
0.41851	1.06455	0.88984	0.74405	0.47032	1.43075
0.56038	0.9147	0.84437	0.77317	0.66367	1.18305
0.57236	1.06303	0.85389	0.76438	0.67029	1.39071
0.74693	0.89354	0.8765	0.79737	0.85218	1.12061
0.59482	0.8708	0.88772	0.74672	0.67005	1.16616
0.41802	1.12321	0.76993	0.70667	0.54294	1.58945
0.32107	0.75199	0.83396	0.81004	0.385	0.92834
0.65274	1.20034	0.95569	0.76332	0.683	1.57252
0.58722	0.78111	0.90346	0.80558	0.64996	0.96963
0.54822	1.14649	0.88848	0.75909	0.61703	1.51034
0.09782	1.06493	0.13676	0.52033	0.71528	2.04666
0.79765	1.24875	0.84583	0.61881	0.94304	2.018
0.66519	0.98396	0.8877	0.73498	0.74934	1.33875
0.52432	0.81287	0.88459	0.78334	0.59273	1.03769
0.51094	0.8587	0.66018	0.42741	0.77393	2.00907
0.25541	1.16405	0.62646	0.68237	0.4077	1.70589
0.36051	1.117	0.6962	0.70514	0.51783	1.58409
0.7093	1.22829	0.82012	0.69199	0.86488	1.77501
0.62605	0.8373	0.93962	0.81466	0.66629	1.02779
0.42788	0.84431	0.81304	0.81795	0.52627	1.03222
0.85979	0.85322	0.93524	0.86706	0.91932	0.98404
0.75507	0.70206	0.90867	0.8077	0.83097	0.86921
0.66404	1.13374	0.76874	0.68897	0.8638	1.64557
0.82902	1.102	0.87287	0.76591	0.94976	1.43881
0.69561	0.9012	0.84307	0.78065	0.82509	1.15442
0.57856	0.70706	0.82214	0.71897	0.70373	0.98343
0.30382	1.00763	0.65316	0.62528	0.46515	1.61148
0.44898	0.6595	0.85408	0.75695	0.52569	0.87126
1.08695	0.7343	0.93321	0.80352	1.16474	0.91386
0.40494	1.06619	0.8551	0.81287	0.47356	1.31163
0.33371	0.8167	0.81354	0.78605	0.4102	1.03899
0.43804	0.78699	0.79709	0.82596	0.54955	0.95281
0.45025	1.4715	0.88873	0.73623	0.50662	1.99871
0.21595	0.81291	0.56005	0.80697	0.3856	1.00736
0.43382	0.95491	0.88023	0.81031	0.49285	1.17845
0.69838	1.20578	0.90779	0.76695	0.76932	1.57218
0.84673	1.10636	0.91038	0.77346	0.93008	1.4304
0.41249	0.9785	0.83515	0.80893	0.4939	1.20962
0.85331	0.60833	0.91517	0.78493	0.93241	0.77501
0.79405	1.3243	0.85907	0.77938	0.92431	1.69917
0.44973	0.82464	0.88693	0.8091	0.50706	1.01921
0.67554	1.39979	0.87573	0.81136	0.77141	1.72525
0.39548	0.92888	0.83856	0.84163	0.47161	1.10367
0.61912	1.21105	0.88663	0.8079	0.69829	1.49901
0.41254	0.67736	0.81374	0.81347	0.50696	0.83267
0.40193	0.83741	0.83228	0.84721	0.48292	0.98842
0.69576	0.47239	0.97058	0.82657	0.71685	0.57151
0.34411	0.65003	0.74096	0.71405	0.46441	0.91034
0.59831	1.32256	0.89316	0.79295	0.66988	1.6679
0.71911	1.16928	0.88597	0.72866	0.81167	1.60471
0.29147	0.76671	0.78834	0.82612	0.36973	0.92809
0.32841	0.89125	0.80755	0.76211	0.40667	1.16946
0.59377	0.76126	0.88646	0.80829	0.66983	0.94182
0.46694	1.09377	0.89089	0.78476	0.52413	1.39377
0.38414	1.04512	0.85274	0.74598	0.45048	1.401
0.90006	0.95771	0.8099	0.69326	1.11132	1.38146
0.65709	1.16642	0.93419	0.79561	0.70338	1.46607
0.49064	0.8789	0.87289	0.78117	0.56209	1.12511
0.59334	0.98637	0.91867	0.76313	0.64587	1.29253
0.50749	0.85489	0.85806	0.80718	0.59144	1.05911
0.56927	0.80517	0.83087	0.79293	0.68515	1.01544
0.54215	0.64492	0.88269	0.87163	0.6142	0.73991
0.52011	0.89895	0.95236	0.76899	0.54613	1.16901
0.49752	0.40872	0.81798	0.73665	0.60823	0.55484
0.85141	1.21803	0.84407	0.65007	1.0087	1.8737
0.58703	1.28018	0.7803	0.66443	0.75232	1.92673
0.24252	1.04142	0.6388	0.74913	0.37965	1.39016
0.33262	0.64153	0.81548	0.81489	0.40788	0.78726
0.31191	1.01947	0.62198	0.68328	0.50147	1.49203
0.56578	1.16767	0.90397	0.71406	0.62588	1.63526
0.66711	0.75061	0.87784	0.7185	0.75994	1.0447
0.47697	1.38975	0.8255	0.78196	0.57779	1.77726
0.23367	0.76009	0.61666	0.65153	0.37893	1.16663
1.12264	1.38195	0.85973	0.687	1.3058	2.01156
0.38921	1.39347	0.59645	0.63566	0.65254	2.19215
0.3548	0.84605	0.81158	0.73714	0.43718	1.14775
0.54889	0.70946	0.92573	0.83432	0.59293	0.85035
0.65633	0.79724	0.86516	0.77498	0.75863	1.02872
0.42076	1.33798	0.632	0.7215	0.66575	1.85443
0.57763	1.02331	0.94734	0.77439	0.60974	1.32143
0.60279	1.36053	0.83945	0.73581	0.71807	1.84903
0.7842	0.71003	0.94038	0.84464	0.83391	0.84063
0.3637	0.94663	0.72775	0.79444	0.49977	1.19157
0.29846	1.39221	0.65404	0.71927	0.45634	1.93558
0.57239	1.10764	0.83773	0.68985	0.68326	1.60563
0.44895	1.04881	0.79872	0.67581	0.56208	1.55194
0.31105	1.13689	0.72659	0.66564	0.42809	1.70797
0.10433	0.82388	0.29487	0.8019	0.3538	1.02742
0.29635	1.0462	0.74483	0.72476	0.39787	1.44352
0.67395	1.24536	0.93751	0.7485	0.71887	1.6638
0.53687	0.89233	0.82594	0.72053	0.65001	1.23843
0.87104	1.0489	0.87788	0.668	0.99221	1.5702
0.39983	1.20419	0.67579	0.57106	0.59165	2.1087
0.23459	0.70186	0.65186	0.82885	0.35988	0.84679
0.70743	0.75431	0.90275	0.74572	0.78364	1.01152
0.56692	0.82929	0.86718	0.77681	0.65374	1.06756
0.83063	1.12895	0.93242	0.76477	0.89084	1.47621
0.74444	0.76193	0.91209	0.81379	0.81619	0.93628
0.5202	0.67437	0.66727	0.28682	0.77959	2.35124
0.54127	0.69542	0.87792	0.75307	0.61654	0.92344
0.6577	0.61524	0.92473	0.7638	0.71123	0.8055
0.49749	0.71649	0.8883	0.82941	0.56004	0.86386
0.26841	0.8243	0.51984	0.75872	0.51633	1.08644
0.58451	1.08191	0.84575	0.72114	0.69111	1.50027
0.47889	0.82303	0.86008	0.85992	0.5568	0.9571
0.50884	0.78657	0.73622	0.63463	0.69115	1.2394
0.5842	0.73555	0.77843	0.68742	0.75049	1.07001
0.52385	1.05509	0.88856	0.7815	0.58955	1.35009
0.39228	1.30986	0.74238	0.73762	0.52841	1.77578
0.49237	1.213	0.91807	0.78774	0.53631	1.53984
0.42591	0.69775	0.73012	0.84703	0.58334	0.82376
0.65508	0.77634	0.92249	0.7889	0.71012	0.98408
0.75846	1.17658	0.81767	0.69532	0.92759	1.69215
0.63752	1.18014	0.77278	0.61231	0.82497	1.92737
0.31962	1.10888	0.80804	0.78374	0.39555	1.41486
0.69605	1.06181	0.89173	0.6746	0.78057	1.574
0.92062	0.85866	0.86796	0.7578	1.06066	1.13309
0.46145	1.10124	0.81855	0.73832	0.56374	1.49155
0.37354	1.29603	0.83265	0.76152	0.44861	1.7019
0.4651	1.21	0.75375	0.72808	0.61704	1.6619
0.37186	1.2909	0.72901	0.70643	0.51009	1.82734
0.34743	0.80455	0.7972	0.74634	0.43581	1.078
0.44289	0.90699	0.85237	0.80609	0.5196	1.12517
0.15147	0.93704	0.47996	0.71652	0.31559	1.30777
0.85012	0.768	0.88895	0.77398	0.95632	0.99228
0.63661	0.96059	0.86547	0.72408	0.73557	1.32663
0.50369	1.28866	0.77651	0.72385	0.64866	1.78029
0.37987	1.00375	0.79347	0.78886	0.47875	1.27241
0.77642	1.09382	0.8563	0.73789	0.90671	1.48237
0.79711	0.98811	0.91147	0.79516	0.87453	1.24266
0.25152	0.96846	0.44356	0.75547	0.56705	1.28193
0.72134	1.32549	0.90041	0.75602	0.80112	1.75324
0.31712	0.86254	0.63349	0.62383	0.5006	1.38265
0.59481	1.00714	0.91131	0.7561	0.6527	1.33203
0.52301	0.48027	0.83178	0.691	0.62879	0.69503
0.44024	0.62809	0.85352	0.83884	0.5158	0.74876
0.43378	1.19448	0.80702	0.75214	0.53751	1.5881
0.54122	0.7822	0.83452	0.77977	0.64854	1.00312
0.63608	0.87315	0.85748	0.77129	0.7418	1.13206
0.26961	0.69493	0.66214	0.78393	0.40718	0.88648
0.57303	1.01158	0.78388	0.71785	0.73102	1.40919
0.58812	0.54282	0.91879	0.78948	0.6401	0.68757
0.34363	1.13368	0.77091	0.70837	0.44575	1.6004
1.12749	1.31632	0.89456	0.72389	1.26039	1.81839
0.58143	0.79526	0.88669	0.74387	0.65573	1.0691
0.45617	1.10574	0.9308	0.79581	0.49008	1.38945
0.46473	1.07166	0.78939	0.76244	0.58871	1.40556
0.62176	1.19524	0.88776	0.72343	0.70037	1.65218
0.22927	1.07508	0.55046	0.69161	0.41651	1.55445
1.02182	1.23979	0.87494	0.76316	1.16788	1.62456
0.69956	1.12992	0.92261	0.7943	0.75824	1.42254
0.7781	1.144	0.91001	0.74995	0.85504	1.52542
0.77105	1.24411	0.94231	0.74564	0.81825	1.6685
0.86559	1.21745	0.85912	0.64222	1.00753	1.89568
0.38069	1.05403	0.84645	0.75189	0.44976	1.40184
0.58167	1.11158	0.91503	0.79209	0.63568	1.40335
0.5258	0.94301	0.73719	0.6414	0.71325	1.47024
0.61918	1.09075	0.88276	0.73757	0.70141	1.47884
0.71937	1.22199	0.80778	0.67811	0.89056	1.80205
0.22397	0.52969	0.5739	0.74097	0.39026	0.71486
0.50177	0.91401	0.81388	0.78346	0.61651	1.16663
0.27059	0.67063	0.62719	0.85148	0.43143	0.78761
0.60681	0.97926	0.6595	0.55982	0.92011	1.74926
0.51397	1.29153	0.87552	0.80096	0.58705	1.61249
0.30892	0.82189	0.63747	0.70486	0.48461	1.16603
0.43785	0.43827	0.8147	0.68141	0.53744	0.64318
0.82919	0.92144	0.9236	0.79314	0.89778	1.16176
0.56476	1.11158	0.92542	0.77701	0.61028	1.4306
0.55444	0.66827	0.84524	0.78864	0.65595	0.84737
0.34138	0.98716	0.81606	0.74488	0.41832	1.32525
0.3244	1.18648	0.77105	0.71872	0.42072	1.65083
0.25738	0.96211	0.59721	0.71189	0.43097	1.35148
0.75009	1.09518	0.79102	0.56374	0.94826	1.94269
0.77058	1.43003	0.91858	0.67355	0.83888	2.12311
0.69602	1.34495	0.90353	0.68712	0.77033	1.95737
0.67067	1.40799	0.9283	0.70621	0.72247	1.99373
0.49595	0.83669	0.84947	0.70902	0.58384	1.18007
0.4181	1.07248	0.78614	0.75914	0.53184	1.41276
0.49519	0.57036	0.91684	0.75685	0.5401	0.75359
0.63206	1.0945	0.85195	0.73091	0.7419	1.49744
0.56651	1.14977	0.89885	0.77791	0.63027	1.47803
0.35863	0.87886	0.86897	0.83617	0.41271	1.05105
0.56141	0.48496	0.92648	0.76768	0.60597	0.63173
0.99159	1.13934	0.79524	0.65181	1.24692	1.74797
0.45605	1.00028	0.821	0.8299	0.55548	1.2053
0.52907	0.80899	0.86056	0.77964	0.6148	1.03766
0.42179	0.99151	0.78676	0.76003	0.53611	1.30456
0.76866	1.2095	0.88776	0.74951	0.86585	1.61371
0.88135	1.25316	0.90106	0.69784	0.97813	1.79578
0.46177	1.11291	0.75682	0.70213	0.61014	1.58505
0.63927	1.51567	0.74459	0.61321	0.85855	2.47169
0.43956	0.96441	0.84714	0.8173	0.51888	1.17999
0.42064	0.99907	0.82132	0.7969	0.51215	1.2537
0.66742	1.31123	0.90831	0.67817	0.7348	1.9335
0.88652	1.20374	0.88257	0.75565	1.00448	1.59298
0.81396	0.68902	0.84841	0.77026	0.95939	0.89453
0.29134	1.20355	0.73808	0.73051	0.39473	1.64756
0.45687	0.62637	0.86347	0.85757	0.52911	0.7304
0.17809	0.85374	0.54308	0.8076	0.32792	1.05713
0.39354	0.9645	0.79768	0.76946	0.49335	1.25347
0.75407	1.16646	0.77782	0.73297	0.96947	1.59141
0.65462	0.81735	0.87399	0.79902	0.749	1.02294
0.67582	1.23151	0.88914	0.70936	0.76008	1.73608
0.396	1.03825	0.7258	0.65002	0.5456	1.59726
0.73157	0.60019	0.88462	0.76419	0.82699	0.78539
0.23117	0.7891	0.58997	0.56015	0.39183	1.40874
0.66516	1.06121	0.92093	0.83256	0.72227	1.27464
0.34654	1.12167	0.67769	0.72058	0.51135	1.55662
0.70825	0.81825	0.87564	0.74706	0.80884	1.09529
0.21335	1.13035	0.43467	0.6683	0.49084	1.6914
0.3796	0.81991	0.8539	0.81429	0.44455	1.00689
0.63941	0.47632	0.9042	0.79331	0.70715	0.60043
0.33121	0.98923	0.8313	0.81228	0.39843	1.21785
0.43022	0.94058	0.816	0.80118	0.52724	1.17399
0.41533	1.05808	0.84645	0.72774	0.49067	1.45392
0.64419	1.36433	0.89358	0.77348	0.72091	1.76388
0.57461	0.86037	0.93248	0.84282	0.61622	1.02081
0.74091	0.90268	0.87633	0.77234	0.84547	1.16876
0.35573	0.69857	0.79697	0.72287	0.44635	0.96639
0.65758	0.9451	0.79853	0.65259	0.82348	1.44824
0.63851	1.26186	0.83474	0.74456	0.76492	1.69476
0.71467	1.36541	0.86533	0.66596	0.8259	2.0503
0.41075	1.03501	0.69665	0.69462	0.58961	1.49004
0.20993	0.90047	0.7014	0.78287	0.2993	1.15021
0.64343	1.13008	0.87425	0.79191	0.73598	1.42703
0.19211	1.11061	0.42812	0.67824	0.44873	1.63747
0.57037	0.84239	0.84527	0.68442	0.67477	1.23081
0.23246	0.64746	0.70091	0.80086	0.33166	0.80846
0.53363	0.81342	0.90535	0.79604	0.58942	1.02183
0.20774	0.66419	0.35243	0.77578	0.58944	0.85616
0.4447	0.57693	0.85023	0.8086	0.52303	0.7135
0.98595	1.42255	0.7943	0.62078	1.24128	2.29154
0.58264	0.80819	0.84502	0.69873	0.6895	1.15666
0.45516	1.18251	0.81835	0.80418	0.5562	1.47045
0.55107	0.91521	0.88125	0.76695	0.62533	1.19331
0.45269	0.77798	0.85062	0.8504	0.5322	0.91483
0.70968	1.12295	0.81642	0.66894	0.86925	1.6787
0.62602	1.16783	0.91182	0.81388	0.68656	1.4349
0.40048	0.57175	0.8126	0.85934	0.49284	0.66534
0.53652	1.12696	0.66437	0.49516	0.80755	2.27595
0.14356	0.68147	0.39459	0.75041	0.36383	0.90814
0.76403	1.01361	0.93847	0.74479	0.81413	1.36093
0.84528	1.37569	0.89011	0.75481	0.94964	1.82258
0.4265	1.05533	0.85016	0.77395	0.50167	1.36356
0.7197	0.80243	0.93272	0.82153	0.77162	0.97675
0.31185	0.82171	0.71922	0.76655	0.43359	1.07196
0.50867	0.96926	0.90158	0.77903	0.5642	1.24419
0.36348	0.93478	0.75018	0.78208	0.48452	1.19525
