a_cortex	a_med	c_cortex	c_med	n_cortex	n_med
0.46719	0.98772	0.82731	0.68834	0.56471	1.43494
0.88853	1.08202	0.85394	0.71878	1.04051	1.50537
0.53127	0.97705	0.80758	0.69894	0.65785	1.39791
0.34074	1.02131	0.69843	0.64729	0.48786	1.57782
0.78633	1.14383	0.78773	0.63358	0.99821	1.80536
0.39932	0.7636	0.76525	0.8046	0.52181	0.94904
0.44841	0.69029	0.8829	0.82498	0.50788	0.83674
0.74714	1.12291	0.90319	0.77252	0.82722	1.45357
0.65901	1.06613	0.80507	0.70508	0.81857	1.51207
0.538	1.03262	0.86702	0.83594	0.62051	1.23528
0.49913	1.12277	0.87333	0.749	0.57152	1.49904
0.53701	0.84279	0.87063	0.74106	0.6168	1.13727
0.78133	0.90109	0.93568	0.81441	0.83504	1.10644
0.60678	1.34022	0.93064	0.78016	0.652	1.71788
0.66918	1.37456	0.89216	0.78458	0.75006	1.75197
0.39391	1.07978	0.77892	0.75017	0.50571	1.43937
0.60245	0.89416	0.87688	0.76217	0.68704	1.17317
0.74607	1.22555	0.86473	0.75117	0.86278	1.63152
0.55305	0.53408	0.93244	0.85916	0.59312	0.62164
0.58531	1.16741	0.8352	0.69929	0.7008	1.66942
0.25891	1.29061	0.63046	0.68763	0.41066	1.87689
0.52307	0.82767	0.89186	0.83661	0.58649	0.98932
0.63612	0.70811	0.86085	0.80598	0.73894	0.87857
0.37124	1.29482	0.84389	0.72123	0.43992	1.79529
0.43474	0.94314	0.8455	0.72382	0.51418	1.303
0.51221	0.86616	0.85368	0.73762	0.6	1.17426
0.47287	0.97687	0.81408	0.76264	0.58087	1.28091
0.57744	0.72465	0.87334	0.77311	0.66118	0.93732
0.63502	1.23765	0.89231	0.76502	0.71166	1.61779
0.11522	1.1377	0.21648	0.72407	0.53223	1.57125
0.42038	0.80663	0.80259	0.73591	0.52378	1.09609
0.51685	1.13426	0.77251	0.71217	0.66906	1.59268
0.42715	1.20065	0.80416	0.66437	0.53117	1.8072
0.34909	0.79402	0.53978	0.71392	0.64671	1.1122
0.47133	1.01854	0.84318	0.73813	0.55899	1.37989
0.5552	1.10594	0.9044	0.78843	0.61388	1.40271
0.46121	0.91038	0.86394	0.81603	0.53384	1.11562
0.44624	1.17963	0.83765	0.72769	0.53272	1.62106
0.6439	1.10805	0.81423	0.68382	0.79081	1.6204
0.43365	0.43291	0.78291	0.76615	0.55389	0.56504
1.02726	1.17556	0.8687	0.65665	1.18252	1.79024
0.88242	1.44952	0.91711	0.73414	0.96217	1.97445
0.31685	0.70998	0.8014	0.74672	0.39537	0.9508
0.58517	1.1002	0.88993	0.71332	0.65754	1.54238
0.54714	0.74265	0.88139	0.82421	0.62076	0.90105
0.68976	1.13547	0.91967	0.78337	0.75001	1.44946
0.53676	1.06479	0.84841	0.7674	0.63267	1.38753
0.4135	1.01785	0.70376	0.75817	0.58756	1.34251
0.59855	0.81044	0.65013	0.47331	0.92065	1.71226
0.58321	0.83655	0.86723	0.82197	0.6725	1.01774
0.70713	0.61989	0.88998	0.72746	0.79455	0.85212
0.52537	0.91884	0.86325	0.79732	0.6086	1.15241
0.28391	1.21923	0.6912	0.62793	0.41075	1.94166
0.49563	1.07993	0.79204	0.80312	0.62577	1.34466
0.26049	0.80989	0.50851	0.67284	0.51226	1.20368
0.48192	0.97795	0.79176	0.71041	0.60867	1.3766
0.32196	0.71035	0.77373	0.77172	0.41611	0.92048
0.5881	1.19758	0.64005	0.48505	0.91884	2.469
0.60423	0.86663	0.91684	0.85247	0.65904	1.01661
0.77798	0.81054	0.91099	0.79851	0.854	1.01506
0.82509	1.1468	0.90381	0.69533	0.9129	1.64929
0.75532	0.94406	0.88896	0.78781	0.84967	1.19834
0.42724	1.13394	0.82308	0.74853	0.51907	1.51489
0.4444	0.72465	0.7001	0.69387	0.63477	1.04437
0.21587	0.89495	0.54908	0.65528	0.39315	1.36574
0.62189	0.86787	0.84166	0.69784	0.73889	1.24365
0.6787	1.00982	0.90218	0.74438	0.75229	1.3566
0.47742	1.05736	0.88886	0.70592	0.53711	1.49785
0.48799	1.15194	0.78784	0.72718	0.6194	1.58413
0.78117	1.09763	0.85081	0.76156	0.91816	1.4413
0.33714	0.95374	0.6609	0.70241	0.51012	1.3578
0.4503	0.93538	0.80595	0.72285	0.55871	1.29401
0.64941	0.87916	0.91867	0.85063	0.7069	1.03354
0.71927	1.45219	0.89423	0.73179	0.80434	1.98443
0.7698	1.2393	0.862	0.81713	0.89304	1.51665
0.43697	0.60267	0.84394	0.84291	0.51777	0.71499
0.46239	1.11691	0.82527	0.68323	0.56028	1.63474
0.79643	1.3862	0.90153	0.7307	0.88342	1.89708
0.31054	0.86008	0.6182	0.76317	0.50232	1.12699
0.45138	0.61128	0.83382	0.79137	0.54134	0.77244
0.94265	1.36427	0.78843	0.71494	1.19561	1.90822
0.61087	1.16729	0.80962	0.70037	0.75452	1.66667
0.31548	0.95015	0.72873	0.67862	0.43292	1.40012
0.55969	1.22349	0.93597	0.76805	0.59798	1.59297
0.82196	1.00294	0.89381	0.77092	0.91962	1.30097
0.52045	1.36711	0.91225	0.74604	0.57052	1.83248
0.75316	0.78102	0.85822	0.78551	0.87758	0.99429
0.86617	0.80134	0.92801	0.78219	0.93337	1.02448
0.52906	0.78667	0.84703	0.8233	0.6246	0.95551
0.98923	1.4946	0.77576	0.6559	1.27517	2.27871
0.24583	0.8971	0.59133	0.7506	0.41573	1.19518
0.59931	0.64314	0.85882	0.7811	0.69783	0.82339
0.36778	0.606	0.77457	0.82199	0.47482	0.73724
0.48088	0.9355	0.85812	0.75982	0.56039	1.2312
0.38127	0.41556	0.85635	0.81515	0.44523	0.5098
0.34512	0.75336	0.73082	0.73051	0.47224	1.03127
0.20638	0.82309	0.64551	0.82207	0.31972	1.00124
0.48411	0.54873	0.89072	0.83473	0.54351	0.65738
0.85069	1.04794	0.92453	0.7602	0.92014	1.3785
0.72546	1.20924	0.94902	0.82065	0.76443	1.47351
0.17389	0.81902	0.50716	0.62681	0.34287	1.30665
0.50019	1.11762	0.79457	0.75883	0.62951	1.47282
0.47413	0.65566	0.88031	0.8055	0.5386	0.81398
0.59112	0.77284	0.94569	0.83654	0.62507	0.92386
0.77045	1.12585	0.84307	0.74421	0.91387	1.51283
0.83653	1.46362	0.75413	0.58651	1.10927	2.49549
0.66402	0.94527	0.90641	0.77118	0.73258	1.22574
0.56978	0.68082	0.9128	0.87302	0.62421	0.77985
0.48238	0.82575	0.91905	0.79882	0.52486	1.03372
0.43037	1.13641	0.83618	0.80598	0.51469	1.40997
0.39901	0.77245	0.75876	0.8262	0.52587	0.93494
0.58751	1.01396	0.86411	0.71809	0.6799	1.41201
0.3867	0.50542	0.88552	0.86242	0.43669	0.58605
0.4486	0.89791	0.85326	0.79219	0.52575	1.13346
0.41304	1.21582	0.80487	0.72873	0.51317	1.6684
0.64853	1.10227	0.80806	0.68251	0.80257	1.61502
0.31739	1.33737	0.72505	0.66642	0.43775	2.00681
0.59562	1.0783	0.88122	0.7465	0.6759	1.44448
0.52618	0.6432	0.89777	0.86274	0.5861	0.74554
0.2857	0.94598	0.75598	0.76217	0.37792	1.24118
0.55474	1.19263	0.81112	0.7252	0.68392	1.64455
0.33349	1.13601	0.6474	0.63999	0.51512	1.77503
0.43269	1.19319	0.78739	0.65201	0.54952	1.83001
0.42367	1.23063	0.75294	0.64157	0.56269	1.91816
0.4992	0.87301	0.87075	0.79639	0.57329	1.09621
0.55999	1.01014	0.77918	0.78048	0.7187	1.29425
0.6219	0.93028	0.91638	0.8232	0.67865	1.13008
0.58575	0.81726	0.92652	0.80817	0.6322	1.01125
0.59621	0.77181	0.87964	0.76697	0.67779	1.0063
0.70483	0.97847	0.92609	0.79479	0.76109	1.2311
0.45777	0.67569	0.89502	0.841	0.51146	0.80344
0.74272	1.3412	0.74708	0.59687	0.99416	2.24708
0.55672	1.10203	0.85405	0.74685	0.65186	1.47557
0.75807	1.38071	0.89197	0.70101	0.84987	1.96961
0.49763	0.68217	0.7269	0.69213	0.68459	0.98561
0.46609	0.84969	0.79249	0.7153	0.58814	1.18788
0.66434	0.8411	0.87037	0.69793	0.76328	1.20515
0.40635	1.45894	0.81155	0.70304	0.50071	2.07519
0.5151	0.87025	0.87024	0.76275	0.59191	1.14093
0.41903	0.89159	0.82423	0.78447	0.5084	1.13655
0.43677	0.73033	0.7323	0.76217	0.59644	0.95821
0.61104	1.02635	0.92454	0.7766	0.66091	1.3216
0.67916	0.26736	0.92125	0.47206	0.73722	0.56637
0.66224	1.13652	0.93802	0.76479	0.70599	1.48605
0.36232	1.01682	0.804	0.81229	0.45065	1.25179
0.57697	1.18468	0.84187	0.71674	0.68534	1.65288
0.44328	1.07763	0.90689	0.79484	0.48879	1.35579
0.36579	1.15908	0.8275	0.74626	0.44205	1.55319
0.55045	1.27306	0.85322	0.6375	0.64515	1.99696
0.44852	1.05544	0.82997	0.77371	0.5404	1.36414
0.65036	1.1788	0.87394	0.72993	0.74417	1.61496
0.55173	1.3351	0.90814	0.73738	0.60753	1.81058
0.43509	0.8921	0.85181	0.77516	0.51078	1.15085
0.32463	1.10347	0.81817	0.75105	0.39677	1.46923
0.30519	0.89762	0.75228	0.81383	0.40568	1.10297
0.68086	1.30615	0.89783	0.79216	0.75833	1.64885
0.35673	1.14333	0.74574	0.64626	0.47835	1.76916
0.72457	1.08689	0.83444	0.77199	0.86833	1.4079
0.48214	1.08149	0.91979	0.78977	0.52418	1.36937
0.69032	0.70142	0.94148	0.80804	0.73323	0.86806
0.5654	0.8194	0.83286	0.71698	0.67886	1.14285
0.69314	0.98564	0.90394	0.75004	0.7668	1.31412
0.56899	1.24404	0.84369	0.68488	0.6744	1.81645
0.58289	1.13393	0.83284	0.63186	0.69988	1.79459
0.65316	0.7041	0.86207	0.74767	0.75767	0.94173
0.51582	0.80506	0.9143	0.86591	0.56417	0.92973
0.26217	1.1352	0.68327	0.73304	0.3837	1.54861
0.61433	1.02288	0.89435	0.806	0.68691	1.26908
0.47395	1.34431	0.79649	0.65745	0.59506	2.04474
0.5656	0.7804	0.85905	0.79664	0.65841	0.97962
0.86381	1.35768	0.9171	0.76723	0.94189	1.76958
0.59117	0.57381	0.83454	0.70266	0.70839	0.81663
0.65285	1.12539	0.83428	0.68939	0.78252	1.63245
0.68258	1.63905	0.85891	0.69735	0.79471	2.35039
0.72868	1.18757	0.89356	0.74748	0.81548	1.58877
0.28848	1.06653	0.72839	0.72626	0.39605	1.46853
0.46183	0.43791	0.86706	0.69844	0.53264	0.62698
0.56998	0.88916	0.70387	0.48678	0.80978	1.82661
0.38588	0.5777	0.66603	0.63308	0.57937	0.91252
0.84104	0.93766	0.93627	0.80632	0.89829	1.1629
0.44292	0.97155	0.85947	0.75778	0.51534	1.28209
0.36376	0.81057	0.82852	0.84459	0.43906	0.95971
0.79361	1.19112	0.91791	0.8003	0.86458	1.48834
0.51016	1.19927	0.90315	0.78654	0.56487	1.52474
0.6673	0.48142	0.93908	0.8383	0.71059	0.57428
0.88222	0.86456	0.87561	0.81286	1.00755	1.0636
0.77598	1.06825	0.84083	0.76509	0.92288	1.39625
0.69558	0.64646	0.9056	0.80429	0.76808	0.80376
0.51138	0.63794	0.87263	0.76089	0.58603	0.83841
0.49386	0.89017	0.84428	0.86488	0.58495	1.02924
0.39122	1.00794	0.78802	0.72705	0.49646	1.38634
0.31365	0.48836	0.67555	0.79947	0.46428	0.61086
0.63809	0.82525	0.88385	0.68432	0.72194	1.20593
0.662	0.6028	0.95719	0.83843	0.69161	0.71896
0.97072	1.1719	0.85237	0.70488	1.13885	1.66255
0.77406	0.81669	0.93238	0.81026	0.8302	1.00794
0.82997	1.11571	0.95388	0.82431	0.87009	1.35351
0.14887	1.11962	0.39539	0.72564	0.37651	1.54294
0.78464	0.95804	0.76817	0.59514	1.02144	1.60979
0.76013	0.42559	0.89249	0.81286	0.8517	0.52358
0.74503	1.17918	0.83385	0.74327	0.89349	1.58647
0.3713	0.86898	0.82597	0.80256	0.44953	1.08276
0.30803	0.35243	0.7978	0.75328	0.38609	0.46786
0.35808	1.09194	0.68839	0.73366	0.52018	1.48834
0.76112	0.80217	0.91639	0.80568	0.83056	0.99564
0.46677	1.08615	0.80363	0.73075	0.58083	1.48634
0.4784	0.48075	0.80812	0.69329	0.592	0.69344
0.20572	1.04921	0.55914	0.73868	0.36792	1.42039
0.80181	1.14411	0.94251	0.78492	0.85072	1.45761
0.57204	0.98656	0.81191	0.66695	0.70456	1.4792
0.60281	1.0391	0.92196	0.82657	0.65384	1.25712
0.55633	1.12057	0.875	0.79685	0.6358	1.40626
0.20652	0.66541	0.31486	0.77995	0.65591	0.85315
0.364	1.25917	0.72869	0.74407	0.49952	1.69227
0.93248	0.98631	0.8961	0.71556	1.0406	1.37838
0.3324	0.55572	0.6804	0.67819	0.48854	0.81942
0.53735	0.91799	0.87501	0.76701	0.6141	1.19683
0.70245	0.88988	0.92144	0.84096	0.76234	1.05817
0.42196	0.73238	0.87301	0.85456	0.48334	0.85703
0.56398	0.85281	0.85108	0.78895	0.66267	1.08095
1.34719	1.12697	0.86958	0.68542	1.54925	1.64421
0.63567	0.61515	0.83039	0.7887	0.76552	0.77995
0.41455	0.73346	0.63733	0.50998	0.65046	1.4382
0.79635	0.88329	0.87452	0.76838	0.91062	1.14954
0.863	1.02302	0.93405	0.81725	0.92393	1.25178
0.48428	1.15033	0.82534	0.72657	0.58677	1.58323
0.60216	1.10624	0.93045	0.7676	0.64717	1.44118
0.47106	0.78557	0.83608	0.75828	0.56341	1.03598
0.57117	0.97374	0.88723	0.82753	0.64377	1.17668
0.69376	1.21859	0.89408	0.76382	0.77594	1.5954
0.61331	1.20522	0.88477	0.75512	0.69319	1.59606
0.62662	1.47156	0.73896	0.69502	0.84797	2.11728
0.77782	1.01431	0.85314	0.74818	0.91171	1.35571
0.16349	1.21969	0.42263	0.72792	0.38684	1.67559
0.54397	0.98093	0.83579	0.72933	0.65085	1.34497
0.4588	1.32167	0.88479	0.71157	0.51854	1.85739
0.4667	1.27306	0.88897	0.78505	0.52499	1.62162
0.59136	0.82003	0.90832	0.80679	0.65105	1.01641
0.37271	0.91631	0.69606	0.70956	0.53546	1.29137
0.5692	1.24747	0.8846	0.72273	0.64346	1.72605
0.51377	0.97213	0.89145	0.86086	0.57632	1.12925
0.6109	0.88727	0.85568	0.68986	0.71394	1.28617
0.53975	0.54467	0.89636	0.83187	0.60216	0.65476
0.62976	0.47428	0.95177	0.87531	0.66168	0.54184
0.4947	1.16447	0.86253	0.68913	0.57354	1.68977
0.93329	0.82699	0.95038	0.80311	0.98202	1.02974
0.43652	0.17328	0.8526	0.44637	0.51199	0.3882
0.62215	0.77843	0.89082	0.83243	0.6984	0.93512
0.48285	1.10871	0.87409	0.71316	0.5524	1.55466
0.44757	0.75204	0.90984	0.85794	0.49193	0.87656
0.4792	1.30629	0.61508	0.64908	0.77909	2.01253
0.30783	0.96539	0.68052	0.71351	0.45234	1.35302
0.71473	0.92773	0.89702	0.81798	0.79679	1.13418
0.41462	1.04809	0.84326	0.73746	0.49169	1.42122
0.66817	0.75582	0.94443	0.81263	0.70748	0.93009
0.92259	1.39163	0.84863	0.7144	1.08715	1.94797
0.77744	1.21429	0.89419	0.76026	0.86944	1.5972
0.79374	0.83499	0.87863	0.79347	0.90338	1.05234
0.3666	0.96155	0.77622	0.76753	0.47228	1.25278
0.66356	1.53818	0.83624	0.63374	0.79351	2.42714
0.49956	0.82802	0.89596	0.86469	0.55756	0.9576
0.29992	1.01992	0.63082	0.74706	0.47545	1.36524
0.84386	0.7619	0.94083	0.79383	0.89693	0.95978
0.46427	0.58523	0.86612	0.78451	0.53604	0.74598
0.37997	0.62045	0.84043	0.84818	0.45212	0.7315
0.56468	1.15375	0.83421	0.71942	0.67691	1.60373
0.53094	1.14359	0.75392	0.69531	0.70424	1.64472
0.60624	0.93859	0.90636	0.76346	0.66888	1.22939
0.53204	0.52221	0.90552	0.83755	0.58755	0.6235
0.4074	1.31426	0.76988	0.72531	0.52917	1.81199
0.4668	0.86775	0.87322	0.79757	0.53457	1.08798
0.63935	1.04297	0.86402	0.80845	0.73997	1.29009
0.45735	0.64776	0.89581	0.82302	0.51055	0.78705
0.44936	1.05926	0.80019	0.77652	0.56156	1.36412
0.50665	0.76163	0.8864	0.69329	0.57158	1.09858
0.44093	0.68294	0.86666	0.83028	0.50877	0.82254
0.46958	0.96445	0.89183	0.70375	0.52653	1.37044
0.91932	1.4886	0.81861	0.6847	1.12303	2.1741
0.82613	1.17278	0.86018	0.77144	0.96042	1.52025
0.24059	0.89714	0.64776	0.75285	0.37142	1.19166
0.59982	1.14188	0.8706	0.73581	0.68897	1.55188
0.83303	1.38279	0.88356	0.73741	0.94281	1.8752
0.78927	0.95577	0.85331	0.75755	0.92495	1.26166
0.83843	1.15068	0.85781	0.69695	0.97741	1.65103
0.6402	0.98734	0.84784	0.72514	0.7551	1.3616
0.4851	1.14266	0.90769	0.81202	0.53443	1.40718
0.39667	0.98107	0.84115	0.76736	0.47159	1.27849
0.70943	1.17264	0.92954	0.79967	0.76321	1.46641
0.8615	0.95573	0.89139	0.73465	0.96647	1.30093
0.74743	1.0192	0.92223	0.79519	0.81046	1.2817
0.62217	1.05904	0.91756	0.80924	0.67807	1.30867
0.63836	1.04059	0.94194	0.84562	0.67771	1.23057
0.4065	0.91019	0.91428	0.84042	0.44461	1.08302
0.50936	1.02075	0.84533	0.81817	0.60255	1.2476
0.32248	0.99412	0.84666	0.78437	0.38089	1.2674
0.48856	0.86971	0.90933	0.79551	0.53728	1.09328
0.33127	0.6933	0.76301	0.75302	0.43417	0.92069
0.51601	1.15552	0.78385	0.71069	0.65831	1.62592
0.71674	1.02101	0.86323	0.77039	0.8303	1.32532
0.64633	0.89046	0.64701	0.51335	0.99894	1.73459
0.42534	1.36267	0.84493	0.73326	0.5034	1.85839
0.50108	0.97723	0.84733	0.81594	0.59136	1.19767
0.46705	1.29572	0.88898	0.74789	0.52538	1.7325
0.79249	1.10822	0.89694	0.784	0.88354	1.41355
0.35201	0.46408	0.80032	0.71377	0.43984	0.65019
0.36748	0.62022	0.72101	0.78089	0.50968	0.79425
0.67852	0.5596	0.76044	0.61722	0.89228	0.90664
0.36763	0.80992	0.76085	0.72534	0.48318	1.1166
0.39889	1.30764	0.79798	0.81099	0.49987	1.6124
0.6802	1.25799	0.81784	0.71559	0.83171	1.75799
0.4653	0.48826	0.7865	0.72492	0.59161	0.67354
0.25136	0.94224	0.53642	0.5863	0.4686	1.60709
0.52864	0.9759	0.88261	0.78627	0.59895	1.24117
0.76769	1.33986	0.91556	0.75123	0.83849	1.78357
0.99173	0.71653	0.91029	0.79942	1.08947	0.89631
0.53815	0.99859	0.92399	0.8111	0.58242	1.23116
0.52591	1.05341	0.83903	0.73104	0.62681	1.44097
0.51782	0.97991	0.93095	0.74236	0.55623	1.31998
0.38347	0.6857	0.75347	0.8061	0.50894	0.85063
0.73511	0.94965	0.8988	0.74618	0.81788	1.27268
0.4072	1.29895	0.86662	0.76677	0.46987	1.69405
0.49136	1.06161	0.82709	0.75817	0.59408	1.40024
0.6467	0.90156	0.91113	0.79786	0.70978	1.12998
0.86582	0.91966	0.92791	0.82878	0.93308	1.10966
0.5605	0.83685	0.95879	0.7901	0.58459	1.05917
0.60105	0.75468	0.91484	0.80399	0.657	0.93867
0.58594	1.07831	0.9204	0.77599	0.63661	1.3896
0.6828	0.76131	0.81747	0.79731	0.83526	0.95485
0.4196	0.61282	0.72535	0.69524	0.57848	0.88144
0.41404	1.04304	0.79477	0.75673	0.52095	1.37835
0.66881	0.59719	0.92221	0.805	0.72522	0.74185
0.28041	1.05375	0.74217	0.75612	0.37783	1.39363
0.80568	1.04034	0.91034	0.76186	0.88502	1.36552
0.76018	0.73179	0.92215	0.86189	0.82435	0.84906
0.56819	1.12992	0.94767	0.78052	0.59956	1.44765
0.31192	0.87701	0.61772	0.66616	0.50496	1.31652
0.41619	0.90639	0.89178	0.82508	0.4667	1.09855
0.547	1.05197	0.89535	0.78604	0.61094	1.33832
0.76174	0.87203	0.93604	0.83749	0.81378	1.04125
0.4689	1.17505	0.6514	0.68869	0.71984	1.70621
0.55937	1.03419	0.91406	0.77317	0.61196	1.33759
0.23857	0.72245	0.64758	0.78928	0.3684	0.91532
0.57718	1.05081	0.89372	0.80561	0.64582	1.30437
0.60651	1.42063	0.81236	0.64924	0.7466	2.18815
0.4556	0.77841	0.8227	0.76311	0.55378	1.02006
0.50037	0.60695	0.85222	0.695	0.58714	0.87332
0.49804	0.89159	0.83417	0.75651	0.59705	1.17856
0.3319	1.24225	0.66444	0.7239	0.49952	1.71605
0.5371	0.87875	0.88411	0.82846	0.6075	1.0607
0.72844	0.9994	0.92767	0.74124	0.78524	1.34828
0.30672	1.00659	0.72715	0.73236	0.42182	1.37444
0.66825	0.71778	0.71734	0.55237	0.93157	1.29944
0.50003	0.8896	0.9433	0.79539	0.53009	1.11843
0.44199	0.92355	0.92143	0.77598	0.47968	1.19018
0.46631	0.69747	0.84372	0.7972	0.55269	0.8749
0.47999	1.07281	0.78849	0.75007	0.60874	1.43028
0.22357	0.70854	0.74458	0.78247	0.30026	0.90552
0.4155	1.16624	0.84783	0.68854	0.49008	1.6938
0.29442	0.684	0.70645	0.76026	0.41677	0.8997
0.71158	0.79504	0.93664	0.81667	0.75971	0.97352
0.70748	1.19661	0.80529	0.71649	0.87854	1.6701
0.54029	1.16283	0.92824	0.78868	0.58205	1.47441
0.37651	1.0627	0.71756	0.68452	0.52471	1.55249
0.26169	0.87027	0.66429	0.75491	0.39394	1.15281
0.75077	0.80816	0.91487	0.86129	0.82063	0.93832
0.70075	1.20585	0.92045	0.76785	0.76131	1.57042
0.44803	0.99714	0.84426	0.7938	0.53068	1.25617
0.7677	1.08235	0.78918	0.63728	0.97278	1.69839
0.96368	1.09201	0.94062	0.7275	1.02451	1.50105
0.71881	1.32646	0.92087	0.76395	0.78058	1.7363
0.81509	1.18421	0.92535	0.72555	0.88084	1.63217
0.40373	0.91589	0.82057	0.78827	0.49201	1.1619
0.6143	0.94072	0.92067	0.82166	0.66723	1.1449
0.52984	1.02261	0.89937	0.78588	0.58913	1.30123
0.43427	0.67523	0.87191	0.75828	0.49806	0.89048
0.2586	0.64814	0.76127	0.80701	0.33969	0.80314
0.55028	1.21128	0.82273	0.71249	0.66885	1.70008
0.37639	0.75372	0.81043	0.83823	0.46444	0.89918
0.34719	0.90107	0.81247	0.83951	0.42732	1.07333
0.50968	0.86723	0.87047	0.7771	0.58553	1.11598
0.20305	1.12589	0.50491	0.72252	0.40215	1.55828
0.50918	1.31835	0.80585	0.69891	0.63186	1.88629
0.71857	0.92224	0.65174	0.53334	1.10253	1.72918
0.52431	0.74944	0.84825	0.72422	0.61811	1.03482
0.32636	0.53711	0.62644	0.75462	0.52098	0.71177
0.44869	0.72707	0.85895	0.74358	0.52237	0.9778
0.42962	1.00786	0.83494	0.78557	0.51456	1.28296
0.67815	0.46313	0.89422	0.76269	0.75837	0.60723
0.4883	1.20543	0.84937	0.69758	0.5749	1.72803
0.59208	0.7539	0.87211	0.69021	0.67891	1.09229
0.78731	1.23414	0.84435	0.67541	0.93245	1.82723
0.88383	0.69128	0.87684	0.61278	1.00797	1.12809
0.32551	0.74349	0.78629	0.78525	0.41398	0.94682
0.81872	0.73687	0.88366	0.73528	0.9265	1.00216
0.63253	1.13124	0.88512	0.79173	0.71463	1.42882
0.45095	1.00606	0.88936	0.78707	0.50705	1.27823
0.48259	1.06466	0.90274	0.78965	0.53459	1.34827
0.31082	1.20902	0.76385	0.74826	0.40691	1.61577
0.69689	0.52075	0.93037	0.75196	0.74905	0.69252
1.36987	1.43315	0.85334	0.63562	1.6053	2.25473
0.47647	0.75056	0.88866	0.83703	0.53617	0.89669
0.40248	0.82583	0.7802	0.78728	0.51587	1.04897
0.31329	0.80771	0.78812	0.78269	0.39752	1.03196
0.54951	0.78558	0.90175	0.78759	0.60938	0.99745
0.60628	0.68407	0.90319	0.80082	0.67127	0.85421
0.55608	1.45485	0.90808	0.77327	0.61237	1.88142
0.36963	0.96513	0.66353	0.71241	0.55707	1.35475
0.8246	0.51973	0.92479	0.6639	0.89166	0.78284
0.55917	0.98094	0.87104	0.76135	0.64196	1.28843
0.57626	1.0263	0.65993	0.70099	0.87321	1.46407
0.86823	0.68836	0.85155	0.70033	1.01959	0.98291
0.17532	1.06319	0.45692	0.63547	0.3837	1.67307
0.709	0.93946	0.92015	0.79587	0.77052	1.18042
0.68011	1.2613	0.78196	0.66971	0.86975	1.88335
0.75186	0.97037	0.89505	0.80807	0.84003	1.20086
0.29734	0.78301	0.74334	0.74024	0.40001	1.05779
0.47921	1.34698	0.83912	0.76005	0.57109	1.77222
0.36571	0.71666	0.75288	0.70906	0.48575	1.01073
0.31906	0.73039	0.68569	0.70892	0.46531	1.0303
0.2241	0.70092	0.49101	0.85295	0.4564	0.82176
0.64982	0.93993	0.89648	0.80163	0.72486	1.17252
0.48048	1.01305	0.81557	0.74843	0.58914	1.35358
0.59722	1.48353	0.84256	0.63432	0.70881	2.33878
0.51851	0.66444	0.76913	0.69308	0.67414	0.95868
0.49323	0.76365	0.69729	0.70716	0.70735	1.07989
0.81263	0.88656	0.88136	0.76123	0.92202	1.16465
0.51805	0.35001	0.85794	0.70316	0.60382	0.49777
0.3489	0.94261	0.65582	0.66747	0.53201	1.4122
0.56541	0.90362	0.90667	0.8137	0.62361	1.11051
0.56882	0.47678	0.91355	0.82526	0.62265	0.57774
0.39786	0.90646	0.8585	0.74015	0.46344	1.2247
0.65479	0.78312	0.87465	0.76547	0.74863	1.02305
0.62088	0.97409	0.80942	0.71713	0.76707	1.35831
0.79664	1.19823	0.93099	0.79998	0.85569	1.49782
0.26507	0.71348	0.69283	0.65488	0.38259	1.08948
0.64482	1.21427	0.94906	0.74165	0.67943	1.63725
0.42267	0.98396	0.709	0.75319	0.59615	1.30639
0.7037	1.20828	0.93716	0.79048	0.75089	1.52855
0.6933	1.04824	0.89298	0.78102	0.77638	1.34214
0.36455	0.84484	0.70831	0.74371	0.51467	1.13598
0.5911	1.15352	0.78114	0.63966	0.75671	1.80334
0.4247	0.58038	0.78891	0.75312	0.53834	0.77064
0.61481	0.929	0.89572	0.75341	0.68638	1.23306
0.44869	0.55704	0.82034	0.81104	0.54695	0.68683
0.34949	0.70202	0.84662	0.83663	0.41281	0.8391
0.24676	1.209	0.64187	0.745	0.38445	1.62281
0.63651	1.28025	0.77445	0.61389	0.82189	2.08549
0.42211	1.10979	0.83947	0.80132	0.50283	1.38495
0.42105	0.61551	0.91037	0.81019	0.46251	0.75972
0.58746	1.14771	0.74583	0.61028	0.78766	1.88063
0.29179	0.9462	0.71812	0.77737	0.40632	1.21718
0.74701	1.06997	0.8584	0.83061	0.87024	1.28816
0.24237	1.12885	0.61394	0.7	0.39478	1.61265
0.19587	1.19504	0.47635	0.76191	0.4112	1.56847
0.67062	0.9576	0.93326	0.77714	0.71858	1.23221
0.54625	1.1288	0.88393	0.82103	0.61799	1.37486
0.52644	1.07261	0.85708	0.76689	0.61423	1.39864
0.66618	0.76091	0.8655	0.64649	0.7697	1.177
0.84244	0.9193	0.91931	0.74227	0.91639	1.23849
0.8444	0.80436	0.87434	0.76719	0.96576	1.04846
0.46953	0.821	0.60156	0.40418	0.78053	2.03129
0.35308	1.05946	0.67946	0.59446	0.51964	1.78222
0.32216	0.83357	0.73733	0.75296	0.43693	1.10705
0.4511	1.08634	0.78038	0.67771	0.57806	1.60295
0.37136	0.85326	0.81422	0.77613	0.45609	1.09938
0.6617	1.03953	0.94622	0.75751	0.69931	1.3723
