	cat_ctx_control	podtreck_control	iri_young_sham
ALG8	3.172454115473055	1.1989384542421895	2.27304247805678
ALG9	4.668555368618908	1.9680939425682038	3.1663158951626724
ALKAL2	0.7919106797324152	NA	NA
ALKBH1	3.442529667168902	0.7576519585682925	1.6837999864996585
ALKBH2	3.3814317738224187	1.3360071356810737	2.3076262965958168
ALKBH3	3.212653081195748	2.278036906498663	3.7060362162483957
ALKBH4	3.924247405545158	1.2021775751290946	2.2744382495701
ALKBH5	5.739674782537802	4.336213196296291	5.185233850418167
ALKBH6	3.867935790973771	1.5622579954228426	3.6722101175161654
ALKBH7	3.995752350219316	3.476116825920347	4.230172801943883
ALKBH8	4.957300400596922	1.561572193789181	2.2447365102863244
ALMS1	5.04147441462086	NA	NA
ALMS1-PS2	NA	NA	2.0830832625515874
ALOX12	NA	0.7462925862457478	0.9604159513296127
ALOX12E	NA	0.003831879612609812	NA
ALOX15B	2.386856933603513	NA	NA
ALOX5	2.4980408048875504	NA	NA
ALOX5AP	0.8476499755585459	0.8687368655251175	2.171400158226091
ALPK1	4.460955625959267	0.29462056629281635	NA
ALPK2	3.905979834432937	NA	NA
ALPK3	5.74027119607888	NA	NA
ALPL	8.670574032039443	5.529406743945514	7.035462871998476
ALS2	6.194586502579026	2.3299269878407554	3.09163772999913
ALS2CL	5.695081104747565	1.6033722505952863	3.1719476403005573
ALS2CR12	NA	NA	1.566030965649879
ALX1	-0.6817047667441938	NA	0.6054567462986724
ALYREF	4.38477352030741	1.875796296269448	3.025366769219159
ALYREF2	NA	1.1674786669736943	NA
AMACR	8.044703095897903	5.848501085297042	7.2805376941400235
AMBP	1.4137295951255016	NA	0.6795751883882201
AMBRA1	5.703191334788979	2.419227829758759	3.5028718260827607
AMD-PS3	NA	2.3308156202367463	NA
AMD-PS4	NA	1.592963587769623	NA
AMD1	5.781543649575538	3.9905474865970247	3.8711605710752237
AMD2	NA	2.701551231705009	NA
AMDHD1	4.580135792378738	NA	NA
AMDHD2	6.800985954403976	3.6995944440839863	6.015258125194052
AMER1	3.0924591053585364	0.6735285551076378	1.1479520667775844
AMFR	7.308240647947398	5.180751390731299	6.42272032751028
AMH	2.325029811717013	NA	NA
AMHR2	2.118749659230725	NA	NA
AMIGO1	3.8857372656198	1.5852539682194031	2.208380287964367
AMIGO2	1.6991756428625877	0.6921761119264248	1.0624914046241585
AMIGO3	3.240564079689687	NA	0.9252112844323203
AMMECR1	3.2806892627405513	0.6536848188324523	0.9291380185020333
AMMECR1L	5.037588605346586	2.7298532099656594	3.551760626221012
AMN	9.634858018795983	5.396654390087918	7.121434354299242
AMN1	1.4471838096013683	NA	1.8427728751761814
AMOT	4.4349039500096525	2.2239188106016337	2.9736282097236164
AMOTL1	5.192110538566326	1.1845428571581345	1.7104965340488976
AMOTL2	6.557207109231541	3.2247621370074975	4.7138915664754855
AMPD2	4.110845536843767	1.6768073086279367	3.0466504207209186
AMPD3	3.9799744960715784	1.6836989252890604	2.8581005662774714
AMT	6.279164430144593	3.8434448742888523	5.203222628718249
AMY1	NA	1.3273812094392425	1.5875040637026876
AMY2B	2.8030802691475585	NA	NA
AMZ1	0.9995361152667978	NA	1.1868989647390589
AMZ2	5.883861529956172	2.4143139396385433	4.001774174401412
ANAPC1	4.579831857218082	1.8679644721790398	3.366923776676934
ANAPC10	1.3155825665709167	1.1736408973446697	1.7971452086444868
ANAPC11	4.52750572896588	2.238823163912495	3.375361689069081
ANAPC13	5.643283847961921	4.582818743520574	4.93593794485028
ANAPC15	5.5066326543318285	1.2833525087870028	1.0362980916915407
ANAPC16	4.911469865055906	2.737625154102543	4.693547551440905
ANAPC2	5.590198141937665	3.6441716104047277	4.666974310883865
ANAPC4	4.866517857220991	2.3195417496540003	3.481230191325892
ANAPC5	4.693146060745515	4.234626134757007	6.181727024984666
ANAPC7	4.45133420767407	3.0468616880457415	4.4141152893648625
ANG	NA	1.0125565956513867	0.6868966820347349
ANGEL1	4.9222367911377765	0.9084493518945033	1.7342899524392632
ANGEL2	4.659228387330395	2.8090894906455	3.9160139736494712
ANGPT1	3.6081402842783485	1.763338725554317	2.059141688459636
ANGPT2	0.8590037936471443	1.8282186324895742	2.051820404818565
ANGPT4	3.309939738222274	NA	NA
ANGPTL1	0.6511384413546065	NA	NA
ANGPTL2	4.69964711604463	2.4327342989723193	3.5974129258506617
ANGPTL3	NA	1.3758750444209558	1.8333658126208272
ANGPTL4	3.24215939995557	3.6773059262174606	4.68594853960283
ANGPTL6	-0.40875313430533683	NA	NA
ANGPTL7	NA	2.2180334633508036	3.1849129706944646
ANGPTL8	NA	0.7065795898459929	NA
ANHX	2.7409847750808534	NA	NA
ANK1	0.35793130909030335	NA	NA
ANK2	6.868399948030395	NA	NA
ANK3	7.920405788732033	2.4129797345006176	4.4110672686868755
ANKDD1B	NA	NA	0.9017660861230999
ANKFY1	6.928982617675473	2.3307075402101076	3.4767449184221433
ANKH	5.863904968021057	1.444651264138942	1.9443612786946733
ANKHD1	NA	2.38248457102272	3.4052561417865292
ANKIB1	5.355383500997558	3.946952327105907	4.755973503522994
ANKLE1	1.9399462407458212	NA	NA
ANKLE2	5.129233867991187	2.4077889480238484	2.955628298843824
ANKMY1	4.3634772469042495	NA	NA
ANKMY2	5.622328730988969	2.076616894878499	3.7223323388555527
ANKRA2	3.4196723991668265	1.5931949357706776	2.9286040618184934
ANKRD1	-2.316334657302448	0.5433664523321494	NA
ANKRD10	4.672994494341862	1.2906504665381684	3.5326034156883908
ANKRD11	6.764163064500592	1.8715881799034941	3.51243471575325
ANKRD12	5.314134255118332	1.5570551140369346	1.9815610827918846
ANKRD13A	6.1410267346795635	2.933619073312697	4.498372891150653
ANKRD13B	0.6652505687915563	1.3683473467914042	2.596872145681599
ANKRD13C	5.19103545093003	4.251517751007925	6.353181156538784
ANKRD13D	4.145165262564706	NA	NA
ANKRD16	4.49233242262157	1.2793637974686922	2.953179864059703
ANKRD17	6.533771795589039	1.535801905230984	3.6662827888645446
ANKRD22	1.3007880958032363	NA	NA
ANKRD23	4.163464776430754	0.7399317811723355	NA
ANKRD24	1.9724240645688882	0.9960551058653211	2.3386402542464686
ANKRD26	NA	1.0348139578016637	1.2775550219483527
ANKRD27	5.4358375452972565	1.8062715935399913	2.7802976611191172
ANKRD28	5.06055015040436	2.1039304924779767	3.7810925944481895
ANKRD29	2.27200377332318	2.3741130017747394	2.8140599866568863
ANKRD32	NA	NA	2.22012717067856
ANKRD33	1.8012055150947297	NA	NA
ANKRD33B	2.76520256079723	3.0076853986328356	4.0009832299046915
ANKRD37	2.2423221423480966	NA	0.982367119849533
ANKRD39	3.5884159672928937	0.7281333789759769	1.5264972391170992
ANKRD40	5.850838456981926	3.8356802989620156	4.797881540292823
ANKRD42	2.02742557410862	1.0698460780508265	1.8494277476363659
ANKRD44	4.597247184677613	0.9781940195500735	2.358287808521885
ANKRD45	2.265977537536274	NA	NA
ANKRD46	4.353169810849253	3.2210997869094924	4.956969109682765
ANKRD49	3.1270826084106766	1.1846894099808476	2.563352970751855
ANKRD50	3.799562845000855	1.3406782452818138	1.9687077533085386
ANKRD52	5.637938518025579	1.7230447810106437	2.8255952695988067
ANKRD53	5.774212062802441	2.5896489855925595	NA
ANKRD54	4.7111774995396205	1.7006024773849688	3.2914927312590763
ANKRD6	4.201224148506948	0.42001554714989214	0.9985645080446042
ANKRD65	2.1728387460388237	1.6161206688227845	2.1554388822704653
ANKRD9	2.6137798856458	1.273139303124543	2.5564277454042927
ANKS1A	7.496390363098247	1.7829315002485882	2.1074467531017
ANKS1B	-0.12884573523479395	NA	NA
ANKS3	5.370574868575179	2.1831792180079304	4.099073093057245
ANKS4B	4.763400822880894	3.892448261483962	4.4056037858186
ANKS6	6.223510608251018	1.4310637951811165	2.7279800642152625
ANKZF1	5.6805208526309015	1.344145035268755	3.447059550930547
ANLN	4.740921030060506	0.18067286583433484	NA
ANO1	3.1245013332244986	0.756420476299091	1.0064891658739958
ANO10	7.946124812678449	2.1411984239304966	3.9460024399781894
ANO3	2.3693441435880884	NA	0.6937693849306457
ANO4	1.1001243649535575	NA	NA
ANO5	3.337572580779318	NA	NA
ANO6	7.220282591636505	2.691282335744537	4.416464202031615
ANO8	5.419312232682927	0.880772350574217	2.21645545364223
ANO9	-0.6720822267835637	0.5968034860603734	1.4140172555049613
ANOS1	3.1190458132386283	NA	NA
ANP32A	6.365080424895233	4.075212241503869	5.604947279555785
ANP32B	6.499248501741815	4.494246744591502	5.226754972587715
ANP32B-PS1	NA	1.106666046382441	NA
ANP32E	4.4985810882549435	3.8631989895647805	4.691276602866264
ANPEP	9.608667645876556	4.35332480980232	5.698804083070879
ANTKMT	4.927787258770789	3.0467948542918406	NA
ANTXR1	5.249365140598533	0.5472460618604963	1.1837976643057797
ANTXR2	5.807516999465566	0.9931785481167772	1.3962640515889948
ANXA1	5.35266449501097	1.7818989081580454	2.970259216437705
ANXA11	7.361611672001982	4.2416537832592605	4.25893683820395
ANXA13	4.252123788527645	2.9438341417558136	2.8603523000922304
ANXA2	7.512603340819031	3.082777825421394	4.356700538207987
ANXA3	5.118129360304351	1.5381384004447582	3.2760604516178256
ANXA4	5.995884404744824	3.5398161909228243	4.93141922284547
ANXA5	6.310074847897773	5.4338514797591735	5.901210161555762
ANXA6	6.387406684641679	3.9307865338999712	4.622134870309387
ANXA7	NA	4.010145158121708	6.209676609577783
ANXA8	NA	0.39419361871411035	NA
ANXA9	NA	1.061617844730602	1.413367080137396
AOAH	0.5760369019034459	3.1818789131626435	4.953440596306701
AOC1	10.174494482062277	0.4162834637221002	1.296648495315179
AOC2	2.9245527375182316	NA	1.0610830256518549
AOC3	0.7725917469807458	0.8066817814778301	0.9116315386156458
AOPEP	5.3547556496908895	1.5174303887965028	NA
AP1AR	4.289114301578501	2.572961302185312	5.006434102046984
AP1B1	6.94025374358177	3.9948823517516474	5.1594942418444445
AP1G1	7.053319564546222	3.941101516504846	4.422110927007373
AP1G2	6.542661589279933	1.461061966786099	2.758548925125144
AP1M1	6.003097332763628	2.942184934491807	4.539817574642346
AP1M2	4.515351122231032	2.1472109890922586	3.4869931233699654
AP1S1	5.82791888493685	3.8708255481649445	5.834529640858562
AP1S2	3.2896831975604877	0.9295089695146052	1.432560648524344
AP1S3	NA	2.217986152868979	2.2986812620714923
AP2A1	6.220508425975837	2.7474343899668	4.228571293735642
AP2A2	8.439060649028432	4.661155051607538	5.442427344242749
AP2B1	7.6069702503736645	3.17082142048791	4.420131358804678
AP2M1	8.818666502357884	4.989107492124769	6.363629117153484
AP2M1-PS	NA	4.735165066233215	NA
AP2S1	5.490176796386369	4.428791154992865	5.967363772875412
AP3B1	5.746357616589418	3.597541088208169	4.525406034274185
AP3B2	2.74712616612862	NA	NA
AP3D1	7.979920113563678	3.108500430996719	4.77003692088437
AP3M1	6.236525820468292	2.4629851299752796	3.071173446915202
AP3M2	3.384526942305102	0.7365710818939951	1.2527412351443907
AP3S1	4.506561012361835	3.331221630280296	4.465977745359113
AP3S1-PS1	NA	1.6172324820737876	NA
AP3S2	6.3490222923846575	2.4177338418135554	3.0180229529005445
AP4B1	4.296647556894887	2.608160212139699	2.718280991640811
AP4E1	3.9764192109079084	0.9597174875670227	2.0416007862865317
AP4M1	4.911373084525216	1.3882965904638167	2.6379546476275455
AP4S1	3.2293176460180835	2.5109588394022713	4.3560188174321794
AP5B1	5.120574236667517	1.2457279228767482	2.5286147536554284
AP5M1	4.038386723290723	1.8741664066285457	3.524535643098655
AP5S1	2.7478932291679645	2.571733411945224	3.659310307176493
AP5Z1	4.804037958746188	1.2335864701909862	2.79930923964278
APAF1	3.3277179173825844	0.44967282839432765	1.0655056551205784
APBA1	4.775812128895393	NA	NA
APBA2	0.6875224513098829	NA	NA
APBA3	5.30177496961071	3.402086803361678	4.8263099833120195
APBB1	5.253360809219633	1.363183186271737	2.471785653870167
APBB1IP	0.9506144407128558	0.16254355093219042	NA
APBB2	6.096268031177698	1.6595080524268546	2.769517605106042
APBB3	3.7244910829277784	2.788232206983487	NA
APC	5.418973332605184	1.7952958813461837	2.5993074266978904
APCDD1	3.667483127637656	NA	0.995291458239553
APCDD1L	4.718017363499084	NA	NA
APCS	NA	0.821519017453526	0.9215617951642296
APEH	6.288592164795163	4.45772715558688	6.139134283200555
APELA	NA	4.3476529245515945	NA
APEX1	5.717862229770965	3.098609865819757	1.8190678749685842
APEX2	5.519418054805889	0.8580998446698467	1.5814603248008332
APH1A	5.897850296012123	4.2101506864045595	4.7996511937368025
APH1B	6.509547681536001	2.337429124726507	2.343884043984754
APH1C	NA	3.0327524454360923	3.555926797536534
API5	6.033776546120097	3.797082571841687	4.723849795274137
APIP	5.130339215957198	3.4288667615945863	3.787687634124594
APLF	3.3607416426575547	0.5164754755532748	1.2577969458373415
APLN	2.1150209490966585	1.558937273368043	1.9069484492433595
APLNR	6.811237606348695	0.9440123280255799	1.0474578981368965
APLP1	5.687488514621502	1.2102643146096053	2.2336894665978395
APLP2	9.685706020582566	5.613952611108126	7.15945563979258
APMAP	7.537639581543728	4.827202767298015	5.5472624310280985
APOA1	7.065741186726878	NA	1.0289812099130105
APOA1BP	NA	NA	6.260071246976536
APOA2	12.368404545824482	2.715893676355788	2.800789918479184
APOA4	1.4584739354260818	2.0831756490631075	2.1142049777752763
APOB	5.323343577062672	3.8156227327308323	4.5614977113306585
APOBEC1	NA	0.6938997188872484	2.0288332261530697
APOBEC2	NA	1.512690175342834	2.3876322337630915
APOBEC3H	NA	0.44262439772345835	2.050426785095808
APOBEC3Z3	1.510883543061665	NA	NA
APOBR	1.2898482456430176	0.2500593266884446	NA
APOC1	NA	1.141013130844197	0.8843798942854679
APOC2	NA	0.07856256515801506	NA
APOC3	7.8033600647727654	2.2115948755459915	3.8066382280361637
APOD	0.4021582337098863	NA	NA
APOE	6.688120016788068	5.756125418700553	6.70906589671434
APOH	5.531688068250681	1.8267935253620236	3.892686776311146
APOL10B	NA	NA	0.3879853911570668
APOL7C	NA	0.07078325203167214	NA
APOL9A	NA	NA	0.4778920578429127
APOL9B	NA	0.41419927204453727	0.6576134476550102
APOLD1	3.01008208416385	0.5147068209587886	1.1623675930854191
APOM	3.458563999975119	5.975785887748476	6.0569055712480555
APOO	4.819132702304413	5.788619336265898	6.028598981582438
APOO-PS	NA	3.472124126495633	1.5187614991878624
APOOL	3.3637313257488253	3.4826410627535602	4.35972735396023
APOPT1	NA	NA	3.5288098820536615
APP	10.2819003595718	6.051804621140989	8.908909483089674
APPBP2	5.201174792636843	2.906588619285859	3.35473036799126
APPBP2OS	NA	NA	1.049363955652723
APPL1	5.23579773386168	1.7980088221947463	2.46754108852145
APPL2	5.319767525883891	2.1370920555455712	3.912088905633899
APRT	4.810396909706856	3.9011194855358955	6.286758502374329
APTX	3.6993403212166656	1.378297324573648	1.7995627180680982
AQP1	10.579419697391629	7.454254943553329	8.657689795355132
AQP10	1.5885220476731883	NA	NA
AQP11	3.1756863478543136	2.572853495446911	5.230031844018614
AQP2	8.597812857489565	4.118459302467071	7.977467431610019
AQP3	6.899460264252904	5.239919753228446	6.287172429393027
AQP4	NA	2.3108449091489818	2.9113152558276654
AQP6	2.901654617485453	3.406810052081694	4.429937427818277
AQP7	6.2340941987240654	2.0044931472518432	3.0117791588583507
AQP9	-1.3473956578576889	NA	NA
AQR	5.812419353928834	1.71916243991628	3.432171289955605
AR	5.392105089846357	2.4835666564488394	3.092062676657106
ARAF	6.520607357966248	2.6640977074747694	5.088187439488272
ARAP1	6.066449397750503	1.852078544980615	2.983902423258458
ARAP2	1.8783316280231392	2.0990408759329213	3.139140138545159
ARAP3	5.851482541203435	1.1957831016944476	2.5935728550921664
ARB2A	4.505423268907575	NA	NA
ARC	-1.303227315538637	0.45574334417303963	1.2176561978787532
ARCN1	7.193328070781894	3.420340942339385	5.897038141765365
AREG	NA	0.009051350501242216	NA
AREL1	5.800286664675724	2.0914944817542724	2.946174813134943
ARF1	8.235352831037249	6.363018938396507	7.826421381290891
ARF2	NA	2.5584165919873896	3.6657846522940383
ARF3	8.043871221584908	3.975122990114322	5.755624451634407
ARF4	6.894160577753148	3.2576386236748944	6.15582735959826
ARF5	4.884545645461055	3.7942162023539923	6.165927176120854
ARF6	4.893701848063189	4.269382913923036	4.79560087175746
ARFGAP1	5.937772972851174	2.0381841862406773	3.4271459970929326
ARFGAP2	6.42812165096687	3.084726409118731	3.623675085646116
ARFGAP3	6.865155231821266	2.3281321369675894	4.078949199576203
ARFGEF1	7.325146565935204	3.6259505015456313	4.839850965246309
ARFGEF2	6.89554570690278	2.878122907687446	3.791209298571289
ARFGEF3	2.9986008636166575	0.47676849661277415	NA
ARFIP1	4.242922252635997	3.664034301748791	1.5653188491321224
ARFIP2	5.220332244108992	2.752638594230022	3.9217888737228237
ARFRP1	5.857139739277927	2.054179449109806	3.1698332356358203
ARG1	NA	0.009994288738571439	NA
ARG2	4.306871498039146	1.6053639659580767	2.6635530986053513
ARGLU1	6.919888013272509	2.7768449726806295	4.336901463581578
ARHGAP1	6.499758540679213	3.453718146066707	4.8185401567759
ARHGAP10	5.527552561369212	3.825283645728915	4.259574242346396
ARHGAP11A	-0.5517121268130695	0.5764713596224978	0.9869105897297105
ARHGAP12	5.731288141154781	2.201414725234861	3.3477110535398658
ARHGAP15	0.3921884540982217	0.5524283955451215	1.316896744133879
ARHGAP17	7.302958907045061	1.4104416733790501	3.296161880685389
ARHGAP18	5.634174247763684	3.2813670656517058	4.510475112231207
ARHGAP19	3.576700965868175	0.32319401186517177	NA
ARHGAP20	1.8873462460878698	NA	NA
ARHGAP21	6.079755480243603	2.0203228625345293	2.9976286500339833
ARHGAP22	2.0264117709725666	0.7234018455575978	0.9075157168954062
ARHGAP23	5.114172266377556	0.8774565811506729	1.6091832454905817
ARHGAP24	6.123993989401106	3.8468405022291123	5.551370660512649
ARHGAP25	3.5239953161661735	0.31759514919583515	NA
ARHGAP26	5.383334449615885	2.0687347277891264	1.7703178846456569
ARHGAP27	5.565555862396649	1.850469030731266	3.3981137363500706
ARHGAP27OS2	NA	1.6377959443824086	NA
ARHGAP28	4.148727582215342	NA	0.9456885525969385
ARHGAP29	7.616185641078984	2.4286437487225876	4.2714465308174345
ARHGAP30	2.7893413980044017	0.2437249950537642	0.7914773581593103
ARHGAP31	5.536801457403626	0.9652771450072258	1.875167640887976
ARHGAP32	4.43801391283509	1.873163565036828	2.688673678288236
ARHGAP33	3.9858751903814333	NA	0.6841497387730721
ARHGAP35	6.519493923053058	3.16255436766624	3.661801320947902
ARHGAP36	-0.7419640444561653	NA	NA
ARHGAP39	4.3597610181888715	1.5450910889723113	1.9166211939441922
ARHGAP4	4.222713503142345	2.5229963846975996	0.685274828445114
ARHGAP42	3.2788027512483766	3.099623113231422	4.022464013641003
ARHGAP44	3.9982345594219724	0.9640597257537461	1.9625948411296228
ARHGAP45	4.410369142086692	0.5067561176158341	NA
ARHGAP5	6.001555373119952	3.302349434136764	4.479277060881432
ARHGAP6	3.599760396064163	0.8048338738070798	1.7000776485840143
ARHGAP8	5.6772945726119985	0.4869045436592419	1.325584006416862
ARHGAP9	2.094466724861157	0.2498065685420313	1.044873131915267
ARHGDIA	7.545551792496407	5.596201359100924	7.105894618975701
ARHGDIB	6.408835274012252	2.1758654226831777	3.17199610399708
ARHGDIG	NA	0.504043899458611	NA
ARHGEF1	6.3036276256479695	1.755355611293614	3.9052071647011704
ARHGEF10	5.155598375009537	0.7136053382949813	1.578581101524193
ARHGEF10L	6.7420789671040415	2.9365132867494292	4.13112958565169
ARHGEF11	7.141112994996086	2.332185666360249	3.302354783127562
ARHGEF12	7.8949407006221435	3.5814408720340523	4.758294262848723
ARHGEF15	5.94528211408376	1.0684580935688048	2.3058670588665717
ARHGEF16	6.23869637681353	3.0014444318046407	4.6232339008681365
ARHGEF17	6.139561465552652	1.7082843929302485	2.508909844000233
ARHGEF18	7.5290303948750035	1.9717521800639155	3.9332593040278856
ARHGEF19	2.330531014288837	1.7440316182978213	2.793107093667553
ARHGEF2	6.84061385776329	1.61224530068705	3.6589449787098327
ARHGEF25	NA	0.5873431430205236	1.5526548819429216
ARHGEF26	2.6852603876773267	NA	0.7206025534970827
ARHGEF28	7.0679750178282035	3.044623665511429	4.315983491452767
ARHGEF3	5.383870513168709	2.7479372811000657	4.171768762120395
ARHGEF37	0.9028730400091295	0.41347706351073515	1.3501662865886945
ARHGEF38	NA	1.1743045842000421	1.3927623544918213
ARHGEF39	2.499775481632215	1.5764351530851488	2.444537240584871
ARHGEF4	1.4400713917540997	NA	NA
ARHGEF40	5.073559314925638	0.8068779441799268	2.0412492410138054
ARHGEF5	3.357468487704383	2.6417324961886877	4.28968904709937
ARHGEF6	5.873910966338922	0.6362779810903085	1.4674986271526678
ARHGEF7	7.128411992222436	1.8890962508295341	4.2429403493034235
ARHGEF9	1.7279912490327352	NA	0.9249618597874765
ARID1A	6.781022483874449	2.1633660489127906	3.4404023704032247
ARID1B	6.235111926276134	1.8336610080768594	2.7946054438461565
ARID2	4.412751874056973	1.742225965013062	2.678798881674533
ARID3A	3.5369719185552584	0.9919208213145732	1.6132586834770224
ARID3B	4.086916923671958	NA	0.8816613267826915
ARID3C	-0.30829039025569555	NA	NA
ARID4A	4.783562877653695	2.096296827759998	2.6808030954295377
ARID4B	5.457590731304531	1.3909459210198756	2.7224378204101356
ARID5A	NA	0.13166998181467413	NA
ARID5B	6.409811908093114	1.5433643102948098	2.3880702833976084
ARIH1	NA	3.038851926968112	3.8442441997089034
ARIH2	5.787927131662432	2.169340450209989	4.289431099461916
ARL1	5.745627455718451	5.40508886155381	5.963029970675329
ARL10	2.571004650158838	1.9626071755340477	3.685060307218086
ARL11	-0.8448159647302388	0.061944369970479286	NA
ARL13B	2.5571452297075195	1.2175348749068584	2.111780568787813
ARL14	NA	0.019517339470828413	NA
ARL14EP	4.251783908440813	1.7125875238778991	2.919453058518221
ARL15	4.362937756729575	2.599269994054096	3.2086120391018103
ARL16	NA	1.5198343830078658	2.2703155814340126
ARL2	5.392592384907009	2.633310259778135	3.6619437202356053
ARL2BP	NA	3.5450523385788286	4.880711813743195
ARL3	4.422761579379398	3.8856647157598716	5.793042924150743
ARL4A	2.056732426342847	1.80647883732757	3.366078993313538
ARL4C	2.3578869567462886	1.0882023958919473	1.9254192947034108
ARL4D	4.031117290668348	2.979188394261699	3.7802224876793957
ARL5A	4.953722422955037	3.745485925999832	4.113694784676113
ARL5B	3.703648069448032	1.3720783906122105	2.1649991684153744
ARL5C	-0.8772245663781925	0.12299746591146397	NA
ARL6	3.5222653472580965	3.5199909875385225	4.0975669749111745
ARL6IP1	6.1216072867437	7.548604728559817	8.494281476537225
ARL6IP4	4.847567960993207	3.681539501510345	5.033261881633181
ARL6IP5	5.638165978335148	4.384330252674343	5.037241448997796
ARL6IP6	2.7798660575121104	2.2195910525690645	2.9672367648475735
ARL8A	5.249650042465849	3.865360556993556	5.429183595399947
ARL8B	5.855186610091477	4.162024778152321	5.258589743058421
ARL9	1.8143238049520818	NA	NA
ARMC1	4.125096507509084	3.9703735758499694	4.517615518213998
ARMC10	5.49837741364352	2.5324474310562404	3.33049393207861
ARMC12	1.4221210593889406	NA	1.2296098702748213
ARMC3	1.6437214856614475	NA	NA
ARMC5	NA	2.1086343437363833	3.107762078140175
ARMC6	3.4896866312096555	1.1579768632046152	2.1216128276882977
ARMC7	3.8405234694289967	0.9118381947605251	1.77113122798959
ARMC8	4.332748990705059	2.0974410906780037	3.1879506468925016
ARMC9	5.174324351463432	2.941699933504122	1.739076365422381
ARMCX1	3.8565943887049947	1.1841253230916153	1.7363652453470237
ARMCX2	3.366594512739065	1.07782635096785	1.6165969995732403
ARMCX3	4.0864614417178755	1.8230631761823997	1.519042466533939
ARMCX4	3.55590403466355	0.5631054724340363	NA
ARMCX5	0.909889922986911	1.115251048310313	1.4430724237961396
ARMH1	2.5119086645989284	NA	NA
ARMH3	4.595233115644968	1.8315281070417566	NA
ARMH4	NA	1.4885186174956935	NA
ARNT	5.676431764926465	1.8846275012177889	3.543458770345339
ARNT2	4.951017401219784	2.3628407878835556	3.713967637702485
ARNTL	NA	0.2855326068369899	1.0155739174778036
ARPC1A	6.841494662817663	4.356761833628627	5.4950278464024835
ARPC1B	5.262326791704823	2.4822173404441212	4.2281137939440105
ARPC2	7.3250398285785545	5.915227708781192	7.284246934276404
ARPC3	6.331840426823416	4.51471533058438	6.868712643857955
ARPC4	5.0081266099737975	4.432599706948278	4.810640546574608
ARPC5	5.838701440823189	5.317354323032043	6.2916714005298315
ARPC5L	3.973452309106742	3.0895363086849787	3.9087357424062943
ARPIN	NA	2.585801299059108	NA
ARPP19	NA	4.6792311631795265	5.050932660219799
ARPP21	3.1563340680820704	NA	NA
ARRB1	6.4850339205386485	2.277847178864228	3.2583307119544536
ARRB2	3.4839570008814946	1.3833467996743334	2.2695512383565974
ARRDC1	5.896338089884519	2.0815036106349845	4.120590718232866
ARRDC2	6.292033153566105	1.3106506864154115	3.5906882724942624
ARRDC3	6.795751833642483	3.364148039743989	4.885610981477265
ARRDC4	4.216997686759667	1.788363836460669	2.61840434551622
ARRDC5	-0.13216984916348065	NA	NA
ARSA	5.239898226937981	1.4799009929593936	2.433389261021316
ARSB	2.215994861186825	4.853455843658121	5.4388836878609395
ARSD	5.782278476542085	NA	NA
ARSG	3.9251224962251015	3.176065736276733	3.9871458045393395
ARSI	2.6970074241282465	NA	NA
ARSJ	-0.8920332982497667	NA	NA
ARSK	2.902698382857739	1.9409508756815208	2.854244272811846
ARSL	1.8042551076813285	NA	NA
ART3	NA	0.5732771971355257	1.3853565003506538
ART4	5.974967839744089	1.4254030571000824	1.3487954420850283
ARTN	NA	NA	0.7380181132548572
ARV1	0.4145958204497471	1.1030034890480074	2.173897291877988
ARVCF	5.554667450385971	2.3628932565754037	2.039252908203774
ARXES1	NA	0.9278681170374616	NA
ARXES2	NA	1.2526021328441919	0.5385097899888879
AS3MT	6.466827249519729	3.583946860211825	5.176548349171659
ASAH1	9.171511245065153	4.220776077848991	5.260836424261358
ASAH2	2.3279189684575416	2.8990537331990787	4.354019505759834
ASAP1	5.105645195348327	1.6412525069054318	2.241707124424518
ASAP2	5.884172729791214	1.2806653586353443	1.8053811327939868
ASAP3	5.756277855375456	1.145791789287392	1.8313156394587482
ASB1	5.732458187402169	1.418874880275353	2.1236923534486785
ASB11	NA	NA	1.9362653762734434
ASB13	6.174501426592395	3.2399746799183915	5.391576525072975
ASB15	NA	NA	0.9654247451475433
ASB16	1.6654804540999804	NA	NA
ASB2	1.4808827421715736	0.3162922568480317	0.7697286153730524
ASB3	4.039682002433589	0.9129651161827187	1.8504631621177277
ASB5	2.442487436428565	NA	NA
ASB6	4.177592649150568	1.293923598342568	2.8113653009564743
ASB7	3.0604148611374686	1.4902898869805306	2.3713354147259174
ASB8	4.734141538807731	2.933905247801489	3.9673992854359708
ASB9	2.6287376226315864	3.883524318993672	4.59775422111062
ASCC1	4.06290523162919	4.639680314981995	5.776584894786855
ASCC2	6.00757335927191	2.299620325712344	3.375261611182324
ASCC3	4.909844389281255	1.219662311300202	2.3292098047036336
ASDURF	2.01543598083927	NA	NA
ASF1A	2.574980859628115	2.088817005842403	3.6113359861094096
ASF1B	1.4071216207287767	0.18360277640338032	NA
ASGR2	NA	0.03640696569654135	NA
ASH1L	7.094539118464301	2.0072628566318245	2.838641445269643
ASH2L	4.58043746258688	1.7641154490709061	3.6198734513831616
ASIC1	NA	NA	0.988492912899682
ASIC2	2.26350090154474	NA	NA
ASIC4	3.7632812140493184	NA	NA
ASIP	NA	3.2947716273219747	NA
ASL	7.005053951524687	4.97265951183514	6.940494181199168
ASMTL	5.625960614823462	NA	NA
ASNA1	NA	NA	6.522506070755944
