	cat_ctx_control	podtreck_control	iri_young_sham
2310010J17RIK	NA	2.101953701262634	3.981196464559727
2310014F06RIK	NA	0.3161062026023594	0.8971816928404052
2310015A10RIK	NA	0.5202909969531075	0.9498143198107435
2310015A16RIK	NA	1.1419029661399949	NA
2310016G11RIK	NA	NA	1.011276910074059
2310026L22RIK	NA	NA	1.4763507130872568
2310035C23RIK	NA	NA	3.057227896533531
2310036O22RIK	NA	NA	6.390618905621707
2310039H08RIK	NA	5.098977483255792	5.844248344008975
2310040G07RIK	NA	NA	1.0610733047565013
2310043L19RIK	NA	NA	0.7169082481857386
2310045N01RIK	NA	NA	3.7704389323997614
2310047M10RIK	NA	NA	2.4423760439752393
2310061J03RIK	NA	NA	2.07537118043182
2310067B10RIK	NA	NA	3.9763148323185775
2410002F23RIK	NA	1.6867763958577335	2.608406420530303
2410003L11RIK	NA	NA	1.3335616000534134
2410004N09RIK	NA	NA	4.130155854786135
2410006H16RIK	NA	3.6071027711414536	4.77093905814741
2410015M20RIK	NA	NA	7.324814747791528
2410016O06RIK	NA	NA	2.0885378237233874
2410022M11RIK	NA	0.9118396469201278	1.8476271907408375
2410089E03RIK	NA	NA	1.4686075397713705
2410127L17RIK	NA	NA	3.059404948873198
2410131K14RIK	NA	NA	2.5336981439774844
2500002B13RIK	NA	1.7182231972996636	2.333058835826996
2500004C02RIK	NA	1.1258753095229173	1.578391037127804
2510003E04RIK	NA	NA	4.364283282956078
2510016D11RIK	NA	0.9941868431623396	NA
2510046G10RIK	NA	0.9834007411858083	NA
2610001J05RIK	NA	2.539575543311551	3.5884159174671026
2610002J02RIK	NA	NA	4.272520327868325
2610002M06RIK	NA	1.8826620243938044	2.1463603446072828
2610005L07RIK	NA	2.454123794771317	1.1200587002489664
2610008E11RIK	NA	1.4314894760919905	2.0555021057902203
2610015P09RIK	NA	NA	1.7441499376328622
2610016A17RIK	NA	0.41605011113105017	1.0093338815198685
2610020H08RIK	NA	NA	1.5697377273377544
2610021A01RIK	NA	1.1389350389387818	1.3274507499974613
2610027K06RIK	NA	NA	0.7144702607364329
2610034B18RIK	NA	NA	3.534538648122089
