	value
rho_added	0.5209066257942261
n_added	1800
matched_core_rho_mean	0.5233889957116241
matched_core_rho_lo95	0.49036816256219007
matched_core_rho_hi95	0.5576379558553363
added_minus_matched_core	-0.0024823699173980307
p_two_sided_empirical	0.8935532233883059
n_resample	2000
deciles_with_insufficient_core	なし
