collection	pathway	n_genes	state	cos	ceiling	gap_to_ceiling	random_lo95	random_hi95	above_random
Reactome	GPCR Downstream Signalling	35	cat_CKD34	1.0	0.9673	-0.0327	1.0	1.0	False
Reactome	GPCR Downstream Signalling	35	cat_med_CKD12	0.6878	0.8177	0.1299	0.5473	0.953	False
Reactome	GPCR Downstream Signalling	35	cat_med_CKD34	0.8485	0.9119	0.0634	0.6682	0.9477	False
Reactome	GPCR Downstream Signalling	35	mouse_5D	0.6803	0.9365	0.2562	-0.11	0.7222	False
Reactome	GPCR Downstream Signalling	35	mouse_2W	0.602	0.9805	0.3785	0.112	0.7656	False
Reactome	GPCR Downstream Signalling	35	mouse_3W	0.5854	0.9636	0.3782	0.0825	0.7801	False
Reactome	GPCR Downstream Signalling	35	IRI_2h	0.2393	0.8522	0.6129	-0.1979	0.5625	False
Reactome	GPCR Downstream Signalling	35	IRI_4h	0.2266	0.9208	0.6942	-0.1049	0.68	False
Reactome	GPCR Downstream Signalling	35	IRI_24h	0.2516	0.9638	0.7122	0.1401	0.7889	False
Reactome	GPCR Downstream Signalling	35	IRI_48h	0.4406	0.9706	0.5301	0.1794	0.776	False
Reactome	GPCR Downstream Signalling	35	IRI_72h	0.5548	0.9464	0.3917	0.2199	0.8135	False
Reactome	GPCR Downstream Signalling	35	IRI_7d	0.6321	0.9748	0.3426	0.1642	0.8143	False
Reactome	GPCR Downstream Signalling	35	IRI_14d	0.5619	0.9528	0.3909	0.1012	0.781	False
Reactome	GPCR Downstream Signalling	35	IRI_28d	0.5165	0.9666	0.4501	0.0234	0.7997	False
Reactome	GPCR Downstream Signalling	35	IRI_12mo	0.5128	0.9428	0.43	-0.0106	0.7887	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	cat_CKD12	0.8877	0.6578	-0.2299	0.8359	0.95	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	cat_CKD34	1.0	0.7286	-0.2714	1.0	1.0	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	cat_med_CKD12	0.6045	0.2821	-0.3224	0.6496	0.8933	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	cat_med_CKD34	0.7735	0.8079	0.0344	0.7463	0.9208	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	mouse_5D	0.4967	0.8181	0.3214	0.1002	0.5549	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	mouse_2W	0.5311	0.849	0.3179	0.2545	0.6667	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	mouse_3W	0.524	0.8408	0.3168	0.2121	0.667	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_2h	0.1198	0.75	0.6301	-0.0219	0.4034	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_4h	0.327	0.7158	0.3888	0.0513	0.5267	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_24h	0.5934	0.8498	0.2564	0.2857	0.6843	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_48h	0.5966	0.8492	0.2526	0.2951	0.6625	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_72h	0.5605	0.842	0.2815	0.3376	0.7126	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_7d	0.5746	0.85	0.2754	0.2362	0.7152	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_14d	0.4963	0.8142	0.3179	0.1911	0.6496	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_28d	0.5492	0.8149	0.2657	0.1991	0.6838	False
Reactome	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	83	IRI_12mo	0.5861	0.8425	0.2565	0.0924	0.662	False
Reactome	Gastrulation	30	cat_CKD12	0.6696	0.1458	-0.5238	0.7733	0.97	False
Reactome	Gastrulation	30	cat_CKD34	1.0	0.5696	-0.4304	1.0	1.0	False
Reactome	Gastrulation	30	cat_med_CKD12	0.8223	0.5722	-0.2501	0.5473	0.953	False
Reactome	Gastrulation	30	cat_med_CKD34	0.2131	0.5884	0.3752	0.6682	0.9477	False
Reactome	Gastrulation	30	mouse_5D	-0.4415	0.7417	1.1832	-0.11	0.7222	False
Reactome	Gastrulation	30	mouse_2W	-0.1616	0.7508	0.9124	0.112	0.7656	False
Reactome	Gastrulation	30	mouse_3W	-0.2654	0.7243	0.9898	0.0825	0.7801	False
Reactome	Gastrulation	30	IRI_2h	0.5608	0.7133	0.1525	-0.1979	0.5625	False
Reactome	Gastrulation	30	IRI_4h	0.3474	0.6842	0.3369	-0.1049	0.68	False
Reactome	Gastrulation	30	IRI_24h	-0.3085	0.7455	1.0539	0.1401	0.7889	False
Reactome	Gastrulation	30	IRI_48h	-0.2288	0.724	0.9528	0.1794	0.776	False
Reactome	Gastrulation	30	IRI_72h	0.2671	0.5515	0.2844	0.2199	0.8135	False
Reactome	Gastrulation	30	IRI_7d	0.1982	0.704	0.5058	0.1642	0.8143	False
Reactome	Gastrulation	30	IRI_14d	0.5794	0.7164	0.137	0.1012	0.781	False
Reactome	Gastrulation	30	IRI_28d	0.7182	0.562	-0.1563	0.0234	0.7997	False
Reactome	Gastrulation	30	IRI_12mo	-0.2417	0.6904	0.9321	-0.0106	0.7887	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	cat_CKD12	0.9264	0.9082	-0.0182	0.7733	0.97	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	cat_CKD34	1.0	0.932	-0.068	1.0	1.0	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	cat_med_CKD12	0.8522	0.8811	0.0289	0.5473	0.953	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	cat_med_CKD34	0.8665	0.8518	-0.0147	0.6682	0.9477	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	mouse_5D	0.489	0.9472	0.4582	-0.11	0.7222	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	mouse_2W	0.6098	0.963	0.3533	0.112	0.7656	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	mouse_3W	0.4896	0.9477	0.4581	0.0825	0.7801	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_2h	0.1518	0.8703	0.7185	-0.1979	0.5625	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_4h	0.2782	0.8556	0.5774	-0.1049	0.68	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_24h	0.5624	0.9611	0.3987	0.1401	0.7889	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_48h	0.5426	0.9582	0.4156	0.1794	0.776	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_72h	0.5458	0.9459	0.4002	0.2199	0.8135	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_7d	0.6911	0.9588	0.2677	0.1642	0.8143	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_14d	0.7489	0.9432	0.1943	0.1012	0.781	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_28d	0.7941	0.9426	0.1485	0.0234	0.7997	False
Reactome	Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	30	IRI_12mo	0.7535	0.9219	0.1684	-0.0106	0.7887	False
Reactome	Gene Expression (Transcription)	147	cat_CKD12	0.9005	0.8359	-0.0646	0.8359	0.95	False
Reactome	Gene Expression (Transcription)	147	cat_CKD34	1.0	0.9162	-0.0838	1.0	1.0	False
Reactome	Gene Expression (Transcription)	147	cat_med_CKD12	0.669	0.8756	0.2066	0.6496	0.8933	False
Reactome	Gene Expression (Transcription)	147	cat_med_CKD34	0.8482	0.7882	-0.06	0.7463	0.9208	False
Reactome	Gene Expression (Transcription)	147	mouse_5D	0.4366	0.9364	0.4999	0.1002	0.5549	False
Reactome	Gene Expression (Transcription)	147	mouse_2W	0.5004	0.9519	0.4516	0.2545	0.6667	False
Reactome	Gene Expression (Transcription)	147	mouse_3W	0.4918	0.8998	0.408	0.2121	0.667	False
Reactome	Gene Expression (Transcription)	147	IRI_2h	0.0408	0.8718	0.8309	-0.0219	0.4034	False
Reactome	Gene Expression (Transcription)	147	IRI_4h	0.2092	0.8994	0.6901	0.0513	0.5267	False
Reactome	Gene Expression (Transcription)	147	IRI_24h	0.5354	0.9423	0.4069	0.2857	0.6843	False
Reactome	Gene Expression (Transcription)	147	IRI_48h	0.5529	0.9321	0.3792	0.2951	0.6625	False
Reactome	Gene Expression (Transcription)	147	IRI_72h	0.5961	0.8955	0.2994	0.3376	0.7126	False
Reactome	Gene Expression (Transcription)	147	IRI_7d	0.6025	0.9447	0.3422	0.2362	0.7152	False
Reactome	Gene Expression (Transcription)	147	IRI_14d	0.4808	0.9199	0.4391	0.1911	0.6496	False
Reactome	Gene Expression (Transcription)	147	IRI_28d	0.6518	0.9053	0.2535	0.1991	0.6838	False
Reactome	Gene Expression (Transcription)	147	IRI_12mo	0.5758	0.9101	0.3344	0.0924	0.662	False
Reactome	Generic Transcription Pathway	111	cat_CKD12	0.9496	0.8134	-0.1363	0.8359	0.95	False
Reactome	Generic Transcription Pathway	111	cat_CKD34	1.0	0.9246	-0.0754	1.0	1.0	True
Reactome	Generic Transcription Pathway	111	cat_med_CKD12	0.6551	0.8563	0.2012	0.6496	0.8933	False
Reactome	Generic Transcription Pathway	111	cat_med_CKD34	0.8648	0.8011	-0.0637	0.7463	0.9208	False
Reactome	Generic Transcription Pathway	111	mouse_5D	0.5335	0.9492	0.4157	0.1002	0.5549	False
Reactome	Generic Transcription Pathway	111	mouse_2W	0.5459	0.9579	0.4119	0.2545	0.6667	False
Reactome	Generic Transcription Pathway	111	mouse_3W	0.5469	0.9259	0.379	0.2121	0.667	False
Reactome	Generic Transcription Pathway	111	IRI_2h	0.0209	0.8669	0.846	-0.0219	0.4034	False
Reactome	Generic Transcription Pathway	111	IRI_4h	0.2968	0.8971	0.6002	0.0513	0.5267	False
Reactome	Generic Transcription Pathway	111	IRI_24h	0.5606	0.9519	0.3913	0.2857	0.6843	False
Reactome	Generic Transcription Pathway	111	IRI_48h	0.5787	0.9395	0.3609	0.2951	0.6625	False
Reactome	Generic Transcription Pathway	111	IRI_72h	0.6463	0.9061	0.2597	0.3376	0.7126	False
Reactome	Generic Transcription Pathway	111	IRI_7d	0.6312	0.9506	0.3195	0.2362	0.7152	False
Reactome	Generic Transcription Pathway	111	IRI_14d	0.5179	0.928	0.41	0.1911	0.6496	False
Reactome	Generic Transcription Pathway	111	IRI_28d	0.7025	0.9195	0.217	0.1991	0.6838	True
Reactome	Generic Transcription Pathway	111	IRI_12mo	0.5871	0.9211	0.3341	0.0924	0.662	False
Reactome	Glucose Metabolism	33	cat_CKD12	0.9549	0.789	-0.166	0.7733	0.97	False
Reactome	Glucose Metabolism	33	cat_CKD34	1.0	0.9097	-0.0903	1.0	1.0	False
Reactome	Glucose Metabolism	33	cat_med_CKD12	0.7152	0.9251	0.2099	0.5473	0.953	False
Reactome	Glucose Metabolism	33	cat_med_CKD34	0.8569	0.6365	-0.2204	0.6682	0.9477	False
Reactome	Glucose Metabolism	33	mouse_5D	-0.149	0.8533	1.0023	-0.11	0.7222	False
Reactome	Glucose Metabolism	33	mouse_2W	0.1942	0.9488	0.7546	0.112	0.7656	False
Reactome	Glucose Metabolism	33	mouse_3W	0.0966	0.8557	0.7592	0.0825	0.7801	False
Reactome	Glucose Metabolism	33	IRI_2h	0.2035	0.8672	0.6636	-0.1979	0.5625	False
Reactome	Glucose Metabolism	33	IRI_4h	0.4007	0.8354	0.4347	-0.1049	0.68	False
Reactome	Glucose Metabolism	33	IRI_24h	0.3201	0.9383	0.6182	0.1401	0.7889	False
Reactome	Glucose Metabolism	33	IRI_48h	0.1094	0.9107	0.8013	0.1794	0.776	False
Reactome	Glucose Metabolism	33	IRI_72h	0.077	0.779	0.7019	0.2199	0.8135	False
Reactome	Glucose Metabolism	33	IRI_7d	0.0394	0.9335	0.8941	0.1642	0.8143	False
Reactome	Glucose Metabolism	33	IRI_14d	0.1465	0.917	0.7705	0.1012	0.781	False
Reactome	Glucose Metabolism	33	IRI_28d	0.148	0.7674	0.6194	0.0234	0.7997	False
Reactome	Glucose Metabolism	33	IRI_12mo	0.121	0.7597	0.6387	-0.0106	0.7887	False
Reactome	Golgi-to-ER Retrograde Transport	47	cat_CKD12	0.9496	0.8772	-0.0724	0.7683	0.9607	False
Reactome	Golgi-to-ER Retrograde Transport	47	cat_CKD34	1.0	0.9103	-0.0897	1.0	1.0	False
Reactome	Golgi-to-ER Retrograde Transport	47	cat_med_CKD12	0.732	0.8647	0.1327	0.6132	0.9292	False
Reactome	Golgi-to-ER Retrograde Transport	47	cat_med_CKD34	0.7593	0.707	-0.0523	0.7046	0.9424	False
Reactome	Golgi-to-ER Retrograde Transport	47	mouse_5D	0.6394	0.9433	0.3038	-0.0554	0.6564	False
Reactome	Golgi-to-ER Retrograde Transport	47	mouse_2W	0.5079	0.951	0.4431	0.2149	0.7213	False
Reactome	Golgi-to-ER Retrograde Transport	47	mouse_3W	0.5681	0.9348	0.3667	0.1529	0.7198	False
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_2h	0.4369	0.8795	0.4425	-0.1588	0.47	False
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_4h	0.6296	0.9311	0.3015	-0.0217	0.6035	True
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_24h	0.6977	0.9445	0.2468	0.2369	0.7239	False
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_48h	0.7441	0.9334	0.1893	0.2149	0.7277	True
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_72h	0.7187	0.9045	0.1858	0.2557	0.7616	False
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_7d	0.7987	0.939	0.1403	0.1777	0.7544	True
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_14d	0.6149	0.9144	0.2994	0.108	0.6979	False
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_28d	0.7049	0.9047	0.1998	0.0395	0.746	False
Reactome	Golgi-to-ER Retrograde Transport	47	IRI_12mo	0.8267	0.8684	0.0417	-0.0007	0.7354	True
Reactome	HIV Infection	69	cat_CKD12	0.8769	0.6664	-0.2106	0.7683	0.9607	False
Reactome	HIV Infection	69	cat_CKD34	1.0	0.8	-0.2	1.0	1.0	False
Reactome	HIV Infection	69	cat_med_CKD12	0.7107	0.7224	0.0117	0.6132	0.9292	False
Reactome	HIV Infection	69	cat_med_CKD34	0.4649	0.6619	0.197	0.7046	0.9424	False
Reactome	HIV Infection	69	mouse_5D	-0.2471	0.8748	1.1219	-0.0554	0.6564	False
Reactome	HIV Infection	69	mouse_2W	-0.1984	0.8895	1.0878	0.2149	0.7213	False
Reactome	HIV Infection	69	mouse_3W	-0.2271	0.861	1.0881	0.1529	0.7198	False
Reactome	HIV Infection	69	IRI_2h	0.3075	0.8452	0.5377	-0.1588	0.47	False
Reactome	HIV Infection	69	IRI_4h	0.0395	0.7127	0.6732	-0.0217	0.6035	False
Reactome	HIV Infection	69	IRI_24h	-0.1695	0.8878	1.0574	0.2369	0.7239	False
Reactome	HIV Infection	69	IRI_48h	-0.1317	0.876	1.0077	0.2149	0.7277	False
Reactome	HIV Infection	69	IRI_72h	-0.0044	0.823	0.8273	0.2557	0.7616	False
Reactome	HIV Infection	69	IRI_7d	0.028	0.8714	0.8434	0.1777	0.7544	False
Reactome	HIV Infection	69	IRI_14d	0.2907	0.8543	0.5636	0.108	0.6979	False
Reactome	HIV Infection	69	IRI_28d	0.0666	0.7292	0.6626	0.0395	0.746	False
Reactome	HIV Infection	69	IRI_12mo	0.1255	0.7872	0.6617	-0.0007	0.7354	False
Reactome	Hedgehog 'Off' State	38	cat_CKD12	0.9729	0.894	-0.0789	0.7733	0.97	True
Reactome	Hedgehog 'Off' State	38	cat_CKD34	1.0	0.9219	-0.0781	1.0	1.0	False
Reactome	Hedgehog 'Off' State	38	cat_med_CKD12	0.7459	0.8942	0.1483	0.5473	0.953	False
Reactome	Hedgehog 'Off' State	38	cat_med_CKD34	0.5576	0.661	0.1033	0.6682	0.9477	False
Reactome	Hedgehog 'Off' State	38	mouse_5D	0.5332	0.9354	0.4021	-0.11	0.7222	False
Reactome	Hedgehog 'Off' State	38	mouse_2W	0.5831	0.9478	0.3647	0.112	0.7656	False
Reactome	Hedgehog 'Off' State	38	mouse_3W	0.4617	0.9254	0.4637	0.0825	0.7801	False
Reactome	Hedgehog 'Off' State	38	IRI_2h	0.5379	0.9097	0.3717	-0.1979	0.5625	False
Reactome	Hedgehog 'Off' State	38	IRI_4h	0.6302	0.9416	0.3114	-0.1049	0.68	False
Reactome	Hedgehog 'Off' State	38	IRI_24h	0.6137	0.9404	0.3268	0.1401	0.7889	False
Reactome	Hedgehog 'Off' State	38	IRI_48h	0.7009	0.9517	0.2508	0.1794	0.776	False
Reactome	Hedgehog 'Off' State	38	IRI_72h	0.8096	0.9256	0.1161	0.2199	0.8135	False
Reactome	Hedgehog 'Off' State	38	IRI_7d	0.8246	0.9488	0.1242	0.1642	0.8143	True
Reactome	Hedgehog 'Off' State	38	IRI_14d	0.785	0.9237	0.1386	0.1012	0.781	True
Reactome	Hedgehog 'Off' State	38	IRI_28d	0.8708	0.9221	0.0514	0.0234	0.7997	True
Reactome	Hedgehog 'Off' State	38	IRI_12mo	0.7311	0.9108	0.1797	-0.0106	0.7887	False
Reactome	Hedgehog 'On' State	32	cat_CKD12	0.8795	0.4945	-0.385	0.7733	0.97	False
Reactome	Hedgehog 'On' State	32	cat_CKD34	1.0	0.6989	-0.3011	1.0	1.0	False
Reactome	Hedgehog 'On' State	32	cat_med_CKD12	0.8283	0.7032	-0.1252	0.5473	0.953	False
Reactome	Hedgehog 'On' State	32	cat_med_CKD34	0.1359	0.6619	0.5259	0.6682	0.9477	False
Reactome	Hedgehog 'On' State	32	mouse_5D	-0.5923	0.8121	1.4044	-0.11	0.7222	False
Reactome	Hedgehog 'On' State	32	mouse_2W	-0.4919	0.8295	1.3214	0.112	0.7656	False
Reactome	Hedgehog 'On' State	32	mouse_3W	-0.5376	0.8116	1.3491	0.0825	0.7801	False
Reactome	Hedgehog 'On' State	32	IRI_2h	0.5052	0.7859	0.2806	-0.1979	0.5625	False
Reactome	Hedgehog 'On' State	32	IRI_4h	0.0552	0.7208	0.6656	-0.1049	0.68	False
Reactome	Hedgehog 'On' State	32	IRI_24h	-0.4521	0.8226	1.2747	0.1401	0.7889	False
Reactome	Hedgehog 'On' State	32	IRI_48h	-0.4741	0.8011	1.2752	0.1794	0.776	False
Reactome	Hedgehog 'On' State	32	IRI_72h	-0.2925	0.6324	0.9249	0.2199	0.8135	False
Reactome	Hedgehog 'On' State	32	IRI_7d	-0.163	0.7791	0.9421	0.1642	0.8143	False
Reactome	Hedgehog 'On' State	32	IRI_14d	0.3967	0.7986	0.4018	0.1012	0.781	False
Reactome	Hedgehog 'On' State	32	IRI_28d	0.3169	0.6787	0.3618	0.0234	0.7997	False
Reactome	Hedgehog 'On' State	32	IRI_12mo	-0.2626	0.7631	1.0257	-0.0106	0.7887	False
Reactome	Hedgehog Ligand Biogenesis	31	cat_CKD12	0.8112	0.2728	-0.5384	0.7733	0.97	False
Reactome	Hedgehog Ligand Biogenesis	31	cat_CKD34	1.0	0.589	-0.411	1.0	1.0	False
Reactome	Hedgehog Ligand Biogenesis	31	cat_med_CKD12	0.8633	0.6381	-0.2252	0.5473	0.953	False
Reactome	Hedgehog Ligand Biogenesis	31	cat_med_CKD34	-0.0664	0.5958	0.6622	0.6682	0.9477	False
Reactome	Hedgehog Ligand Biogenesis	31	mouse_5D	-0.7028	0.7461	1.4489	-0.11	0.7222	False
Reactome	Hedgehog Ligand Biogenesis	31	mouse_2W	-0.5828	0.7614	1.3441	0.112	0.7656	False
Reactome	Hedgehog Ligand Biogenesis	31	mouse_3W	-0.6121	0.7474	1.3595	0.0825	0.7801	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_2h	0.5027	0.7283	0.2256	-0.1979	0.5625	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_4h	0.1665	0.6457	0.4792	-0.1049	0.68	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_24h	-0.5901	0.7576	1.3477	0.1401	0.7889	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_48h	-0.6233	0.7433	1.3666	0.1794	0.776	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_72h	-0.2831	0.6031	0.8862	0.2199	0.8135	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_7d	-0.231	0.7182	0.9491	0.1642	0.8143	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_14d	0.3974	0.7284	0.331	0.1012	0.781	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_28d	0.464	0.5829	0.1189	0.0234	0.7997	False
Reactome	Hedgehog Ligand Biogenesis	31	IRI_12mo	-0.4755	0.7128	1.1883	-0.0106	0.7887	False
Reactome	Hemostasis	118	cat_CKD12	0.9036	0.8355	-0.0681	0.8359	0.95	False
Reactome	Hemostasis	118	cat_CKD34	1.0	0.908	-0.092	1.0	1.0	False
Reactome	Hemostasis	118	cat_med_CKD12	0.6921	0.8886	0.1964	0.6496	0.8933	False
Reactome	Hemostasis	118	cat_med_CKD34	0.862	0.8261	-0.0359	0.7463	0.9208	False
Reactome	Hemostasis	118	mouse_5D	0.5523	0.9055	0.3532	0.1002	0.5549	False
Reactome	Hemostasis	118	mouse_2W	0.7732	0.947	0.1739	0.2545	0.6667	True
Reactome	Hemostasis	118	mouse_3W	0.7255	0.9034	0.178	0.2121	0.667	True
Reactome	Hemostasis	118	IRI_2h	0.3078	0.8353	0.5275	-0.0219	0.4034	False
Reactome	Hemostasis	118	IRI_4h	0.4097	0.9007	0.4911	0.0513	0.5267	False
Reactome	Hemostasis	118	IRI_24h	0.7923	0.9256	0.1333	0.2857	0.6843	True
Reactome	Hemostasis	118	IRI_48h	0.7711	0.9323	0.1612	0.2951	0.6625	True
Reactome	Hemostasis	118	IRI_72h	0.7954	0.9171	0.1217	0.3376	0.7126	True
Reactome	Hemostasis	118	IRI_7d	0.8226	0.937	0.1144	0.2362	0.7152	True
Reactome	Hemostasis	118	IRI_14d	0.7724	0.9279	0.1555	0.1911	0.6496	True
Reactome	Hemostasis	118	IRI_28d	0.7397	0.9301	0.1904	0.1991	0.6838	True
Reactome	Hemostasis	118	IRI_12mo	0.7694	0.893	0.1236	0.0924	0.662	True
Reactome	Hh Mutants Abrogate Ligand Secretion	30	cat_CKD12	0.8285	0.3008	-0.5277	0.7733	0.97	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	cat_CKD34	1.0	0.612	-0.388	1.0	1.0	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	cat_med_CKD12	0.8625	0.6414	-0.2211	0.5473	0.953	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	cat_med_CKD34	-0.059	0.6197	0.6787	0.6682	0.9477	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	mouse_5D	-0.6987	0.7608	1.4594	-0.11	0.7222	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	mouse_2W	-0.5839	0.7762	1.3602	0.112	0.7656	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	mouse_3W	-0.62	0.7617	1.3817	0.0825	0.7801	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_2h	0.534	0.7418	0.2078	-0.1979	0.5625	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_4h	0.1808	0.6586	0.4778	-0.1049	0.68	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_24h	-0.6058	0.7727	1.3785	0.1401	0.7889	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_48h	-0.6309	0.7578	1.3887	0.1794	0.776	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_72h	-0.3093	0.6129	0.9222	0.2199	0.8135	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_7d	-0.2492	0.734	0.9832	0.1642	0.8143	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_14d	0.4141	0.7428	0.3287	0.1012	0.781	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_28d	0.4496	0.5871	0.1375	0.0234	0.7997	False
Reactome	Hh Mutants Abrogate Ligand Secretion	30	IRI_12mo	-0.4875	0.7335	1.221	-0.0106	0.7887	False
Reactome	Hh Mutants Are Degraded by ERAD	30	cat_CKD12	0.8285	0.3008	-0.5277	0.7733	0.97	False
Reactome	Hh Mutants Are Degraded by ERAD	30	cat_CKD34	1.0	0.612	-0.388	1.0	1.0	False
Reactome	Hh Mutants Are Degraded by ERAD	30	cat_med_CKD12	0.8625	0.6414	-0.2211	0.5473	0.953	False
Reactome	Hh Mutants Are Degraded by ERAD	30	cat_med_CKD34	-0.059	0.6197	0.6787	0.6682	0.9477	False
Reactome	Hh Mutants Are Degraded by ERAD	30	mouse_5D	-0.6987	0.7608	1.4594	-0.11	0.7222	False
Reactome	Hh Mutants Are Degraded by ERAD	30	mouse_2W	-0.5839	0.7762	1.3602	0.112	0.7656	False
Reactome	Hh Mutants Are Degraded by ERAD	30	mouse_3W	-0.62	0.7617	1.3817	0.0825	0.7801	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_2h	0.534	0.7418	0.2078	-0.1979	0.5625	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_4h	0.1808	0.6586	0.4778	-0.1049	0.68	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_24h	-0.6058	0.7727	1.3785	0.1401	0.7889	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_48h	-0.6309	0.7578	1.3887	0.1794	0.776	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_72h	-0.3093	0.6129	0.9222	0.2199	0.8135	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_7d	-0.2492	0.734	0.9832	0.1642	0.8143	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_14d	0.4141	0.7428	0.3287	0.1012	0.781	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_28d	0.4496	0.5871	0.1375	0.0234	0.7997	False
Reactome	Hh Mutants Are Degraded by ERAD	30	IRI_12mo	-0.4875	0.7335	1.221	-0.0106	0.7887	False
Reactome	Host Interactions of HIV Factors	58	cat_CKD12	0.8899	0.653	-0.2368	0.7683	0.9607	False
Reactome	Host Interactions of HIV Factors	58	cat_CKD34	1.0	0.8172	-0.1828	1.0	1.0	False
Reactome	Host Interactions of HIV Factors	58	cat_med_CKD12	0.7086	0.7036	-0.005	0.6132	0.9292	False
Reactome	Host Interactions of HIV Factors	58	cat_med_CKD34	0.4325	0.6955	0.263	0.7046	0.9424	False
Reactome	Host Interactions of HIV Factors	58	mouse_5D	-0.2638	0.8836	1.1475	-0.0554	0.6564	False
