library,term,n_set,n_hit,expected,fold,p,q,n_tested_in_library
gobp,Positive Regulation Of Cell Motility (GO:2000147),180,11,12.2,0.9,0.678826765506241,0.7765311549561188,1065.0
gobp,Regulation Of Vesicle-Mediated Transport (GO:0060627),68,4,4.6,0.87,0.6832339834819925,0.7807341120260967,1065.0
kegg,mTOR signaling pathway,133,8,9.0,0.89,0.6839195141612004,0.8167953054839481,209.0
gobp,Autophagosome Organization (GO:1905037),52,3,3.5,0.85,0.6919468173854132,0.7898428301344749,1065.0
gobp,Macromolecule Modification (GO:0043412),69,4,4.7,0.86,0.6943210659495469,0.7900127513207985,1065.0
gobp,Regulation Of Kinase Activity (GO:0043549),69,4,4.7,0.86,0.6943210659495469,0.7900127513207985,1065.0
gobp,Response To Calcium Ion (GO:0051592),69,4,4.7,0.86,0.6943210659495469,0.7900127513207985,1065.0
gobp,Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),103,6,7.0,0.86,0.7039674869699186,0.7988523080473675,1065.0
gobp,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),53,3,3.6,0.84,0.7043402039966931,0.7988523080473675,1065.0
gobp,Protein Tetramerization (GO:0051262),53,3,3.6,0.84,0.7043402039966931,0.7988523080473675,1065.0
gobp,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),70,4,4.7,0.85,0.7051282962463381,0.7988953569173937,1065.0
gobp,Phosphatidylinositol Biosynthetic Process (GO:0006661),87,5,5.9,0.85,0.7083782830143018,0.801724624240416,1065.0
gobp,Regulation Of Macromolecule Metabolic Process (GO:0060255),104,6,7.0,0.85,0.7127614937200433,0.8058290772949533,1065.0
gobp,Organonitrogen Compound Catabolic Process (GO:1901565),54,3,3.6,0.82,0.7163487469836093,0.8089778081207053,1065.0
gobp,Macroautophagy (GO:0016236),88,5,5.9,0.84,0.7178253790366822,0.8089778081207053,1065.0
gobp,Cytoskeleton Organization (GO:0007010),88,5,5.9,0.84,0.7178253790366822,0.8089778081207053,1065.0
gobp,Golgi Organization (GO:0007030),105,6,7.1,0.85,0.7213747029651632,0.8121184552409078,1065.0
gobp,Negative Regulation Of Cell Motility (GO:2000146),106,6,7.2,0.84,0.7298067332516884,0.8207435806895967,1065.0
kegg,Peroxisome,73,4,4.9,0.81,0.735875321396462,0.8699733884159571,209.0
gobp,Monocarboxylic Acid Metabolic Process (GO:0032787),73,4,4.9,0.81,0.735875321396462,0.8260326816213334,1065.0
gobp,Glycerophospholipid Biosynthetic Process (GO:0046474),90,5,6.1,0.82,0.7360610468156294,0.8260326816213334,1065.0
kegg,Breast cancer,107,6,7.2,0.83,0.738057462050081,0.8699733884159571,209.0
gobp,Cell Junction Assembly (GO:0034329),56,3,3.8,0.79,0.739225834995682,0.8286291655673006,1065.0
gobp,Golgi Vesicle Transport (GO:0048193),173,10,11.7,0.86,0.7399308323516458,0.8286291655673006,1065.0
gobp,Lysosomal Transport (GO:0007041),91,5,6.1,0.81,0.7448504312999051,0.8332622997210073,1065.0
kegg,Hepatitis C,125,7,8.4,0.83,0.7485356646031214,0.8699733884159571,209.0
kegg,Autophagy,125,7,8.4,0.83,0.7485356646031214,0.8699733884159571,209.0
gobp,Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),57,3,3.9,0.78,0.7501034219475065,0.8373796062621535,1065.0
gobp,Peptidyl-Threonine Modification (GO:0018210),57,3,3.9,0.78,0.7501034219475065,0.8373796062621535,1065.0
kegg,Central carbon metabolism in cancer,57,3,3.9,0.78,0.7501034219475065,0.8699733884159571,209.0
kegg,Prostate cancer,92,5,6.2,0.8,0.7534219296808049,0.8699733884159571,209.0
gobp,Dephosphorylation (GO:0016311),109,6,7.4,0.81,0.7540157448479414,0.8408657259299033,1065.0
kegg,Endocytosis,209,12,14.1,0.85,0.7610757553295284,0.8733051154626579,209.0
gobp,Positive Regulation Of Cellular Component Biogenesis (GO:0044089),76,4,5.1,0.78,0.7641407705225505,0.8512656073289919,1065.0
kegg,Spinocerebellar ataxia,111,6,7.5,0.8,0.7692532773978956,0.8733051154626579,209.0
gobp,Generation Of Neurons (GO:0048699),94,5,6.4,0.79,0.7699162785373175,0.8568033820713093,1065.0
hallmark,Protein Secretion,94,5,6.4,0.79,0.7699162785373175,0.9967959385135446,35.0
kegg,Drug metabolism,59,3,4.0,0.75,0.7707638209786778,0.8733051154626579,209.0
gobp,Response To Reactive Oxygen Species (GO:0000302),59,3,4.0,0.75,0.7707638209786778,0.8568512206078203,1065.0
gobp,Regulation Of RNA Metabolic Process (GO:0051252),77,4,5.2,0.77,0.7730219492137717,0.8584654597629476,1065.0
kegg,Progesterone-mediated oocyte maturation,77,4,5.2,0.77,0.7730219492137717,0.8733051154626579,209.0
gobp,Regulation Of Protein Binding (GO:0043393),95,5,6.4,0.78,0.7778423036933914,0.862918805659856,1065.0
kegg,Pathogenic Escherichia coli infection,163,9,11.0,0.82,0.780147726514006,0.8733051154626579,209.0
gobp,Epigenetic Regulation Of Gene Expression (GO:0040029),60,3,4.1,0.74,0.7805590114979434,0.8644282255194381,1065.0
gobp,Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507),358,21,24.2,0.87,0.781197128054406,0.8644282255194381,1065.0
gobp,Cellular Response To Chemical Stress (GO:0062197),78,4,5.3,0.76,0.7816379165964497,0.8644282255194381,1065.0
kegg,Viral carcinogenesis,147,8,9.9,0.81,0.7845172536217995,0.8733051154626579,209.0
kegg,Necroptosis,96,5,6.5,0.77,0.7855567545788502,0.8733051154626579,209.0
gobp,Positive Regulation Of DNA Biosynthetic Process (GO:2000573),61,3,4.1,0.73,0.790006479763641,0.8727768682036076,1065.0
gobp,Circulatory System Development (GO:0072359),97,5,6.6,0.76,0.7930618045091604,0.8752443749246175,1065.0
gobp,Protein Ubiquitination (GO:0016567),329,19,22.2,0.85,0.7939116485196155,0.8752752646722469,1065.0
kegg,Adherens junction,62,3,4.2,0.72,0.7991133756486333,0.8836756376220337,209.0
gobp,Regulation Of Autophagy (GO:0010506),201,11,13.6,0.81,0.8061296822544417,0.8878263822140439,1065.0
gobp,Protein O-linked Glycosylation (GO:0006493),63,3,4.3,0.7,0.8078871351479848,0.8879254890945344,1065.0
kegg,Epithelial cell signaling in Helicobacter pylori infection,63,3,4.3,0.7,0.8078871351479848,0.8886758486627833,209.0
gobp,Positive Regulation Of Growth (GO:0045927),63,3,4.3,0.7,0.8078871351479848,0.8879254890945344,1065.0
gobp,Positive Regulation Of Catabolic Process (GO:0009896),64,3,4.3,0.69,0.8163354319596902,0.8944415998323766,1065.0
gobp,Regulation Of DNA Replication (GO:0006275),64,3,4.3,0.69,0.8163354319596902,0.8944415998323766,1065.0
gobp,Glucose Homeostasis (GO:0042593),64,3,4.3,0.69,0.8163354319596902,0.8944415998323766,1065.0
gobp,Neuron Development (GO:0048666),102,5,6.9,0.73,0.8275353588074341,0.9057812509043344,1065.0
gobp,Regulation Of Stress Fiber Assembly (GO:0051492),66,3,4.5,0.67,0.8322872559200938,0.9091137718511794,1065.0
gobp,Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),66,3,4.5,0.67,0.8322872559200938,0.9091137718511794,1065.0
gobp,Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079),67,3,4.5,0.66,0.8398069337362261,0.9137405304629467,1065.0
gobp,Vascular Transport (GO:0010232),67,3,4.5,0.66,0.8398069337362261,0.9137405304629467,1065.0
gobp,Macromolecule Catabolic Process (GO:0009057),67,3,4.5,0.66,0.8398069337362261,0.9137405304629467,1065.0
gobp,Cellular Response To Oxidative Stress (GO:0034599),104,5,7.0,0.71,0.8399549101626524,0.9137405304629467,1065.0
gobp,Regulation Of Cell Motility (GO:2000145),86,4,5.8,0.69,0.8414924731102635,0.9144790651657455,1065.0
gobp,Modification-Dependent Protein Catabolic Process (GO:0019941),175,9,11.8,0.76,0.8440213755420058,0.9162923190134926,1065.0
gobp,Positive Regulation Of Autophagy (GO:0010508),87,4,5.9,0.68,0.8479076148016349,0.9195739406962741,1065.0
gobp,Regulation Of Cell Migration (GO:0030334),344,19,23.2,0.82,0.8497334649417972,0.92061662274976,1065.0
gobp,Protein Localization (GO:0008104),295,16,19.9,0.8,0.8517224326694802,0.9206666370796338,1065.0
gobp,Transport Across Blood-Brain Barrier (GO:0150104),69,3,4.7,0.64,0.8539748463052305,0.9206666370796338,1065.0
gobp,Activation Of Protein Kinase Activity (GO:0032147),69,3,4.7,0.64,0.8539748463052305,0.9206666370796338,1065.0
kegg,Small cell lung cancer,88,4,5.9,0.67,0.8541020069809185,0.9313828234073113,209.0
gobp,Fatty Acid Metabolic Process (GO:0006631),88,4,5.9,0.67,0.8541020069809185,0.9206666370796338,1065.0
gobp,Organonitrogen Compound Biosynthetic Process (GO:1901566),88,4,5.9,0.67,0.8541020069809185,0.9206666370796338,1065.0
kegg,Neurotrophin signaling pathway,107,5,7.2,0.69,0.8571976126908908,0.9313828234073113,209.0
gobp,Protein Localization To Organelle (GO:0033365),107,5,7.2,0.69,0.8571976126908908,0.9211871279614172,1065.0
hallmark,Glycolysis,178,9,12.0,0.75,0.8574732913203023,0.9967959385135446,35.0
gobp,Endomembrane System Organization (GO:0010256),161,8,10.9,0.74,0.8593579268745402,0.9211871279614172,1065.0
kegg,Longevity regulating pathway,89,4,6.0,0.67,0.8600807890794788,0.9313828234073113,209.0
gobp,Intrinsic Apoptotic Signaling Pathway (GO:0097193),89,4,6.0,0.67,0.8600807890794788,0.9211871279614172,1065.0
gobp,Cellular Response To Insulin Stimulus (GO:0032869),89,4,6.0,0.67,0.8600807890794788,0.9211871279614172,1065.0
gobp,Sphingolipid Metabolic Process (GO:0006665),70,3,4.7,0.63,0.8606396172033898,0.9211871279614172,1065.0
gobp,Regulation Of Organelle Assembly (GO:1902115),70,3,4.7,0.63,0.8606396172033898,0.9211871279614172,1065.0
gobp,Positive Regulation Of Double-Strand Break Repair (GO:2000781),70,3,4.7,0.63,0.8606396172033898,0.9211871279614172,1065.0
gobp,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),108,5,7.3,0.69,0.8625893893618637,0.9223470880224748,1065.0
gobp,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),283,15,19.1,0.78,0.8677977488789652,0.9269855592337993,1065.0
gobp,Intracellular Protein Transport (GO:0006886),284,15,19.2,0.78,0.8710692127648348,0.928054108688561,1065.0
hallmark,UV Response Dn,128,6,8.6,0.69,0.8713408756653052,0.9967959385135446,35.0
gobp,Cellular Response To Growth Factor Stimulus (GO:0071363),128,6,8.6,0.69,0.8713408756653052,0.928054108688561,1065.0
gobp,Regulation Of Protein-Containing Complex Assembly (GO:0043254),91,4,6.1,0.65,0.8714123086277568,0.928054108688561,1065.0
gobp,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956),73,3,4.9,0.61,0.8790562608612967,0.9343262652867077,1065.0
gobp,"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",73,3,4.9,0.61,0.8790562608612967,0.9343262652867077,1065.0
kegg,Axon guidance,148,7,10.0,0.7,0.8798910763622962,0.947923891544948,209.0
gobp,RNA Metabolic Process (GO:0016070),93,4,6.3,0.64,0.8819439922533351,0.9355282387946234,1065.0
gobp,Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434),93,4,6.3,0.64,0.8819439922533351,0.9355282387946234,1065.0
hallmark,Bile Acid Metabolism,93,4,6.3,0.64,0.8819439922533351,0.9967959385135446,35.0
kegg,ErbB signaling pathway,74,3,5.0,0.6,0.8846965179873821,0.9482131910736558,209.0
gobp,Lipid Transport (GO:0006869),74,3,5.0,0.6,0.8846965179873821,0.9357040782969619,1065.0
gobp,Regulation Of Double-Strand Break Repair (GO:2000779),74,3,5.0,0.6,0.8846965179873821,0.9357040782969619,1065.0
gobp,Negative Regulation Of Cell Migration (GO:0030336),131,6,8.9,0.68,0.8847455463333714,0.9357040782969619,1065.0
gobp,Protein Homooligomerization (GO:0051260),94,4,6.4,0.63,0.8869230017518247,0.9370763857794576,1065.0
gobp,mRNA Metabolic Process (GO:0016071),75,3,5.1,0.59,0.8901009084673864,0.939501949968054,1065.0
gobp,Regulation Of Protein Metabolic Process (GO:0051246),77,3,5.2,0.58,0.9002336526254388,0.9492562772733587,1065.0
kegg,Tight junction,136,6,9.2,0.65,0.9044585816881734,0.9644481814940217,209.0
gobp,Regulation Of Cell Cycle (GO:0051726),244,12,16.5,0.73,0.9053388509354581,0.9528058458370409,1065.0
gobp,Negative Regulation Of Apoptotic Process (GO:0043066),364,19,24.6,0.77,0.9053892168892821,0.9528058458370409,1065.0
gobp,Non-Membrane-Bounded Organelle Assembly (GO:0140694),99,4,6.7,0.6,0.9091574981286772,0.9548843545434331,1065.0
gobp,Regulation Of Protein Catabolic Process (GO:0042176),99,4,6.7,0.6,0.9091574981286772,0.9548843545434331,1065.0
kegg,MicroRNAs in cancer,158,7,10.7,0.66,0.915864760639363,0.9690092188141377,209.0
kegg,mRNA surveillance pathway,81,3,5.5,0.55,0.9180087336133935,0.9690092188141377,209.0
gobp,Positive Regulation Of Transferase Activity (GO:0051347),121,5,8.2,0.61,0.9183927813851039,0.9636338050986558,1065.0
gobp,Protein Localization To Plasma Membrane (GO:0072659),104,4,7.0,0.57,0.927420012580595,0.9721479462582024,1065.0
gobp,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),324,16,21.9,0.73,0.9293339645101434,0.9731963345165218,1065.0
gobp,Regulation Of Cellular Component Organization (GO:0051128),126,5,8.5,0.59,0.9338403762810739,0.9769548140857993,1065.0
gobp,Regulation Of Macroautophagy (GO:0016241),86,3,5.8,0.52,0.9361504271318695,0.9770887577271382,1065.0
gobp,Cytosolic Transport (GO:0016482),107,4,7.2,0.55,0.936720771492402,0.9770887577271382,1065.0
gobp,Epithelium Development (GO:0060429),107,4,7.2,0.55,0.936720771492402,0.9770887577271382,1065.0
gobp,Regulation Of Cell Growth (GO:0001558),186,8,12.6,0.64,0.9402086273232484,0.9782448718838327,1065.0
gobp,Protein Modification By Small Protein Conjugation (GO:0032446),278,13,18.8,0.69,0.9418732791343983,0.9782448718838327,1065.0
gobp,Regulation Of Mitotic Cell Cycle (GO:0007346),109,4,7.4,0.54,0.9423057957309496,0.9782448718838327,1065.0
gobp,Negative Regulation Of Translation (GO:0017148),88,3,5.9,0.5,0.9423090131729369,0.9782448718838327,1065.0
gobp,Protein Localization To Cell Periphery (GO:1990778),110,4,7.4,0.54,0.9449263561482634,0.9782448718838327,1065.0
gobp,Regulation Of Programmed Cell Death (GO:0043067),150,6,10.1,0.59,0.9449381802505182,0.9782448718838327,1065.0
gobp,Regulation Of Organelle Organization (GO:0033043),89,3,6.0,0.5,0.9451774395948017,0.9782448718838327,1065.0
gobp,Response To UV (GO:0009411),89,3,6.0,0.5,0.9451774395948017,0.9782448718838327,1065.0
hallmark,Estrogen Response Early,171,7,11.6,0.61,0.9484528681350654,0.9967959385135446,35.0
gobp,Protein Stabilization (GO:0050821),172,7,11.6,0.6,0.950417963246039,0.9827137192786715,1065.0
gobp,Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),93,3,6.3,0.48,0.955375427303003,0.9859252229435059,1065.0
gobp,Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045),93,3,6.3,0.48,0.955375427303003,0.9859252229435059,1065.0
gobp,Positive Regulation Of Intracellular Protein Transport (GO:0090316),115,4,7.8,0.51,0.9564679318452367,0.9860971417378288,1065.0
kegg,Cell cycle,116,4,7.8,0.51,0.95849010986794,0.9999609489713419,209.0
gobp,Plasma Membrane Bounded Cell Projection Organization (GO:0120036),95,3,6.4,0.47,0.9597814814215954,0.988556361425531,1065.0
kegg,Insulin resistance,95,3,6.4,0.47,0.9597814814215954,0.9999609489713419,209.0
gobp,Axon Guidance (GO:0007411),96,3,6.5,0.46,0.9618281919997511,0.9897072700287294,1065.0
hallmark,Estrogen Response Late,161,6,10.9,0.55,0.965139613543713,0.9967959385135446,35.0
gobp,Positive Regulation Of Protein Metabolic Process (GO:0051247),162,6,10.9,0.55,0.9665907000606275,0.9936477756414752,1065.0
kegg,Insulin signaling pathway,121,4,8.2,0.49,0.9673588159591385,0.9999609489713419,209.0
kegg,Alzheimer disease,279,12,18.9,0.64,0.9686505889912622,0.9999609489713419,209.0
hallmark,Xenobiotic Metabolism,164,6,11.1,0.54,0.9693282640500038,0.9967959385135446,35.0
gobp,Negative Regulation Of Programmed Cell Death (GO:0043069),301,13,20.3,0.64,0.9720967709466573,0.9983443211747252,1065.0
gobp,DNA-templated Transcription (GO:0006351),168,6,11.4,0.53,0.9741951940252768,0.9995355314421193,1065.0
gobp,Negative Regulation Of Cell Differentiation (GO:0045596),149,5,10.1,0.5,0.9762036556984555,0.9999622706810019,1065.0
gobp,Neuron Projection Development (GO:0031175),130,4,8.8,0.46,0.9790318979396845,0.9999622706810019,1065.0
gobp,Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),214,8,14.5,0.55,0.9796274010180791,0.9999622706810019,1065.0
gobp,Protein Glycosylation (GO:0006486),108,3,7.3,0.41,0.979848720576157,0.9999622706810019,1065.0
kegg,AMPK signaling pathway,108,3,7.3,0.41,0.979848720576157,0.9999609489713419,209.0
gobp,protein-RNA Complex Assembly (GO:0022618),131,4,8.9,0.45,0.980052787913449,0.9999622706810019,1065.0
hallmark,p53 Pathway,176,6,11.9,0.5,0.9818598331466137,0.9967959385135446,35.0
gobp,Protein Targeting (GO:0006605),110,3,7.4,0.4,0.9819201786159197,0.9999622706810019,1065.0
gobp,DNA Damage Response (GO:0006974),318,13,21.5,0.6,0.9844034485345965,0.9999622706810019,1065.0
gobp,Regulation Of Cell Differentiation (GO:0045595),136,4,9.2,0.44,0.9844906075797925,0.9999622706810019,1065.0
gobp,Membrane Organization (GO:0061024),138,4,9.3,0.43,0.985988906381487,0.9999622706810019,1065.0
gobp,Double-Strand Break Repair (GO:0006302),140,4,9.5,0.42,0.9873490080063803,0.9999622706810019,1065.0
hallmark,DNA Repair,141,4,9.5,0.42,0.9879810025182092,0.9967959385135446,35.0
gobp,Axonogenesis (GO:0007409),118,3,8.0,0.38,0.988344193981593,0.9999622706810019,1065.0
gobp,Chromatin Organization (GO:0006325),207,7,14.0,0.5,0.988400945852406,0.9999622706810019,1065.0
kegg,Pathways of neurodegeneration,347,14,23.4,0.6,0.989032270123608,0.9999609489713419,209.0
hallmark,mTORC1 Signaling,189,6,12.8,0.47,0.9899524321678965,0.9967959385135446,35.0
gobp,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),145,4,9.8,0.41,0.9902207173888133,0.9999622706810019,1065.0
gobp,Organelle Organization (GO:0006996),336,13,22.7,0.57,0.9918494038299501,0.9999622706810019,1065.0
gobp,Endosomal Transport (GO:0016197),149,4,10.1,0.4,0.9920582287810729,0.9999622706810019,1065.0
kegg,Protein processing in endoplasmic reticulum,149,4,10.1,0.4,0.9920582287810729,0.9999609489713419,209.0
gobp,Positive Regulation Of Developmental Process (GO:0051094),174,5,11.8,0.43,0.9928268924590624,0.9999622706810019,1065.0
gobp,Mitochondrion Organization (GO:0007005),131,3,8.9,0.34,0.994377412662553,0.9999622706810019,1065.0
hallmark,heme Metabolism,157,4,10.6,0.38,0.9947904879808636,0.9967959385135446,35.0
gobp,DNA Metabolic Process (GO:0006259),251,8,17.0,0.47,0.9957857905345561,0.9999622706810019,1065.0
kegg,Non-alcoholic fatty liver disease,138,3,9.3,0.32,0.9962296519231214,0.9999609489713419,209.0
gobp,Cilium Assembly (GO:0060271),166,4,11.2,0.36,0.9967839198655916,0.9999622706810019,1065.0
hallmark,Adipogenesis,190,5,12.8,0.39,0.9967959385135446,0.9967959385135446,35.0
gobp,Chromatin Remodeling (GO:0006338),192,5,13.0,0.39,0.9971083071334029,0.9999622706810019,1065.0
gobp,Regulation Of Translation (GO:0006417),171,4,11.6,0.35,0.99754818060055,0.9999622706810019,1065.0
gobp,RNA Processing (GO:0006396),160,3,10.8,0.28,0.9989550181463094,0.9999622706810019,1065.0
gobp,Cilium Organization (GO:0044782),165,3,11.2,0.27,0.9992232925416038,0.9999622706810019,1065.0
gobp,Transcription By RNA Polymerase II (GO:0006366),166,3,11.2,0.27,0.9992681889712236,0.9999622706810019,1065.0
gobp,Organelle Assembly (GO:0070925),255,6,17.2,0.35,0.9996190724062316,0.9999622706810019,1065.0
kegg,Thermogenesis,179,3,12.1,0.25,0.9996644758636122,0.9999609489713419,209.0
gobp,Gene Expression (GO:0010467),259,6,17.5,0.34,0.9996912784341935,0.9999622706810019,1065.0
kegg,Huntington disease,230,4,15.5,0.26,0.999913797585453,0.9999609489713419,209.0
kegg,Amyotrophic lateral sclerosis,271,5,18.3,0.27,0.999960948971342,0.9999609489713419,209.0
gobp,DNA Repair (GO:0006281),244,4,16.5,0.24,0.9999622706810019,0.9999622706810019,1065.0
