feature,lfc_early,p_early,q_early,lfc_late,p_late,q_late,lfc_prog,p_prog,prog_sign_stable,class,ratio_early_late
FHAD1,-0.9674316200899464,0.154836529674387,0.37919302190228843,0.8516316161282882,0.31521393525531555,0.5542290855168608,1.8190632362182346,0.005880692362605122,True,sign_reversal,-1.1359742895503475
FIBIN,-0.6117064732074327,0.3404604469541147,0.5803260770655979,1.391345867109771,0.11705210980152841,0.34522632204712494,2.0030523403172036,0.032116185102098335,True,sign_reversal,-0.4396509075619885
FOXJ1,-0.6195209378736686,0.34724084940731714,0.5849416360919685,1.5449151539598862,0.0870582277444936,0.29962082122975287,2.164436091833555,0.003924636010211261,True,sign_reversal,-0.4010064476911426
FRMPD2,-1.8963664758775802,0.09370416197613132,0.29223096767667767,0.9521051075167178,0.4532609111292123,0.6656343141794617,2.848471583394298,0.04934409170101388,True,sign_reversal,-1.9917616877654258
GAL3ST3,0.9120081135509523,0.24494084506406388,0.4876140150727687,-0.7659225328101117,0.49113108555528817,0.6941287017989618,-1.6779306463610641,0.027939015381533944,True,sign_reversal,-1.1907315354790042
GP1BA,0.6422853817708589,0.13545575096512208,0.35368615529066505,-0.7964180013200863,0.14453590546840614,0.38137394897790466,-1.4387033830909453,0.007965759149368552,True,sign_reversal,-0.8064676849421434
HSD17B2,0.8466658813210355,0.24486702832761809,0.48753063660377477,-1.0003291023682812,0.24201513206875136,0.4902893597724356,-1.8469949836893167,0.0112487849946455,True,sign_reversal,-0.8463873332451812
HSPA2,0.7348934179343747,0.15139355889100295,0.3744856551505091,-0.591661971257829,0.36852964753807527,0.5994398177033662,-1.3265553891922037,0.007618805897633845,True,sign_reversal,-1.2420832394754835
HTR4,0.7391656786627248,0.4538961322528161,0.6760616830345115,-2.8477085443600934,0.04109466927435464,0.21352894852901236,-3.586874223022818,0.0026787840258574603,True,sign_reversal,-0.2595650738649668
KCP,0.5982831737986416,0.33230958406801614,0.5724532160818379,-0.9622429005809101,0.17877397701553882,0.4232850972543783,-1.5605260743795517,0.009802742221446392,True,sign_reversal,-0.6217589897908891
KRT80,-0.6120850684008827,0.3559999905675828,0.5925448181346225,0.7571508581331046,0.30420659124527105,0.5443999514847649,1.3692359265339873,0.016044151250243048,True,sign_reversal,-0.8084056985817749
LOC101090949,-2.2887565445781504,0.08032738263822503,0.26942328937732146,1.4271506815948616,0.28442197152649684,0.5281924631182371,3.715907226173012,0.043610637165483,True,sign_reversal,-1.6037245219407608
LOC101093530,-1.2688955942252604,0.39718687617944315,0.6295527448745389,2.1010707704474223,0.23953081981598537,0.48889735229359427,3.369966364672683,0.038261644449653874,True,sign_reversal,-0.6039280599553767
LOC109494850,1.0811742707662901,0.06825955673260303,0.24812348872301201,-1.2064256760396073,0.14364629826617198,0.38053930862912505,-2.2875999468058974,0.0016298160066346575,True,sign_reversal,-0.8961797583051399
LOC109495639,1.076641247071175,0.16976245252360786,0.4005478288993743,-1.602870320494238,0.18737169459932715,0.43323223127453986,-2.679511567565413,0.007085407544307385,True,sign_reversal,-0.6716957905485438
LOC109498429,-1.2301570510190523,0.2325740916881005,0.4734278210402974,2.0182605606635886,0.12072313289080189,0.3494653147220084,3.248417611682641,0.021901390723392904,True,sign_reversal,-0.6095134964211886
LOC109503332,1.2604939748104869,0.0859937181334782,0.2786203901710547,-1.306918039244597,0.22894889413981778,0.4771416044877975,-2.567412014055084,0.005357030918318534,True,sign_reversal,-0.9644782128334969
LOC111557327,1.362922567410194,0.1443757180691169,0.36565761243550227,-0.8329582391383132,0.3572548650142605,0.5906020600078739,-2.195880806548507,0.02842838997812205,True,sign_reversal,-1.636243575452382
LOC111559459,1.148198081996017,0.15320773642421878,0.37744432983516996,-1.1294649617962509,0.23442092643395757,0.48330915379706013,-2.277663043792268,0.014934773500095418,True,sign_reversal,-1.0165858356243063
LOC123379027,-0.9507780980136191,0.3135683813336994,0.5551818267787754,1.3165620645749656,0.14426380773630287,0.3810496419767595,2.2673401625885847,0.044167380080553216,True,sign_reversal,-0.7221673201715447
LOC123379939,1.0712967723729179,0.14551035766502704,0.36664575515299025,-0.9648106560341092,0.2940751319894526,0.5364364821612009,-2.036107428407027,0.02330767964948089,True,sign_reversal,-1.1103699629277768
LOC123379940,1.5647938544645912,0.10442480169332927,0.30783036251246537,-0.867918618866337,0.46495636779713434,0.6751081653661865,-2.432712473330928,0.016230037879175693,True,sign_reversal,-1.8029269339889293
LOC123382279,0.6045568166864601,0.2063117295734114,0.4450864225985533,-1.492693233803692,0.04905890614462578,0.2300314250952094,-2.0972500504901523,0.0013535808968913917,True,sign_reversal,-0.40501075706354206
LOC123382631,0.6959112949560171,0.34058568484363383,0.5803260770655979,-1.166414550182069,0.16478640238007367,0.4078154424840339,-1.8623258451380862,0.0023898393961677283,True,sign_reversal,-0.5966243261003477
LOC123384094,-0.6351969545233964,0.49661271970057175,0.71023760109308,0.6656184073959542,0.5042646049074301,0.7032688337573366,1.3008153619193505,0.03329767274164857,True,sign_reversal,-0.9542959561596662
LOC123386300,-0.9217076155527844,0.5060337914156527,0.7160044906493968,2.3296040541626666,0.12057049769633245,0.3492918851457888,3.251311669715451,0.04831798649874008,True,sign_reversal,-0.39564990192467503
LOC123386307,-0.7215902898419404,0.5452819019778102,0.7434650318710379,1.9974303108559377,0.10813943068114394,0.33264761991446895,2.719020600697878,0.03554713773759663,True,sign_reversal,-0.36125930698064
LOC123386312,-1.384025565946862,0.3167288408363883,0.5583875153548783,2.4929471313806197,0.16731958757846002,0.41004337057861734,3.876972697327482,0.036189160650898486,True,sign_reversal,-0.5551764610348453
LRRC43,-0.7683503455837444,0.07258222609783098,0.25535938865808655,0.649601638659802,0.2976888002673127,0.5391186593312152,1.4179519842435464,0.04693672857094215,True,sign_reversal,-1.182802351251659
MAT1A,-0.7693061536885573,0.3325287770175158,0.572669694159776,0.9788273212472695,0.1991070253368105,0.4455234002112566,1.7481334749358268,0.021419053358925695,True,sign_reversal,-0.7859467517807635
MYO3B,0.696455593578027,0.15504553786063174,0.37928436250633807,-0.6734684129583823,0.21474435113379664,0.46208625916274465,-1.3699240065364093,0.008439513276474382,True,sign_reversal,-1.0341325297183095
NALCN,1.2662427945733659,0.021737159101469526,0.15194891116714837,-1.1314325762204263,0.053985620521508106,0.24209918604915018,-2.3976753707937926,0.00012209815982812595,True,sign_reversal,-1.1191500237718768
NEURL1,-0.8790342490659047,0.06054798182366407,0.23296019115470748,0.9420784004741602,0.07270067325217572,0.27452551050688195,1.821112649540065,0.001439531975637392,True,sign_reversal,-0.9330797188678515
