,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
SUSD1,-0.8046764212537771,-2.7770851806976666,0.012848880321764023,0.3191819026869804,0.32595613818510943,17.125622076805527,11,6,0.9561573610520071
KEL,1.1633030692849209,2.773673851067881,0.012941495614738787,0.7267307109516686,0.6829202295654697,17.125622076805527,11,6,0.9561573610520071
HOXD9,-0.5823597874568542,-2.77302107551736,0.012959291104772067,0.1425260188772587,0.17122667812452022,17.125622076805527,11,6,0.9561573610520071
TP53INP1,0.9640997948730705,2.7698744937305637,0.013045401715043536,0.4840346620228419,0.4703474705961524,17.125622076805527,11,6,0.9561573610520071
HTRA1,-0.7572236310823328,-2.7671782622608094,0.013119625549545627,0.2789480436772653,0.2907160819442853,17.125622076805527,11,6,0.9561573610520071
CDO1,-1.3709848652566552,-2.7656854466360885,0.01316089541822149,1.0362407211508626,0.9540140404744345,17.125622076805527,11,6,0.9561573610520071
ZNF385B,-0.7127966480811828,-2.7647295820138016,0.013187386466206324,0.2416645326374244,0.25806017822940364,17.125622076805527,11,6,0.9561573610520071
SPINK5,1.289257678598107,2.7600293660842343,0.013318397101499343,0.9142036607296646,0.8471241477681587,17.125622076805527,11,6,0.9561573610520071
MUC4,-1.8218106817446467,-2.7550136119977395,0.013459582835621922,1.8852820417255396,1.6976728548230782,17.125622076805527,11,6,0.9561573610520071
TMEM79,-1.2360352871462341,-2.753273899928594,0.013508888248686837,0.8403673802842618,0.7824523827534987,17.125622076805527,11,6,0.9561573610520071
FN1,0.9972750346605387,2.7517394338188277,0.013552520801327036,0.5292259968533783,0.5099296836928746,17.125622076805527,11,6,0.9561573610520071
CLMP,0.8319506449667396,2.750297856134637,0.013593635436152584,0.3526237608496164,0.3552472127043195,17.125622076805527,11,6,0.9561573610520071
LOC102901899,0.7600020522452755,2.750015967906757,0.013601689050991699,0.28557451896506003,0.29652008304107125,17.125622076805527,11,6,0.9561573610520071
LOC109500442,0.6451039474377948,2.743367390763578,0.01379297516416679,0.19213414179700233,0.21467747018678188,17.125622076805527,11,6,0.9561573610520071
EFEMP1,1.6015277989752457,2.73981184460967,0.013896329544994592,1.461564136174836,1.32654656494257,17.125622076805527,11,6,0.9561573610520071
DPYD,0.7703901277786014,2.7358448372854234,0.014012522293455202,0.2985054034232082,0.30784599377309196,17.125622076805527,11,6,0.9561573610520071
WNT9B,-1.0998192846246861,-2.733971219343576,0.01406772392682511,0.664341839792687,0.6282750281714607,17.125622076805527,11,6,0.9561573610520071
FOXL1,0.8245517685689474,2.7336519650295164,0.01407715077909543,0.3503084769976315,0.3532193005138006,17.125622076805527,11,6,0.9561573610520071
BST2,-0.8634401308331796,-2.73313823021284,0.014092332929416753,0.3894109430002839,0.3874683915780123,17.125622076805527,11,6,0.9561573610520071
LOC102901595,-0.49210963311501993,-2.73082713792464,0.014160826111028852,0.0909764280058814,0.12607539196377285,17.125622076805527,11,6,0.9561573610520071
TLR7,0.9478587061699058,2.7267062767352304,0.014283748463327377,0.48265983459681394,0.46914328593658605,17.125622076805527,11,6,0.9561573610520071
CAPN5,-0.566151020984279,-2.725698386706005,0.014313968590005671,0.13826648377635992,0.1674958339994466,17.125622076805527,11,6,0.9561573610520071
PPTC7,0.6496054268873251,2.7223777300122114,0.014413968309721316,0.19941378858400505,0.22105357152285723,17.125622076805527,11,6,0.9561573610520071
CA2H7orf57,-0.8460571999892086,-2.7208802605174465,0.014459282723500834,0.3756139447266855,0.37538386856472744,17.125622076805527,11,6,0.9561573610520071
TSPYL5,-0.6580348571622451,-2.7208392178552883,0.014460526623584779,0.20629908823905646,0.22708427185961463,17.125622076805527,11,6,0.9561573610520071
