,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
LOC109501043,0.9491326760932859,2.925465793030692,0.013682149953724658,0.30068419667357826,0.28707301555582815,11.100032182358945,5,6,0.4692555044045852
LOC109501325,0.07418416946849637,0.2107830809123194,0.8368761870119293,0.3632667551881098,0.33781548344938384,11.100032182358945,5,6,0.9746442084475873
LOC109501375,-0.04352320772080498,-0.06933613198140083,0.9459554067929145,1.2719834306584232,1.0746106516859828,11.100032182358945,5,6,0.9941857645004416
LOC109501376,-0.515429914946993,-1.0293532102062413,0.3252219402825923,0.7900013929406542,0.6838155379246047,11.100032182358945,5,6,0.8293046631286505
LOC109501381,-0.5167078374055238,-1.0919854527322503,0.29797392562871555,0.6997508026133074,0.6106395957649934,11.100032182358945,5,6,0.8166522784375454
LOC109501392,0.04406949475358002,0.1715733242080364,0.8668608921104299,0.16854157912313825,0.17993066331615945,11.100032182358945,5,6,0.9798861675241743
LOC109501450,-0.4452408725796535,-1.584723037870082,0.1410854266674655,0.21214422923938603,0.2152840609098981,11.100032182358945,5,6,0.7094976750165192
LOC109501514,-0.0006649108790335312,-0.003668988488229885,0.9971376873168405,0.05709648234877819,0.0895700360232677,11.100032182358945,5,6,0.999585986098958
LOC109501552,-0.45513598681143286,-0.7025488647457833,0.4968062105589369,1.358317226631789,1.1446108238472104,11.100032182358945,5,6,0.8994097898890483
LOC109501597,0.2804171292788644,0.7338741403286235,0.47824055346819616,0.4377335440703776,0.3981937858659793,11.100032182358945,5,6,0.8936232995305956
LOC109501598,0.7017114768196859,1.3437773389670535,0.20584424400669504,0.8638450051738071,0.7436885634420082,11.100032182358945,5,6,0.7639614879921335
LOC109501602,0.08350612561148707,0.2088186700763958,0.8383724416769774,0.48453483810392733,0.4361406710084719,11.100032182358945,5,6,0.9746442084475873
LOC109501606,-0.058354634830186214,-0.11024488402724832,0.9141831819137283,0.889045638171814,0.7641214498747628,11.100032182358945,5,6,0.986654971909516
LOC109501642,0.09659923784828783,0.22580984366164053,0.8254532660865536,0.56218867168815,0.49910305623188844,11.100032182358945,5,6,0.9721835467397243
LOC109501707,-3.0791685335207806,-2.884683599791622,0.01472187797981002,3.7791148340892327,3.10741400398059,11.100032182358945,5,6,0.47142083343626945
LOC109501751,0.06360022210869154,0.11719544649359481,0.9087988554358174,0.9372441584199902,0.8032012178526424,11.100032182358945,5,6,0.9849956181104376
LOC109501804,-0.11590261113638434,-0.35762080461394113,0.7273342670490828,0.29993259217847107,0.28646360827260287,11.100032182358945,5,6,0.951625517414417
LOC109501853,-1.1801248098630552,-2.340764289460021,0.03892553416299977,0.8015963265741367,0.693216808208054,11.100032182358945,5,6,0.5564923065327033
LOC109501870,1.1736077034259136,2.3467266227525867,0.038517003027870145,0.7878883121668683,0.6821022341565041,11.100032182358945,5,6,0.5553601093551513
LOC109502030,-0.45959687566459495,-1.0224842882090577,0.3283196130845286,0.6262229720105292,0.5510226086650182,11.100032182358945,5,6,0.8315900534380825
