,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
Rap2b,0.2658756446683773,1.8319741060530743,0.08837876206051963,0.057099905420824375,0.05832806895246597,13.955855331682496,4,9,0.25089787102227973
Arhgef26,0.2879360488264804,3.0138584651908302,0.00932009711818899,0.015166070328592936,0.025275835674626775,13.955855331682496,4,9,0.07973587791739553
Dhx36,-0.05532023448340739,-0.6259899989133094,0.5414249055385201,0.010536494784323334,0.021626805946484258,13.955855331682496,4,9,0.7104575155034712
Mme,-0.6303573976699708,-5.233990203700064,0.0001277993381877571,0.034058424938742456,0.04016678257630913,13.955855331682496,4,9,0.010222043679206292
E130311K13Rik,-0.11910479006747599,-1.1416583875892237,0.2728070727039777,0.02133748153809095,0.030140139702654695,13.955855331682496,4,9,0.47642442308165683
Slc33a1,-0.1662551204709768,-1.1974917657102921,0.25105911294376704,0.05081996988456244,0.05337822609030488,13.955855331682496,4,9,0.45491886109186846
Gmps,-0.1699440646804491,-2.0672270047122856,0.057783087921921925,0.006842517759722221,0.018715214624785346,13.955855331682496,4,9,0.19771710808099444
Kcnab1,0.41819934687877236,3.692081381535581,0.0024266737664611973,0.0281744394010516,0.03552902735627158,13.955855331682496,4,9,0.04016845865150857
Ssr3,-0.22609135325925234,-2.01278786590302,0.06384552116394807,0.027427963265950248,0.03494065514324972,13.955855331682496,4,9,0.20776251725785386
Tiparp,0.03149909581045085,0.17073866088675319,0.8668799089533109,0.1026773812788059,0.09425221853143373,13.955855331682496,4,9,0.9290944655832102
Lekr1,-0.018088120792404627,-0.15262830991767604,0.880876103865995,0.032442860460133595,0.03889339525304322,13.955855331682496,4,9,0.9373765792298161
Ccnl1,0.2062728836815939,1.4653615093662997,0.16498703121929126,0.052715635530007236,0.054872389049457515,13.955855331682496,4,9,0.3552742074082664
RP24-372I24.4,0.046885230138829836,0.42641987741602433,0.6763060765545517,0.025571965497160842,0.03347775838977484,13.955855331682496,4,9,0.8071374368515674
Veph1,-0.4099260352884393,-2.5625182387468435,0.0226060939573918,0.0730066041853218,0.0708657230231733,13.955855331682496,4,9,0.1234122118043725
Rsrc1,0.021000356137867104,0.22470339035922862,0.8254667253852794,0.013785441446101459,0.024187624501146844,13.955855331682496,4,9,0.9029888178562449
Gfm1,-0.3596758172730805,-2.6427086412361267,0.01934226156250913,0.04817815377048807,0.051295947608322755,13.955855331682496,4,9,0.11458850686148064
Lxn,0.6096115988939119,2.801545793045856,0.0141717414977249,0.14945251579143293,0.13112036221810713,13.955855331682496,4,9,0.09877188045510213
RP23-267M9.1,0.019430000133618064,0.1770744072963766,0.8619941315483131,0.025399874462777097,0.033342116300255346,13.955855331682496,4,9,0.9262039909049445
