collection	pathway	n_genes	state	cos	ceiling	gap_to_ceiling	random_lo95	random_hi95	above_random
GO_BP	Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	32	IRI_14d	0.362	0.9006	0.5386	0.1012	0.781	False
GO_BP	Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	32	IRI_28d	0.6441	0.9361	0.292	0.0234	0.7997	False
GO_BP	Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	32	IRI_12mo	0.5662	0.8274	0.2612	-0.0106	0.7887	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	cat_CKD12	0.8865	0.8405	-0.046	0.7683	0.9607	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	cat_CKD34	1.0	0.9321	-0.0679	1.0	1.0	True
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	cat_med_CKD12	0.8382	0.9011	0.063	0.6132	0.9292	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	cat_med_CKD34	0.8766	0.8664	-0.0102	0.7046	0.9424	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	mouse_5D	0.4507	0.9551	0.5044	-0.0554	0.6564	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	mouse_2W	0.5487	0.9644	0.4157	0.2149	0.7213	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	mouse_3W	0.5674	0.9432	0.3759	0.1529	0.7198	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_2h	0.2329	0.891	0.6581	-0.1588	0.47	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_4h	0.3559	0.9191	0.5632	-0.0217	0.6035	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_24h	0.5538	0.961	0.4072	0.2369	0.7239	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_48h	0.5499	0.9561	0.4063	0.2149	0.7277	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_72h	0.6151	0.9387	0.3236	0.2557	0.7616	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_7d	0.5482	0.9601	0.4119	0.1777	0.7544	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_14d	0.4772	0.949	0.4717	0.108	0.6979	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_28d	0.4995	0.9524	0.4529	0.0395	0.746	False
GO_BP	Negative Regulation Of Cellular Process (GO:0048523)	64	IRI_12mo	0.4885	0.93	0.4414	-0.0007	0.7354	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	cat_CKD12	0.9214	0.8294	-0.092	0.7683	0.9607	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	cat_CKD34	1.0	0.9172	-0.0828	1.0	1.0	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	cat_med_CKD12	0.8115	0.897	0.0855	0.6132	0.9292	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	cat_med_CKD34	0.7397	0.7541	0.0144	0.7046	0.9424	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	mouse_5D	0.34	0.928	0.588	-0.0554	0.6564	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	mouse_2W	0.4943	0.9553	0.461	0.2149	0.7213	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	mouse_3W	0.4668	0.9178	0.451	0.1529	0.7198	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_2h	0.1725	0.8763	0.7038	-0.1588	0.47	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_4h	0.3944	0.8571	0.4627	-0.0217	0.6035	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_24h	0.5634	0.9506	0.3872	0.2369	0.7239	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_48h	0.5689	0.9336	0.3648	0.2149	0.7277	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_72h	0.5641	0.8951	0.3309	0.2557	0.7616	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_7d	0.5397	0.9473	0.4076	0.1777	0.7544	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_14d	0.4829	0.9187	0.4358	0.108	0.6979	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_28d	0.598	0.9308	0.3328	0.0395	0.746	False
GO_BP	Negative Regulation Of Gene Expression (GO:0010629)	54	IRI_12mo	0.6174	0.8805	0.2631	-0.0007	0.7354	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	cat_CKD12	0.8788	0.9174	0.0386	0.7733	0.97	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	cat_CKD34	1.0	0.9344	-0.0656	1.0	1.0	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	cat_med_CKD12	0.8691	0.9133	0.0443	0.5473	0.953	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	cat_med_CKD34	0.8437	0.8382	-0.0054	0.6682	0.9477	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	mouse_5D	0.4617	0.9331	0.4714	-0.11	0.7222	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	mouse_2W	0.6904	0.9647	0.2742	0.112	0.7656	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	mouse_3W	0.5867	0.9077	0.321	0.0825	0.7801	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_2h	0.3919	0.8423	0.4505	-0.1979	0.5625	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_4h	0.3244	0.9265	0.602	-0.1049	0.68	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_24h	0.6746	0.9568	0.2822	0.1401	0.7889	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_48h	0.587	0.9347	0.3477	0.1794	0.776	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_72h	0.5979	0.893	0.2951	0.2199	0.8135	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_7d	0.7026	0.9549	0.2523	0.1642	0.8143	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_14d	0.5956	0.941	0.3454	0.1012	0.781	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_28d	0.7093	0.9369	0.2276	0.0234	0.7997	False
GO_BP	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	30	IRI_12mo	0.6443	0.8992	0.2549	-0.0106	0.7887	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	cat_CKD12	0.7805	0.5855	-0.195	0.7683	0.9607	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	cat_CKD34	1.0	0.8859	-0.1141	1.0	1.0	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	cat_med_CKD12	0.7047	0.7423	0.0376	0.6132	0.9292	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	cat_med_CKD34	0.8019	0.7146	-0.0872	0.7046	0.9424	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	mouse_5D	0.2392	0.898	0.6588	-0.0554	0.6564	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	mouse_2W	0.2759	0.9356	0.6597	0.2149	0.7213	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	mouse_3W	0.3304	0.8702	0.5398	0.1529	0.7198	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_2h	0.0922	0.8504	0.7582	-0.1588	0.47	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_4h	0.099	0.8996	0.8006	-0.0217	0.6035	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_24h	0.4611	0.9312	0.4701	0.2369	0.7239	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_48h	0.5568	0.9071	0.3503	0.2149	0.7277	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_72h	0.4829	0.8576	0.3747	0.2557	0.7616	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_7d	0.4095	0.9219	0.5124	0.1777	0.7544	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_14d	0.2764	0.8747	0.5983	0.108	0.6979	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_28d	0.1757	0.8649	0.6892	0.0395	0.746	False
GO_BP	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	45	IRI_12mo	0.0517	0.6229	0.5712	-0.0007	0.7354	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	cat_CKD12	0.9129	0.8294	-0.0835	0.8359	0.95	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	cat_CKD34	1.0	0.9208	-0.0792	1.0	1.0	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	cat_med_CKD12	0.8539	0.9239	0.07	0.6496	0.8933	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	cat_med_CKD34	0.8759	0.8148	-0.0611	0.7463	0.9208	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	mouse_5D	0.2151	0.925	0.7099	0.1002	0.5549	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	mouse_2W	0.3932	0.9572	0.564	0.2545	0.6667	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	mouse_3W	0.3378	0.9243	0.5864	0.2121	0.667	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_2h	0.1954	0.8944	0.699	-0.0219	0.4034	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_4h	0.1792	0.9422	0.7631	0.0513	0.5267	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_24h	0.4952	0.9518	0.4566	0.2857	0.6843	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_48h	0.4869	0.9411	0.4542	0.2951	0.6625	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_72h	0.5103	0.928	0.4177	0.3376	0.7126	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_7d	0.4994	0.9507	0.4513	0.2362	0.7152	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_14d	0.5322	0.9256	0.3934	0.1911	0.6496	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_28d	0.5	0.9335	0.4335	0.1991	0.6838	False
GO_BP	Negative Regulation Of Programmed Cell Death (GO:0043069)	79	IRI_12mo	0.4039	0.907	0.5031	0.0924	0.662	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	cat_CKD12	0.8922	0.8319	-0.0603	0.7733	0.97	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	cat_CKD34	1.0	0.9424	-0.0576	1.0	1.0	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	cat_med_CKD12	0.8754	0.8491	-0.0263	0.5473	0.953	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	cat_med_CKD34	0.891	0.9235	0.0325	0.6682	0.9477	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	mouse_5D	0.5045	0.9447	0.4403	-0.11	0.7222	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	mouse_2W	0.6395	0.9687	0.3292	0.112	0.7656	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	mouse_3W	0.7268	0.9519	0.2251	0.0825	0.7801	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_2h	0.1551	0.8636	0.7085	-0.1979	0.5625	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_4h	0.3749	0.9274	0.5526	-0.1049	0.68	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_24h	0.685	0.9653	0.2803	0.1401	0.7889	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_48h	0.6918	0.9567	0.2649	0.1794	0.776	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_72h	0.7563	0.9207	0.1643	0.2199	0.8135	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_7d	0.7167	0.962	0.2454	0.1642	0.8143	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_14d	0.552	0.9358	0.3837	0.1012	0.781	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_28d	0.6214	0.9393	0.3179	0.0234	0.7997	False
GO_BP	Negative Regulation Of Protein Metabolic Process (GO:0051248)	38	IRI_12mo	0.6517	0.8917	0.24	-0.0106	0.7887	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	cat_CKD12	0.9537	0.8257	-0.128	0.7683	0.9607	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	cat_CKD34	1.0	0.9153	-0.0847	1.0	1.0	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	cat_med_CKD12	0.845	0.9138	0.0688	0.6132	0.9292	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	cat_med_CKD34	0.7942	0.6865	-0.1077	0.7046	0.9424	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	mouse_5D	0.2308	0.915	0.6842	-0.0554	0.6564	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	mouse_2W	0.4884	0.9521	0.4637	0.2149	0.7213	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	mouse_3W	0.4804	0.9061	0.4257	0.1529	0.7198	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_2h	0.0634	0.8494	0.786	-0.1588	0.47	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_4h	0.1919	0.8918	0.6999	-0.0217	0.6035	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_24h	0.4785	0.9445	0.466	0.2369	0.7239	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_48h	0.5138	0.9274	0.4135	0.2149	0.7277	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_72h	0.5282	0.8747	0.3464	0.2557	0.7616	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_7d	0.5122	0.9436	0.4314	0.1777	0.7544	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_14d	0.3891	0.9182	0.5291	0.108	0.6979	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_28d	0.5333	0.9181	0.3848	0.0395	0.746	False
GO_BP	Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	53	IRI_12mo	0.5952	0.861	0.2659	-0.0007	0.7354	False
GO_BP	Nervous System Development (GO:0007399)	31	cat_CKD12	0.9367	0.866	-0.0708	0.7733	0.97	False
GO_BP	Nervous System Development (GO:0007399)	31	cat_CKD34	1.0	0.9405	-0.0595	1.0	1.0	False
GO_BP	Nervous System Development (GO:0007399)	31	cat_med_CKD12	0.7662	0.8966	0.1304	0.5473	0.953	False
GO_BP	Nervous System Development (GO:0007399)	31	cat_med_CKD34	0.7504	0.82	0.0696	0.6682	0.9477	False
GO_BP	Nervous System Development (GO:0007399)	31	mouse_5D	0.3897	0.9561	0.5665	-0.11	0.7222	False
GO_BP	Nervous System Development (GO:0007399)	31	mouse_2W	0.5782	0.9687	0.3905	0.112	0.7656	False
GO_BP	Nervous System Development (GO:0007399)	31	mouse_3W	0.5915	0.9494	0.3579	0.0825	0.7801	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_2h	0.5123	0.8782	0.3658	-0.1979	0.5625	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_4h	0.4891	0.8989	0.4098	-0.1049	0.68	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_24h	0.4396	0.9636	0.524	0.1401	0.7889	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_48h	0.5191	0.9619	0.4428	0.1794	0.776	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_72h	0.6352	0.9536	0.3185	0.2199	0.8135	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_7d	0.5828	0.9671	0.3843	0.1642	0.8143	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_14d	0.5977	0.9581	0.3604	0.1012	0.781	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_28d	0.5714	0.9582	0.3867	0.0234	0.7997	False
GO_BP	Nervous System Development (GO:0007399)	31	IRI_12mo	0.5343	0.9507	0.4164	-0.0106	0.7887	False
GO_BP	Organelle Assembly (GO:0070925)	47	cat_CKD12	0.947	0.8957	-0.0513	0.7683	0.9607	False
GO_BP	Organelle Assembly (GO:0070925)	47	cat_CKD34	1.0	0.9163	-0.0837	1.0	1.0	False
GO_BP	Organelle Assembly (GO:0070925)	47	cat_med_CKD12	0.8128	0.8369	0.0242	0.6132	0.9292	False
GO_BP	Organelle Assembly (GO:0070925)	47	cat_med_CKD34	0.8485	0.785	-0.0636	0.7046	0.9424	False
GO_BP	Organelle Assembly (GO:0070925)	47	mouse_5D	0.3182	0.9217	0.6035	-0.0554	0.6564	False
GO_BP	Organelle Assembly (GO:0070925)	47	mouse_2W	0.5429	0.9543	0.4114	0.2149	0.7213	False
GO_BP	Organelle Assembly (GO:0070925)	47	mouse_3W	0.5702	0.9153	0.3452	0.1529	0.7198	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_2h	0.1723	0.8936	0.7213	-0.1588	0.47	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_4h	0.2284	0.8778	0.6494	-0.0217	0.6035	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_24h	0.3961	0.9466	0.5505	0.2369	0.7239	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_48h	0.5427	0.9376	0.3949	0.2149	0.7277	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_72h	0.6234	0.8977	0.2743	0.2557	0.7616	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_7d	0.6462	0.9475	0.3013	0.1777	0.7544	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_14d	0.6325	0.9347	0.3022	0.108	0.6979	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_28d	0.6964	0.9304	0.2339	0.0395	0.746	False
GO_BP	Organelle Assembly (GO:0070925)	47	IRI_12mo	0.8455	0.9147	0.0692	-0.0007	0.7354	True
GO_BP	Organelle Organization (GO:0006996)	79	cat_CKD12	0.9413	0.8172	-0.1241	0.8359	0.95	False
GO_BP	Organelle Organization (GO:0006996)	79	cat_CKD34	1.0	0.9057	-0.0943	1.0	1.0	False
GO_BP	Organelle Organization (GO:0006996)	79	cat_med_CKD12	0.8377	0.8778	0.0401	0.6496	0.8933	False
GO_BP	Organelle Organization (GO:0006996)	79	cat_med_CKD34	0.8218	0.7732	-0.0486	0.7463	0.9208	False
GO_BP	Organelle Organization (GO:0006996)	79	mouse_5D	0.2076	0.8976	0.69	0.1002	0.5549	False
GO_BP	Organelle Organization (GO:0006996)	79	mouse_2W	0.397	0.9472	0.5502	0.2545	0.6667	False
GO_BP	Organelle Organization (GO:0006996)	79	mouse_3W	0.3998	0.9014	0.5016	0.2121	0.667	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_2h	0.2897	0.868	0.5784	-0.0219	0.4034	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_4h	0.2972	0.9016	0.6044	0.0513	0.5267	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_24h	0.3907	0.9409	0.5502	0.2857	0.6843	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_48h	0.4518	0.9296	0.4779	0.2951	0.6625	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_72h	0.5003	0.8983	0.398	0.3376	0.7126	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_7d	0.41	0.9428	0.5328	0.2362	0.7152	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_14d	0.4292	0.9245	0.4953	0.1911	0.6496	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_28d	0.4317	0.9301	0.4984	0.1991	0.6838	False
GO_BP	Organelle Organization (GO:0006996)	79	IRI_12mo	0.3645	0.909	0.5444	0.0924	0.662	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	cat_CKD12	0.9631	0.829	-0.1341	0.7733	0.97	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	cat_CKD34	1.0	0.9766	-0.0234	1.0	1.0	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	cat_med_CKD12	0.9818	0.9533	-0.0285	0.5473	0.953	True
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	cat_med_CKD34	0.9215	0.8193	-0.1022	0.6682	0.9477	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	mouse_5D	0.6803	0.8536	0.1733	-0.11	0.7222	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	mouse_2W	0.9561	0.9837	0.0276	0.112	0.7656	True
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	mouse_3W	0.6066	0.7596	0.153	0.0825	0.7801	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_2h	0.2117	0.8484	0.6367	-0.1979	0.5625	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_4h	0.5921	0.8925	0.3003	-0.1049	0.68	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_24h	0.948	0.9826	0.0346	0.1401	0.7889	True
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_48h	0.4326	0.7518	0.3192	0.1794	0.776	False
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_72h	0.8768	0.7389	-0.1379	0.2199	0.8135	True
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_7d	0.9041	0.9455	0.0414	0.1642	0.8143	True
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_14d	0.8447	0.9547	0.1099	0.1012	0.781	True
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_28d	0.956	0.9061	-0.05	0.0234	0.7997	True
GO_BP	Oxidative Phosphorylation (GO:0006119)	35	IRI_12mo	-0.3566	0.4812	0.8378	-0.0106	0.7887	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	cat_CKD12	0.8878	0.4875	-0.4003	0.7683	0.9607	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	cat_CKD34	1.0	0.5132	-0.4868	1.0	1.0	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	cat_med_CKD12	0.4644	0.3586	-0.1058	0.6132	0.9292	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	cat_med_CKD34	0.7628	0.6599	-0.1029	0.7046	0.9424	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	mouse_5D	0.4808	0.6824	0.2016	-0.0554	0.6564	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	mouse_2W	0.5424	0.7127	0.1704	0.2149	0.7213	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	mouse_3W	0.5377	0.7081	0.1704	0.1529	0.7198	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_2h	0.1959	0.5495	0.3536	-0.1588	0.47	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_4h	0.287	0.5792	0.2922	-0.0217	0.6035	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_24h	0.5584	0.7129	0.1546	0.2369	0.7239	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_48h	0.5587	0.7124	0.1537	0.2149	0.7277	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_72h	0.5818	0.7012	0.1194	0.2557	0.7616	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_7d	0.5938	0.7133	0.1195	0.1777	0.7544	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_14d	0.6371	0.679	0.0419	0.108	0.6979	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_28d	0.5861	0.6805	0.0944	0.0395	0.746	False
GO_BP	Peptide Biosynthetic Process (GO:0043043)	70	IRI_12mo	0.6194	0.707	0.0876	-0.0007	0.7354	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	cat_CKD12	0.9419	0.8879	-0.054	0.7733	0.97	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	cat_CKD34	1.0	0.9273	-0.0727	1.0	1.0	True
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	cat_med_CKD12	0.8148	0.9229	0.1081	0.5473	0.953	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	cat_med_CKD34	0.9174	0.8135	-0.1039	0.6682	0.9477	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	mouse_5D	0.3863	0.9342	0.5479	-0.11	0.7222	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	mouse_2W	0.5549	0.9586	0.4036	0.112	0.7656	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	mouse_3W	0.4566	0.8721	0.4155	0.0825	0.7801	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	IRI_2h	0.0709	0.8489	0.778	-0.1979	0.5625	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	IRI_4h	0.4244	0.8489	0.4245	-0.1049	0.68	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	IRI_24h	0.3969	0.9497	0.5528	0.1401	0.7889	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	IRI_48h	0.296	0.9238	0.6278	0.1794	0.776	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	IRI_72h	0.4215	0.8851	0.4636	0.2199	0.8135	False
GO_BP	Phosphate-Containing Compound Metabolic Process (GO:0006796)	39	IRI_7d	0.4423	0.9509	0.5086	0.1642	0.8143	False
