collection	pathway	n_genes	state	cos	ceiling	gap_to_ceiling	random_lo95	random_hi95	above_random
GO_BP	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	57	IRI_4h	0.0506	0.8145	0.7638	-0.0217	0.6035	False
GO_BP	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	57	IRI_24h	-0.3268	0.8495	1.1762	0.2369	0.7239	False
GO_BP	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	57	IRI_48h	-0.0816	0.8214	0.903	0.2149	0.7277	False
GO_BP	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	57	IRI_72h	0.0411	0.7543	0.7132	0.2557	0.7616	False
GO_BP	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	57	IRI_7d	-0.0495	0.8267	0.8762	0.1777	0.7544	False
GO_BP	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	57	IRI_14d	0.2271	0.8062	0.5791	0.108	0.6979	False
GO_BP	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	57	IRI_28d	0.1665	0.6891	0.5226	0.0395	0.746	False
GO_BP	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	57	IRI_12mo	0.0237	0.7113	0.6875	-0.0007	0.7354	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	cat_CKD12	0.8862	0.8453	-0.0409	0.7733	0.97	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	cat_CKD34	1.0	0.9247	-0.0753	1.0	1.0	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	cat_med_CKD12	0.8644	0.9165	0.0522	0.5473	0.953	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	cat_med_CKD34	0.933	0.8838	-0.0493	0.6682	0.9477	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	mouse_5D	0.4616	0.9499	0.4883	-0.11	0.7222	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	mouse_2W	0.6064	0.9586	0.3522	0.112	0.7656	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	mouse_3W	0.6262	0.9367	0.3105	0.0825	0.7801	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_2h	0.2867	0.8808	0.5942	-0.1979	0.5625	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_4h	0.4313	0.8679	0.4366	-0.1049	0.68	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_24h	0.5275	0.9561	0.4285	0.1401	0.7889	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_48h	0.4076	0.9481	0.5405	0.1794	0.776	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_72h	0.5246	0.9336	0.409	0.2199	0.8135	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_7d	0.5358	0.9555	0.4197	0.1642	0.8143	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_14d	0.5033	0.9434	0.4401	0.1012	0.781	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_28d	0.4477	0.9372	0.4895	0.0234	0.7997	False
GO_BP	Protein Homooligomerization (GO:0051260)	35	IRI_12mo	0.4212	0.9353	0.5141	-0.0106	0.7887	False
GO_BP	Protein Localization (GO:0008104)	88	cat_CKD12	0.92	0.84	-0.08	0.8359	0.95	False
GO_BP	Protein Localization (GO:0008104)	88	cat_CKD34	1.0	0.8969	-0.1031	1.0	1.0	True
GO_BP	Protein Localization (GO:0008104)	88	cat_med_CKD12	0.8295	0.8896	0.0601	0.6496	0.8933	False
GO_BP	Protein Localization (GO:0008104)	88	cat_med_CKD34	0.8144	0.7356	-0.0788	0.7463	0.9208	False
GO_BP	Protein Localization (GO:0008104)	88	mouse_5D	0.0821	0.923	0.8408	0.1002	0.5549	False
GO_BP	Protein Localization (GO:0008104)	88	mouse_2W	0.2258	0.944	0.7182	0.2545	0.6667	False
GO_BP	Protein Localization (GO:0008104)	88	mouse_3W	0.2919	0.9073	0.6153	0.2121	0.667	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_2h	0.3117	0.867	0.5553	-0.0219	0.4034	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_4h	0.2878	0.8853	0.5974	0.0513	0.5267	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_24h	0.2691	0.9342	0.6652	0.2857	0.6843	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_48h	0.4531	0.9106	0.4575	0.2951	0.6625	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_72h	0.53	0.8381	0.3081	0.3376	0.7126	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_7d	0.4774	0.9286	0.4512	0.2362	0.7152	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_14d	0.429	0.9059	0.477	0.1911	0.6496	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_28d	0.4118	0.8908	0.479	0.1991	0.6838	False
GO_BP	Protein Localization (GO:0008104)	88	IRI_12mo	0.5004	0.8389	0.3385	0.0924	0.662	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	cat_CKD12	0.9251	0.8749	-0.0502	0.7733	0.97	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	cat_CKD34	1.0	0.9167	-0.0833	1.0	1.0	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	cat_med_CKD12	0.7567	0.8858	0.1291	0.5473	0.953	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	cat_med_CKD34	0.7762	0.7653	-0.0109	0.6682	0.9477	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	mouse_5D	0.4483	0.9399	0.4916	-0.11	0.7222	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	mouse_2W	0.5254	0.956	0.4306	0.112	0.7656	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	mouse_3W	0.5565	0.9182	0.3617	0.0825	0.7801	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_2h	0.1665	0.8409	0.6744	-0.1979	0.5625	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_4h	0.2027	0.9282	0.7255	-0.1049	0.68	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_24h	0.5336	0.9526	0.419	0.1401	0.7889	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_48h	0.553	0.9396	0.3866	0.1794	0.776	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_72h	0.566	0.9121	0.3461	0.2199	0.8135	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_7d	0.691	0.9472	0.2562	0.1642	0.8143	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_14d	0.5609	0.915	0.3541	0.1012	0.781	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_28d	0.5411	0.9212	0.3801	0.0234	0.7997	False
GO_BP	Protein Localization To Cell Periphery (GO:1990778)	30	IRI_12mo	0.7491	0.8965	0.1474	-0.0106	0.7887	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	cat_CKD12	0.9212	0.8352	-0.0861	0.7683	0.9607	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	cat_CKD34	1.0	0.8903	-0.1097	1.0	1.0	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	cat_med_CKD12	0.74	0.8677	0.1277	0.6132	0.9292	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	cat_med_CKD34	0.7743	0.7486	-0.0258	0.7046	0.9424	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	mouse_5D	0.4118	0.9179	0.506	-0.0554	0.6564	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	mouse_2W	0.4785	0.9421	0.4636	0.2149	0.7213	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	mouse_3W	0.5079	0.9081	0.4002	0.1529	0.7198	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_2h	0.2447	0.8342	0.5895	-0.1588	0.47	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_4h	0.2614	0.8945	0.633	-0.0217	0.6035	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_24h	0.5125	0.9345	0.422	0.2369	0.7239	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_48h	0.5273	0.9258	0.3985	0.2149	0.7277	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_72h	0.5108	0.8962	0.3855	0.2557	0.7616	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_7d	0.5227	0.9359	0.4132	0.1777	0.7544	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_14d	0.4496	0.9179	0.4684	0.108	0.6979	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_28d	0.4275	0.9103	0.4828	0.0395	0.746	False
GO_BP	Protein Localization To Membrane (GO:0072657)	45	IRI_12mo	0.5019	0.9031	0.4011	-0.0007	0.7354	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	cat_CKD12	0.9667	0.9189	-0.0478	0.7733	0.97	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	cat_CKD34	1.0	0.9552	-0.0448	1.0	1.0	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	cat_med_CKD12	0.8464	0.9002	0.0538	0.5473	0.953	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	cat_med_CKD34	0.9196	0.8563	-0.0634	0.6682	0.9477	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	mouse_5D	0.5431	0.9498	0.4066	-0.11	0.7222	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	mouse_2W	0.7111	0.9733	0.2621	0.112	0.7656	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	mouse_3W	0.7208	0.9296	0.2088	0.0825	0.7801	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_2h	0.4299	0.9025	0.4726	-0.1979	0.5625	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_4h	0.34	0.9438	0.6039	-0.1049	0.68	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_24h	0.6717	0.9674	0.2957	0.1401	0.7889	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_48h	0.684	0.9675	0.2835	0.1794	0.776	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_72h	0.7101	0.9228	0.2126	0.2199	0.8135	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_7d	0.8092	0.9706	0.1614	0.1642	0.8143	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_14d	0.7786	0.9574	0.1788	0.1012	0.781	False
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_28d	0.8322	0.9544	0.1221	0.0234	0.7997	True
GO_BP	Protein Localization To Organelle (GO:0033365)	32	IRI_12mo	0.846	0.9624	0.1164	-0.0106	0.7887	True
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	cat_CKD12	0.9355	0.8767	-0.0588	0.7683	0.9607	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	cat_CKD34	1.0	0.9057	-0.0943	1.0	1.0	True
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	cat_med_CKD12	0.8916	0.8737	-0.0179	0.6132	0.9292	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	cat_med_CKD34	0.771	0.7729	0.002	0.7046	0.9424	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	mouse_5D	0.176	0.8995	0.7235	-0.0554	0.6564	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	mouse_2W	0.3028	0.9457	0.6429	0.2149	0.7213	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	mouse_3W	0.1842	0.9026	0.7184	0.1529	0.7198	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_2h	0.267	0.8882	0.6212	-0.1588	0.47	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_4h	0.0157	0.842	0.8264	-0.0217	0.6035	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_24h	0.2425	0.9307	0.6882	0.2369	0.7239	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_48h	0.2046	0.9005	0.696	0.2149	0.7277	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_72h	0.1152	0.6389	0.5236	0.2557	0.7616	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_7d	0.5317	0.9179	0.3862	0.1777	0.7544	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_14d	0.4934	0.9162	0.4228	0.108	0.6979	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_28d	0.5799	0.8166	0.2367	0.0395	0.746	False
GO_BP	Protein Modification By Small Protein Conjugation (GO:0032446)	43	IRI_12mo	0.7168	0.8868	0.17	-0.0007	0.7354	False
GO_BP	Protein Modification Process (GO:0036211)	86	cat_CKD12	0.901	0.8651	-0.0359	0.8359	0.95	False
GO_BP	Protein Modification Process (GO:0036211)	86	cat_CKD34	1.0	0.9254	-0.0746	1.0	1.0	True
GO_BP	Protein Modification Process (GO:0036211)	86	cat_med_CKD12	0.8227	0.8939	0.0712	0.6496	0.8933	False
GO_BP	Protein Modification Process (GO:0036211)	86	cat_med_CKD34	0.792	0.7717	-0.0202	0.7463	0.9208	False
GO_BP	Protein Modification Process (GO:0036211)	86	mouse_5D	0.5747	0.9402	0.3654	0.1002	0.5549	True
GO_BP	Protein Modification Process (GO:0036211)	86	mouse_2W	0.6563	0.9594	0.3032	0.2545	0.6667	False
GO_BP	Protein Modification Process (GO:0036211)	86	mouse_3W	0.6072	0.9209	0.3136	0.2121	0.667	False
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_2h	0.4114	0.862	0.4506	-0.0219	0.4034	True
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_4h	0.4144	0.9186	0.5042	0.0513	0.5267	False
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_24h	0.585	0.9528	0.3678	0.2857	0.6843	False
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_48h	0.6335	0.9282	0.2947	0.2951	0.6625	False
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_72h	0.6638	0.8999	0.2361	0.3376	0.7126	False
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_7d	0.7097	0.9506	0.2409	0.2362	0.7152	False
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_14d	0.7007	0.9293	0.2286	0.1911	0.6496	True
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_28d	0.7395	0.9317	0.1922	0.1991	0.6838	True
GO_BP	Protein Modification Process (GO:0036211)	86	IRI_12mo	0.6671	0.9224	0.2553	0.0924	0.662	True
GO_BP	Protein Phosphorylation (GO:0006468)	42	cat_CKD12	0.8946	0.802	-0.0925	0.7683	0.9607	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	cat_CKD34	1.0	0.8751	-0.1249	1.0	1.0	True
GO_BP	Protein Phosphorylation (GO:0006468)	42	cat_med_CKD12	0.475	0.8728	0.3978	0.6132	0.9292	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	cat_med_CKD34	0.6967	0.6802	-0.0165	0.7046	0.9424	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	mouse_5D	0.4408	0.9044	0.4636	-0.0554	0.6564	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	mouse_2W	0.3881	0.932	0.5439	0.2149	0.7213	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	mouse_3W	0.3364	0.8936	0.5571	0.1529	0.7198	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_2h	0.1824	0.8475	0.6651	-0.1588	0.47	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_4h	0.2181	0.8179	0.5998	-0.0217	0.6035	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_24h	0.4313	0.9217	0.4904	0.2369	0.7239	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_48h	0.5945	0.9011	0.3066	0.2149	0.7277	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_72h	0.6056	0.8377	0.2321	0.2557	0.7616	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_7d	0.4537	0.9238	0.4701	0.1777	0.7544	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_14d	0.4297	0.8958	0.4661	0.108	0.6979	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_28d	0.472	0.8895	0.4175	0.0395	0.746	False
GO_BP	Protein Phosphorylation (GO:0006468)	42	IRI_12mo	0.5358	0.8523	0.3165	-0.0007	0.7354	False
GO_BP	Protein Stabilization (GO:0050821)	59	cat_CKD12	0.9008	0.8114	-0.0894	0.7683	0.9607	False
GO_BP	Protein Stabilization (GO:0050821)	59	cat_CKD34	1.0	0.9349	-0.0651	1.0	1.0	False
GO_BP	Protein Stabilization (GO:0050821)	59	cat_med_CKD12	0.8413	0.8419	0.0005	0.6132	0.9292	False
GO_BP	Protein Stabilization (GO:0050821)	59	cat_med_CKD34	0.8516	0.8883	0.0367	0.7046	0.9424	False
GO_BP	Protein Stabilization (GO:0050821)	59	mouse_5D	0.2609	0.9105	0.6496	-0.0554	0.6564	False
GO_BP	Protein Stabilization (GO:0050821)	59	mouse_2W	0.4618	0.9612	0.4994	0.2149	0.7213	False
GO_BP	Protein Stabilization (GO:0050821)	59	mouse_3W	0.5409	0.9385	0.3976	0.1529	0.7198	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_2h	0.2844	0.8689	0.5845	-0.1588	0.47	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_4h	0.0898	0.9364	0.8466	-0.0217	0.6035	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_24h	0.5665	0.9597	0.3933	0.2369	0.7239	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_48h	0.5898	0.9494	0.3595	0.2149	0.7277	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_72h	0.6006	0.9235	0.3229	0.2557	0.7616	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_7d	0.5649	0.9586	0.3938	0.1777	0.7544	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_14d	0.5608	0.9344	0.3736	0.108	0.6979	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_28d	0.5229	0.9359	0.413	0.0395	0.746	False
GO_BP	Protein Stabilization (GO:0050821)	59	IRI_12mo	0.5365	0.8856	0.3491	-0.0007	0.7354	False
GO_BP	Protein Transport (GO:0015031)	85	cat_CKD12	0.897	0.7024	-0.1947	0.8359	0.95	False
GO_BP	Protein Transport (GO:0015031)	85	cat_CKD34	1.0	0.8996	-0.1004	1.0	1.0	False
GO_BP	Protein Transport (GO:0015031)	85	cat_med_CKD12	0.6148	0.8985	0.2837	0.6496	0.8933	False
GO_BP	Protein Transport (GO:0015031)	85	cat_med_CKD34	0.853	0.8625	0.0095	0.7463	0.9208	False
GO_BP	Protein Transport (GO:0015031)	85	mouse_5D	0.4896	0.9408	0.4512	0.1002	0.5549	False
GO_BP	Protein Transport (GO:0015031)	85	mouse_2W	0.5904	0.9456	0.3552	0.2545	0.6667	False
GO_BP	Protein Transport (GO:0015031)	85	mouse_3W	0.6894	0.9203	0.2309	0.2121	0.667	True
GO_BP	Protein Transport (GO:0015031)	85	IRI_2h	0.2605	0.8525	0.592	-0.0219	0.4034	False
GO_BP	Protein Transport (GO:0015031)	85	IRI_4h	0.3664	0.9025	0.5361	0.0513	0.5267	False
GO_BP	Protein Transport (GO:0015031)	85	IRI_24h	0.7049	0.9435	0.2386	0.2857	0.6843	True
GO_BP	Protein Transport (GO:0015031)	85	IRI_48h	0.7551	0.9331	0.178	0.2951	0.6625	True
GO_BP	Protein Transport (GO:0015031)	85	IRI_72h	0.7766	0.9167	0.1401	0.3376	0.7126	True
GO_BP	Protein Transport (GO:0015031)	85	IRI_7d	0.7515	0.9414	0.1898	0.2362	0.7152	True
GO_BP	Protein Transport (GO:0015031)	85	IRI_14d	0.6041	0.9094	0.3053	0.1911	0.6496	False
GO_BP	Protein Transport (GO:0015031)	85	IRI_28d	0.6931	0.907	0.2139	0.1991	0.6838	True
GO_BP	Protein Transport (GO:0015031)	85	IRI_12mo	0.738	0.8479	0.1099	0.0924	0.662	True
GO_BP	Protein Ubiquitination (GO:0016567)	32	cat_CKD12	0.9454	0.897	-0.0484	0.7733	0.97	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	cat_CKD34	1.0	0.9138	-0.0862	1.0	1.0	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	cat_med_CKD12	0.8667	0.8852	0.0185	0.5473	0.953	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	cat_med_CKD34	0.7668	0.7569	-0.0098	0.6682	0.9477	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	mouse_5D	0.1975	0.9171	0.7196	-0.11	0.7222	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	mouse_2W	0.2956	0.95	0.6544	0.112	0.7656	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	mouse_3W	0.1811	0.9052	0.7241	0.0825	0.7801	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_2h	0.1498	0.8628	0.713	-0.1979	0.5625	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_4h	0.0152	0.8355	0.8203	-0.1049	0.68	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_24h	0.1121	0.9318	0.8197	0.1401	0.7889	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_48h	-0.0022	0.856	0.8582	0.1794	0.776	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_72h	-0.1569	0.1547	0.3116	0.2199	0.8135	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_7d	0.4106	0.9086	0.4979	0.1642	0.8143	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_14d	0.3895	0.8911	0.5016	0.1012	0.781	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_28d	0.5448	0.8356	0.2908	0.0234	0.7997	False
GO_BP	Protein Ubiquitination (GO:0016567)	32	IRI_12mo	0.7546	0.8941	0.1395	-0.0106	0.7887	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	cat_CKD12	0.822	0.4824	-0.3396	0.7683	0.9607	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	cat_CKD34	1.0	0.6087	-0.3913	1.0	1.0	True
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	cat_med_CKD12	0.6493	0.5148	-0.1345	0.6132	0.9292	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	cat_med_CKD34	0.5427	0.6869	0.1442	0.7046	0.9424	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	mouse_5D	-0.0312	0.7672	0.7984	-0.0554	0.6564	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	mouse_2W	0.0901	0.7772	0.6871	0.2149	0.7213	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	mouse_3W	0.1279	0.7591	0.6312	0.1529	0.7198	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_2h	0.0815	0.7093	0.6277	-0.1588	0.47	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_4h	-0.493	0.7649	1.2579	-0.0217	0.6035	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_24h	0.154	0.7716	0.6176	0.2369	0.7239	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_48h	0.2574	0.7632	0.5058	0.2149	0.7277	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_72h	0.2359	0.7306	0.4947	0.2557	0.7616	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_7d	0.2388	0.7718	0.533	0.1777	0.7544	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_14d	0.5616	0.7485	0.1869	0.108	0.6979	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_28d	0.3219	0.6593	0.3373	0.0395	0.746	False
GO_BP	protein-RNA Complex Assembly (GO:0022618)	45	IRI_12mo	0.3147	0.7199	0.4052	-0.0007	0.7354	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	cat_CKD12	0.9051	0.8543	-0.0507	0.7683	0.9607	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	cat_CKD34	1.0	0.9335	-0.0665	1.0	1.0	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	cat_med_CKD12	0.6613	0.9112	0.2499	0.6132	0.9292	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	cat_med_CKD34	0.8915	0.8385	-0.053	0.7046	0.9424	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	mouse_5D	0.4854	0.9597	0.4742	-0.0554	0.6564	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	mouse_2W	0.65	0.9639	0.3138	0.2149	0.7213	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	mouse_3W	0.6752	0.9359	0.2607	0.1529	0.7198	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_2h	0.21	0.8775	0.6674	-0.1588	0.47	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_4h	0.1131	0.9072	0.7941	-0.0217	0.6035	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_24h	0.5643	0.9599	0.3956	0.2369	0.7239	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_48h	0.6501	0.9496	0.2996	0.2149	0.7277	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_72h	0.713	0.9356	0.2226	0.2557	0.7616	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_7d	0.7168	0.9585	0.2417	0.1777	0.7544	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_14d	0.7054	0.94	0.2346	0.108	0.6979	True
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_28d	0.7071	0.9453	0.2382	0.0395	0.746	False
GO_BP	Protein-Containing Complex Assembly (GO:0065003)	74	IRI_12mo	0.7858	0.8856	0.0999	-0.0007	0.7354	True
GO_BP	Proteolysis (GO:0006508)	53	cat_CKD12	0.9201	0.8276	-0.0925	0.7683	0.9607	False
GO_BP	Proteolysis (GO:0006508)	53	cat_CKD34	1.0	0.8902	-0.1098	1.0	1.0	False
GO_BP	Proteolysis (GO:0006508)	53	cat_med_CKD12	0.7939	0.9116	0.1177	0.6132	0.9292	False
GO_BP	Proteolysis (GO:0006508)	53	cat_med_CKD34	0.8112	0.7819	-0.0292	0.7046	0.9424	False
GO_BP	Proteolysis (GO:0006508)	53	mouse_5D	0.2843	0.9254	0.6411	-0.0554	0.6564	False
GO_BP	Proteolysis (GO:0006508)	53	mouse_2W	0.4351	0.9415	0.5064	0.2149	0.7213	False
GO_BP	Proteolysis (GO:0006508)	53	mouse_3W	0.4778	0.9239	0.4461	0.1529	0.7198	False
