raw	centred	drop
0.8312	0.54274	0.28846
0.85256	0.46902	0.38355
0.89957	0.48771	0.41186
0.79274	0.78846	0.00427
0.84936	0.52404	0.32532
0.75641	0.59348	0.16293
0.85363	0.56944	0.28419
0.72543	0.64049	0.08494
0.81838	0.64316	0.17521
0.78632	0.45353	0.3328
0.78686	0.5187	0.26816
0.81197	0.45299	0.35897
0.86485	0.43216	0.43269
0.78045	0.46848	0.31197
0.90919	0.57585	0.33333
0.76442	0.74252	0.0219
0.79861	0.51816	0.28045
0.7703	0.46314	0.30716
0.81944	0.5203	0.29915
0.77885	0.7719	0.00694
0.89049	0.43109	0.4594
0.89423	0.60684	0.28739
0.89103	0.56944	0.32158
0.77991	0.56571	0.21421
0.89904	0.55876	0.34028
0.88568	0.51816	0.36752
0.76923	0.57639	0.19284
0.87714	0.56036	0.31677
0.79274	0.56891	0.22382
0.88088	0.6063	0.27457
0.88889	0.63675	0.25214
0.83173	0.67147	0.16026
0.85256	0.58013	0.27244
0.8734	0.44818	0.42521
0.88141	0.48344	0.39797
0.84028	0.5844	0.25588
0.88515	0.46314	0.42201
0.84936	0.47276	0.3766
0.86378	0.54861	0.31517
0.84081	0.48237	0.35844
0.89049	0.55449	0.336
0.91186	0.5438	0.36806
0.82372	0.63782	0.1859
0.87607	0.50694	0.36912
0.81677	0.56517	0.2516
0.89744	0.51282	0.38462
0.83013	0.52938	0.30075
0.72222	0.51549	0.20673
0.89423	0.47169	0.42254
0.83333	0.52564	0.30769
0.83547	0.65705	0.17842
0.80876	0.46474	0.34402
0.78152	0.64744	0.13408
0.87607	0.45353	0.42254
0.89423	0.50107	0.39316
0.8937	0.60096	0.29274
0.82372	0.61645	0.20726
0.8515	0.62874	0.22276
0.82853	0.42147	0.40705
0.88622	0.4813	0.40491
0.78793	0.53419	0.25374
0.80556	0.53419	0.27137
0.77938	0.46368	0.31571
0.83226	0.52457	0.30769
0.89744	0.54327	0.35417
0.74466	0.58707	0.15759
0.84348	0.52457	0.31891
0.87553	0.48344	0.39209
0.89797	0.6031	0.29487
0.87126	0.54701	0.32425
